pddikti_institution_code,institution_name,ownership,address,regency,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
229,AMIK TOMAKAKA,-1,Jalan Ir H Juanda No 7744,KAB. MAJENE,PROV. SULAWESI BARAT,"{""website"": """", ""email"": ""-"", ""phone"": ""0426-22-085 / 0426-22-085""}",2460000,2460000,2460000,4920000,4920000,4920000,-1,-1,-1,-1,-1
230,STT INJILI DI PALEMBANG,-1,-,KOTA PALEMBANG,PROV. SUMATERA SELATAN,"{""website"": ""www.sttipal.ac.id"", ""email"": ""sttipal@gmail.com"", ""phone"": ""081214596624""}",5100000,3000000,7200000,10200000,6000000,14400000,-1,-1,-1,-1,-1
231,UNIVERSITAS KATOLIK WEETEBULA,-1,-,KAB. SUMBA BARAT DAYA,PROV. NUSA TENGGARA TIMUR,"{""website"": ""-"", ""email"": ""-"", ""phone"": ""081237963139""}",2685000,2560000,2810000,5370000,5120000,5620000,-1,-1,-1,-1,-1
232,UNIVERSITAS ABDUL AZIS LAMADJIDO,-1,-,KOTA PALU,PROV. SULAWESI TENGAH,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",2000000,1000000,3000000,4000000,2000000,6000000,-1,-1,-1,-1,-1
233,SEKOLAH TINGGI TEOLOGI BEREA SALATIGA,-1,Jl. CEMARA 72 RT 04 RW 06 KELURAHAN SIDOREJO LOR KECAMATAN SIDOREJO,KOTA SALATIGA,PROV. JAWA TENGAH,"{""website"": ""www.sttbere.ac.id"", ""email"": ""stt_berea@yahoo.com"", ""phone"": ""+62298321801 / +620298326398""}",5365000,3290000,7440000,10730000,6580000,14880000,-1,-1,-1,-1,-1
234,STT ARASTAMAR MATARAM,-1,jln Pemuda 71 Mataram,KOTA MATARAM,PROV. NUSA TENGGARA BARAT,"{""website"": ""sttam.ac.id"", ""email"": ""sttammataram.05@gmail.com"", ""phone"": ""637044 / 0370-637044""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
235,IAIN BUKITTINGGI,-1,-,KAB. AGAM,PROV. SUMATERA BARAT,"{""website"": ""iainbukittinggi.ac.id"", ""email"": ""info@iainbukittinggi.ac.id"", ""phone"": ""22875 / 22875""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
236,SEKOLAH TINGGI ALKITAB BATU MALANG,-1,Jl. Raya Beji No.7-9 Beji  Kec. Junrejo  Kota Wisata Batu  Jawa Timur,KOTA BATU,PROV. JAWA TIMUR,"{""website"": ""https://stab.ac.id/"", ""email"": ""info@stab.ac.id; batusekolahtinggialkitab@gmail.com"", ""phone"": ""+6281230035758""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237,POLITEKNIK GUSDURIAN,-1,-,KAB. BANYUMAS,PROV. JAWA TENGAH,"{""website"": ""poltekgusdurian.ac.id"", ""email"": ""campus@poltekgusdurian.ac.id"", ""phone"": ""0281636133""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
238,STKIP AL HIKMAH SURABAYA,-1,Jl. Kebonsari Elveka V Surabaya,KOTA SURABAYA,PROV. JAWA TIMUR,"{""website"": ""www.hikmahuniversity.ac.id"", ""email"": ""stkiph@hikmahuniversity.ac.id"", ""phone"": ""031-8295825 /8295817""}",3850000,3800000,3900000,7700000,7600000,7800000,-1,-1,-1,-1,-1
239,STAI DDI PAREPARE  SULAWESI SELATAN,-1,Jalan Abu Bakar Lambogo No. 53  Kompleks Pondok Pesantren DDI Ujung Lare Kecamat,KOTA PARE-PARE,PROV. SULAWESI SELATAN,"{""website"": ""-"", ""email"": ""staiddi.pares@gmail.com"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
240,STAI ASSHIDDIQIYAH KARAWANG,-1,Dusun Krajan Desa Pasirukem Kecamatan Cilamaya Kulon,KAB. KARAWANG,PROV. JAWA BARAT,"{""website"": ""staias.ac.id/stai-asshiddiqiyah-karawang.ac.id"", ""email"": ""info@staias.ac.id"", ""phone"": ""085885907799 / 8380220""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
241,UNIVERSITAS SARI MUTIARA INDONESIA,-1,Jalan Kapten Muslim No. 79 Medan,KOTA MEDAN,PROV. SUMATERA UTARA,"{""website"": ""www.sari-mutiara.ac.id"", ""email"": ""info@sari-mutiara.ac.id"", ""phone"": ""085361670151 / -8471550""}",30060003,120000,60000006,60120006,240000,120000012,-1,-1,-1,-1,-1
242,INSTITUTE AGAMA BUDDHA NASIONAL DIVYARAJYA,-1,Gedung De Ploeit Centrale Lantai 7  Jl. Pluit Selatan Raya  Blok Q,KOTA JAKARTA UTARA,PROV. D.K.I. JAKARTA,"{""website"": ""www.fu-iabn.com"", ""email"": ""info@fu-iabn.com"", ""phone"": ""02129076531 / 02129076531""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
243,SEKOLAH TINGGI ILMU TARBIYAH MISBAHUDIN AHMAD,-1,-,KAB. BLITAR,PROV. JAWA TIMUR,"{""website"": ""stitmablitar.ac.id"", ""email"": ""stitmablitar22@gmail.com"", ""phone"": ""082341144114""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
244,SEKOLAH TINGGI TEKNIK MULTIMEDIA INTERNASIONAL MALANG,-1,-,KOTA MALANG,PROV. JAWA TIMUR,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
245,INSTITUT KH. AHMAD SANUSI SUKABUMI,-1,Jalan Bhayangkara Nomor 33 RT 004 RW 006  Kelurahan Gunung Puyuh  Kecamatan Gunung Puyuh,KAB. SUKABUMI,PROV. JAWA BARAT,"{""website"": ""https://inkhas.ac.id/"", ""email"": ""official@inkhas.ac.id"", ""phone"": """"}",2500000,2000000,3000000,5000000,4000000,6000000,-1,-1,-1,-1,-1
246,UNIVERSITAS HARAPAN MEDAN,-1,Jln. H.M. Joni No. 70 C Medan,KOTA MEDAN,PROV. SUMATERA UTARA,"{""website"": ""https://unhar.ac.id/"", ""email"": ""unhar@harapan.ac.id"", ""phone"": ""061-4514560 / 061-4514560""}",3500000,1000000,6000000,7000000,2000000,12000000,-1,-1,-1,-1,-1
247,AKADEMI KEPERAWATAN YAYASAN DHARMA BHAKTI JAKARTA,-1,Jl. Jagakarsa Raya No. 20  Ciganjur,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
248,UNIVERSITAS JANABADRA,-1,Jl Tentara Rakyat Mataram 55,KOTA YOGYAKARTA,PROV. D.I. YOGYAKARTA,"{""website"": ""www.janabadra.ac.id"", ""email"": ""info@janabadra.ac.id"", ""phone"": ""561039 / 561039""}",4050000,500000,7600000,8100000,1000000,15200000,-1,-1,-1,-1,-1
249,AKADEMI AKUNTANSI INDONESIA PADANG,-1,Jalan Veteran Dalam No 26 B,KOTA PADANG,PROV. SUMATERA BARAT,"{""website"": ""akademiakuntansi.unespadang.ac.id"", ""email"": ""aaipadang@unespadang.ac.id"", ""phone"": ""0751-28859 / 0751-32694""}",1162500,175000,2150000,2325000,350000,4300000,-1,-1,-1,-1,-1
250,UNIVERSITAS TJUT NYAK DHIEN,-1,Jalan Gatot Subroto / Jl. Rasmi No. 28,KOTA MEDAN,PROV. SUMATERA UTARA,"{""website"": ""www.utnd.ac.id"", ""email"": ""univ.utnd@gmail.com"", ""phone"": ""061-8451508 / 061-8441163""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
251,AKADEMI KEPERAWATAN PEMKAB GRESIK,-1,Jl. Dr. Wahidin Sudirohusodo No. 243A,KAB. GRESIK,PROV. JAWA TIMUR,"{""website"": ""www.akperpemkabgresik.ac.id"", ""email"": ""akper_pemkabgresik@yahoo.com"", ""phone"": ""031-3951252 / 031-3954156""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
252,STIT MUHAMMADIYAH BOJONEGORO,-1,Jl. Dr. Setyo Budi No. 03 Klangon Bojonegoro,KAB. BOJONEGORO,PROV. JAWA TIMUR,"{""website"": ""www.stitmubo.ac.id"", ""email"": ""stitmbjn86@gmail.com / mail@stitmubo.ac.id"", ""phone"": ""0353885951 / 0353885403""}",1500000,1500000,1500000,3000000,3000000,3000000,-1,-1,-1,-1,-1
253,AKADEMI KEPERAWATAN KESDAM I/BUKIT BARISAN BINJAI,-1,Jl. Bandung No. 4  Binjai,KOTA BINJAI,PROV. SUMATERA UTARA,"{""website"": ""http://akperkesdam-binjai.ac.id/"", ""email"": """", ""phone"": """"}",4200000,4200000,4200000,8400000,8400000,8400000,-1,-1,-1,-1,-1
254,SEKOLAH TINGGI THEOLOGIA INJILI INDONESIA PONTIANAK,-1,Jl. Aris Margono No. 7  Pontianak-Kalimantan Barat,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,"{""website"": ""https://sttiipontianak.ac.id/"", ""email"": ""sttiiptk@gmail.com"", ""phone"": ""0561-738924 / 0561-738924""}",2500000,2500000,2500000,5000000,5000000,5000000,-1,-1,-1,-1,-1
255,UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,-1,Komplek Bandar Udara Halim Perdanakusuma  Jl Protokol Halim PK - Jakarta,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,"{""website"": ""www.universitassuryadarma.ac.id"", ""email"": ""baaunsurya1@gmail.com"", ""phone"": ""021 - 8093475 / 021- 8009246""}",9612500,1,19225000,19225001,2,38450000,-1,-1,-1,-1,-1
256,SEKOLAH TINGGI AGAMA ISLAM SALAHUDDINPASURUAN,-1,Jl. Dr. Wahidin Sudiro Husodo 45 Pasuruan,KOTA PASURUAN,PROV. JAWA TIMUR,"{""website"": ""staispasuruan.ac.id"", ""email"": ""mail@staispasuruan.ac.id"", ""phone"": ""5617767 / 0""}",3100000,150000,6050000,6200000,300000,12100000,-1,-1,-1,-1,-1
257,INSTITUT SWADIRI,-1,-,KOTA JAYAPURA,PROV. PAPUA,"{""website"": ""https://institutswadiri.ac.id/"", ""email"": ""kampus@institutswadiri.ac.id"", ""phone"": ""081377454545""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
258,GEORGETOWN UNIVERSITY,-1,-,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
259,STIKES BHAKTI PERTIWI LUWU RAYA,-1,Jalan Imam Bonjol No 27,KOTA PALOPO,PROV. SULAWESI SELATAN,"{""website"": ""stikesbhaktipertiwi.ac.id"", ""email"": ""stikesluwuraya9@gmail.com"", ""phone"": ""04713307444 / 047121053""}",2000000,2000000,2000000,4000000,4000000,4000000,-1,-1,-1,-1,-1
260,STKIP PESISIR SELATAN,-1,Jln. Limau Sundai  Balai Selasa  Kecamatan Ranah Pesisir  Kabupaten Pesisir Sela,KAB. PESISIR SELATAN,PROV. SUMATERA BARAT,"{""website"": ""www.stkip-pessel.ac.id"", ""email"": ""stkip_ps@yahoo.com"", ""phone"": """"}",325,325,325,650,650,650,-1,-1,-1,-1,-1
261,POLITEKNIK ENERGI DAN MINERAL AKAMIGAS,-1,Jl. Gajah Mada No. 38 Cepu - 58315 Kab. Blora Jawa Tengah,KAB. BLORA,PROV. JAWA TENGAH,"{""website"": ""www.akamigas.ac.id"", ""email"": ""info@akamigas.ac.id"", ""phone"": ""0296-421897 / 0296-425939""}",21832000,5664000,38000000,43664000,11328000,76000000,-1,-1,-1,-1,-1
262,UNIVERSITAS SANGGA BUANA,-1,Jalan PHH Mustopa No 68,KOTA BANDUNG,PROV. JAWA BARAT,"{""website"": ""www.usbypkp.ac.id"", ""email"": ""pddikti@usbypkp.ac.id"", ""phone"": ""022-7275489 / 022-7201756""}",8225000,10000,16440000,16450000,20000,32880000,-1,-1,-1,-1,-1
263,AKADEMI KEPERAWATAN YPSBR MUARA BULIAN,-1,Jalan Pramuka  Muara Bulian,KAB. BATANG HARI,PROV. JAMBI,"{""website"": """", ""email"": ""akperypsbr@yahoo.co.id"", ""phone"": ""081366844545""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
264,STKIP INSAN MADANI AIRMOLEK,-1,JL. Tanah Tinggi No. 17 Airmolek  Kecamatan Pasir Penyu  Kabupaten Indragiri Hul,KAB. INDRAGIRI HULU,PROV. RIAU,"{""website"": ""stkip-insanmadaniairmolek.ac.id"", ""email"": ""stkip.amk@gmail.com"", ""phone"": ""0769-41024 / 0769-41024""}",2750000,2000000,3500000,5500000,4000000,7000000,-1,-1,-1,-1,-1
265,STKIP MODERN NGAWI,-1,Jl. A. Yani 99 Beran Ngawi,KAB. NGAWI,PROV. JAWA TIMUR,"{""website"": ""stkipmodernngawi.ac.id"", ""email"": ""info@stkipmodernngawi.ac.id"", ""phone"": ""0351 7401546 / 000""}",1575000,500000,2650000,3150000,1000000,5300000,-1,-1,-1,-1,-1
266,UNIVERSITAS NEGERI MEDAN,-1,Jalan Willem Iskandar Pasar V Medan Estate,KOTA MEDAN,PROV. SUMATERA UTARA,"{""website"": ""http://www.unimed.ac.id"", ""email"": ""admin@unimed.ac.id"", ""phone"": ""061-6613365 6613276 / 061-6614002  6613319""}",35125000,250000,70000000,70250000,500000,140000000,-1,-1,-1,-1,-1
267,UNIVERSITAS MUHAMMADIYAH KUDUS,-1,-,KAB. KUDUS,PROV. JAWA TENGAH,"{""website"": ""www.umku.ac.id"", ""email"": ""sekretariat@umku.ac.id"", ""phone"": ""0291437218 / 0291442993""}",4250000,500000,8000000,8500000,1000000,16000000,-1,-1,-1,-1,-1
268,SEKOLAH TINGGI ILMU TARBIYAH RAKEYAN SANTANG KARAWANG JAWA BARAT,-1,Jl. Stadion kp Mekar Baru RT.03 RW. 03 Desa Cikampek Kota kecamatan Cikampek,KAB. KARAWANG,PROV. JAWA BARAT,"{""website"": ""www.rakeyansantang.ac.id"", ""email"": ""info@rakeyansantang.ac.id"", ""phone"": ""0267-8405570 / 0267-8405570""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
269,UNIVERSITAS MUHAMMADIYAH PURWOREJO,-1,Jalan KH Ahmad Dahlan No 3,KAB. PURWOREJO,PROV. JAWA TENGAH,"{""website"": ""www.umpwr.ac.id"", ""email"": ""info@umpwr.ac.id"", ""phone"": ""0275-321494 / 0275-321494-116""}",1973750,160000,3787500,3947500,320000,7575000,-1,-1,-1,-1,-1
270,STT GEREJA INJILI DI INDONESIA,-1,,KAB. JAYAPURA,PROV. PAPUA,"{""website"": ""https://sttgidi.ac.id/"", ""email"": ""info@sttgidi.ac.id; sttgidijayapura@gmail.com"", ""phone"": ""593435-59229""}",2500000,2500000,2500000,5000000,5000000,5000000,-1,-1,-1,-1,-1
271,SEKOLAH TINGGI HUKUM INDONESIA JENTERA,-1,Puri Imperium Office Plaza Upper Ground Floor Unit 15  Jl. Kuningan Madya Kav. 5-,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,"{""website"": ""www.jentera.ac.id"", ""email"": ""info@jentera.ac.id"", ""phone"": ""021 8302070 / 021 83701810""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
272,UNIVERSITAS MADANI,-1,-,KAB. BANTUL,PROV. D.I. YOGYAKARTA,"{""website"": ""http://umad.ac.id"", ""email"": ""info@umad.ac.id"", ""phone"": ""2842380""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
273,STAI AL-AZHAR GOWA  SULAWESI SELATAN,-1,Jln. Tamangapa Raya III No. 16  Antang  Makassar Sulsel,KOTA MAKASSAR,PROV. SULAWESI SELATAN,"{""website"": ""www.staialazhargowa.ac.id"", ""email"": ""staialazhargowa@gmail.com"", ""phone"": ""085341465180""}",825000,150000,1500000,1650000,300000,3000000,-1,-1,-1,-1,-1
274,UNIVERSITAS MAHENDRADATTA,-1,Jalan Ken Arok No 12,KOTA DENPASAR,PROV. BALI,"{""website"": ""mahendradattauniversitas.ac.id"", ""email"": ""mahendradattauniversitas@gmail.com"", ""phone"": ""0361 434827 / 0361 434827""}",3625000,3250000,4000000,7250000,6500000,8000000,-1,-1,-1,-1,-1
275,AKADEMI KEBIDANAN WIJAYA HUSADA,-1,Bogor,KAB. BOGOR,PROV. JAWA BARAT,"{""website"": """", ""email"": ""wijayahusada8@gmail.com"", ""phone"": ""081295819088""}",1,1,1,2,2,2,-1,-1,-1,-1,-1
276,SEKOLAH TINGGI AGAMA ISLAM AL HAYAH,-1,Jalan Lingkar Darmaraja-Wado Nomor 17 RT 02 RW 09  Dusun Cikiray  Desa Darmaraja,KAB. SUMEDANG,PROV. JAWA BARAT,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
277,POLITEKNIK KELAUTAN DAN PERIKANAN SORONG,-1,Jl. Kapitan Pattimura Tanjung Kasuari Suprau Kotak Pos 118 Kota Sorong,KOTA SORONG,PROV. PAPUA BARAT,"{""website"": ""www.polikpsorong.ac.id"", ""email"": ""polteksorong@kkp.go.id"", ""phone"": ""0951 3100182 / ----""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
278,UNIVERSITAS WIRA BHAKTI,-1,-,KOTA MAKASSAR,PROV. SULAWESI SELATAN,"{""website"": ""-"", ""email"": ""operator@wirabhaktimakassar.ac.id"", ""phone"": """"}",3350000,2500000,4200000,6700000,5000000,8400000,-1,-1,-1,-1,-1
279,SEKOLAH TINGGI ILMU SYARIAH HUSNUL KHOTIMAHKUNINGAN,-1,Desa Maniskidul Jalaksana Kabupaten Kuningan  Jawa Barat,KAB. KUNINGAN,PROV. JAWA BARAT,"{""website"": ""www.stishusnulkhotimah.ac.id"", ""email"": ""info@stishusnulkhotimah.ac.id / stishusnulkhotimah@gmail.com"", ""phone"": ""8617988 / 613809""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
280,STMIK SAMARINDA,-1,Jalan Banggeris No 82,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,"{""website"": ""www.stmik-samarinda.ac.id"", ""email"": ""kampus@stmik-samarinda.ac.id"", ""phone"": ""0541 746557 / 0541 746557""}",4550000,4550000,4550000,9100000,9100000,9100000,-1,-1,-1,-1,-1
281,POLITEKNIK DARMA GANESHA,-1,Jl. Sriwijaya No. 13 Tanjungpandan  Belitung,KAB. BELITUNG,PROV. BANGKA BELITUNG,"{""website"": ""www.poltekdg.ac.id"", ""email"": ""darmaganeshapoliteknik@gmail.com"", ""phone"": ""0719- 9301023""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282,POLITEKNIK KESEHATAN SITEBA,-1,Jalan Joni Anwar No 8 Lapai,KOTA PADANG,PROV. SUMATERA BARAT,"{""website"": ""www.poltekessitebapadang.ac.id"", ""email"": ""info@poltekessitebapadang.ac.id"", ""phone"": ""0751-445-881""}",3750000,2500000,5000000,7500000,5000000,10000000,-1,-1,-1,-1,-1
283,UNIVERSITAS ISLAM DARUD DA`WAH WAL-IRSYAD A.G.H. ABDURRAHMAN AMBO DALLE,-1,Jalan Gatot Soebroto Nomor 61  Kelurahan Madatte  Kecamatan Polewali,KAB. POLEWALI MAMASA,PROV. SULAWESI BARAT,"{""website"": ""https://uiddi.ac.id/"", ""email"": ""admin@ddipolman.ac.id"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284,SEKOLAH TINGGI AGAMA ISLAM AL-BAHJAH CIREBON,-1,-,KAB. CIREBON,PROV. JAWA BARAT,"{""website"": ""www.staialbahjah.ac.id"", ""email"": ""info@staialbahjah.ac.id"", ""phone"": ""+6285287307079""}",4000000,4000000,4000000,8000000,8000000,8000000,-1,-1,-1,-1,-1
285,SEKOLAH TINGGI ILMU EKONOMI SYARIAH RIYADLUL JANNAH MOJOKERTO JAWA TIMUR,-1,Jalan Ko. Hayam Wuruk Nomor 22 Kecamatan Mojokerto Jawa Timur,KAB. MOJOKERTO,PROV. JAWA TIMUR,"{""website"": ""www.rijan.ac.id"", ""email"": ""kantor@rijan.ac.id"", ""phone"": ""690544""}",500000,500000,500000,1000000,1000000,1000000,-1,-1,-1,-1,-1
286,UNIVERSITAS SEBELAS MARET,-1,Jalan Ir Sutami 36-A Kentingan,KOTA SURAKARTA,PROV. JAWA TENGAH,"{""website"": ""https://uns.ac.id"", ""email"": ""admin-uns@uns.ac.id"", ""phone"": ""0271 646994 / 0271 642283""}",15225000,300000,30150000,30450000,600000,60300000,-1,-1,-1,-1,-1
287,POLITEKNIK INSAN TAZAKKA,-1,-,KAB. KARAWANG,PROV. JAWA BARAT,"{""website"": ""https://poltek-insantazakka.ac.id"", ""email"": ""poltek.insantazakka@gmail.com"", ""phone"": ""085179751842""}",4200000,4200000,4200000,8400000,8400000,8400000,-1,-1,-1,-1,-1
288,POLITEKNIK LAMANDAU,-1,Jl. Jenderal Sudriman RT. 12C Kel. Nanga Bulik,KAB. LAMANDAU,PROV. KALIMANTAN TENGAH,"{""website"": ""https://polilaman.ac.id/"", ""email"": ""polilamannb@gmail.com"", ""phone"": """"}",2090000,270000,3910000,4180000,540000,7820000,-1,-1,-1,-1,-1
289,STKIP PARACENDEKIA N W SUMBAWA,-1,Jalan Lintas Sumbawa-Bima Km. 5 Sumbawa Besar  NTB,KAB. SUMBAWA,PROV. NUSA TENGGARA BARAT,"{""website"": ""stkipparacendekianw.ac.id"", ""email"": ""stkippnwsbw@gmail.com; stkipparacendekianw.ac.id"", ""phone"": ""081915923077""}",2500000,1000000,4000000,5000000,2000000,8000000,-1,-1,-1,-1,-1
290,AKADEMI KEPERAWATAN PEMKAB PIDIE DI SIGLI,-1,,KAB. PIDIE,PROV. ACEH,"{""website"": ""-"", ""email"": ""Akper_pemkabpidie@yahoo.co.id"", ""phone"": ""0653-21913 / 0653-21913""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
291,POLTEKKES KEMENKES MAKASSAR,-1,Jl. Wijaya Kusuma Raya No.46 Kel.Banta-Bantaeng Kec Rappocini Kota Makassar,KOTA MAKASSAR,PROV. SULAWESI SELATAN,"{""website"": ""www.poltekkes-mks.ac.id"", ""email"": ""info@poltekkes-mks.ac.id"", ""phone"": ""04118051012""}",5015000,530000,9500000,10030000,1060000,19000000,-1,-1,-1,-1,-1
292,SEKOLAH TINGGI TEOLOGI GLOBAL JAKARTA,-1,-,KOTA JAKARTA PUSAT,PROV. D.K.I. JAKARTA,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
293,SEKOLAH TINGGI ILMU EKONOMI DAHANI DAHANAI BUNTOK,-1,Jl Cut Nyak Dien No 09 A,KAB. BARITO SELATAN,PROV. KALIMANTAN TENGAH,"{""website"": ""www.stiedahanidahanai.com"", ""email"": ""stiedahanidahanai@gmail.com  stiedd_buntok@yahoo.co.id"", ""phone"": ""082255464333 / 082255464333""}",6875000,1250000,12500000,13750000,2500000,25000000,-1,-1,-1,-1,-1
294,SEKOLAH TINGGI EKONOMI ISLAM PERMATA BOJONEGORO,-1,Jl. Ade Irma Suryani 42 A  Kelurahan Sumbang  Kecamatan Bojonegoro  Kabupaten Bojonegoro Provinsi Jawa Timur,KAB. BOJONEGORO,PROV. JAWA TIMUR,"{""website"": ""www.permata.ac.id"", ""email"": ""stei@permata.ac.id"", ""phone"": ""082230000075""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
295,UNIVERSITAS BANI SALEH,-1,-,KOTA BEKASI,PROV. JAWA BARAT,"{""website"": ""www.ubs.ac.id"", ""email"": ""info@ubs.ac.id"", ""phone"": ""0218800992""}",57401,57401,57402,114803,114802,114804,-1,-1,-1,-1,-1
296,SEKOLAH TINGGI ILMU KOMPUTER 22 JANUARI KENDARI,-1,-,KOTA KENDARI,PROV. SULAWESI TENGGARA,"{""website"": ""-"", ""email"": ""stikom22jnrkdi@gmail.com"", ""phone"": ""081244023900""}",2500000,2500000,2500000,5000000,5000000,5000000,-1,-1,-1,-1,-1
297,AKADEMI FARMASI MITRA SEHAT MANDIRI SIDOARJO,-1,Jl. Ki Hajar Dewantara No.200 Krian Sidoarjo,KAB. SIDOARJO,PROV. JAWA TIMUR,"{""website"": ""akfarmitseda.ac.id"", ""email"": ""akfar@mitseda.ac.id"", ""phone"": ""031 8887233  8987404 / 031 8987233""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
298,STISIP SAMUDERA INDONESIA SELATAN,-1,Jl. Raya Mekarmukti Cijayana Mekarmukti Garut Jawa Barat,KAB. GARUT,PROV. JAWA BARAT,"{""website"": ""https://stisipsains.ac.id/"", ""email"": ""stisipsamuderaindonesia@gmail.com"", ""phone"": ""085223104191""}",2400000,2400000,2400000,4800000,4800000,4800000,-1,-1,-1,-1,-1
299,UNIVERSITAS MUHAMMADIYAH MUARA BUNGO,-1,-,KAB. BUNGO,PROV. JAMBI,"{""website"": ""www.ummuba.ac.id"", ""email"": ""rektorat@ummuba.ac.id"", ""phone"": ""0822 8883 8851""}",4575000,4500000,4650000,9150000,9000000,9300000,-1,-1,-1,-1,-1
300,INSTITUT KEUANGAN-PERBANKAN DAN INFORMATIKA ASIA PERBANAS,-1,Jl Perbanas  Karet Kuningan,KOTA JAKARTA SELATAN,PROV. D.K.I. JAKARTA,"{""website"": ""www.perbanas.id"", ""email"": ""contact@perbanas.id"", ""phone"": ""021-5222501-04 / 021-5228460""}",7500000,5000000,10000000,15000000,10000000,20000000,-1,-1,-1,-1,-1
301,SEKOLAH TINGGI ILMU SOSIAL DAN POLITIK FAJAR TIMUR,-1,Jl Meo Abekunatun No 26,KAB. BELU,PROV. NUSA TENGGARA TIMUR,"{""website"": ""http://stisipfajartimur.ac.id"", ""email"": ""stisipfajartimur.atb@gmail.com"", ""phone"": ""081318673608 / 038922146""}",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
302,STAI RASYIDIYAH KHALIDIYAHAMUNTAI  KALIMANTAN SELATAN,-1,Jl. Rakha Pakapuran Amuntai,TIDAK DIISI,PROV. KALIMANTAN SELATAN,"{""website"": ""www.stairakha-amuntai.ac.id"", ""email"": ""stai_rakha@yahoo.co.id"", ""phone"": ""052761695 / 052761695""}",2037500,375000,3700000,4075000,750000,7400000,-1,-1,-1,-1,-1
303,STIKES SAKINAH HUSADA TANJUNG BALAI,-1,Jln. Anwar IdrisKel. Bunga Tanjung  Kec. Datuk Bandar Timur Kota Tanj,KOTA TANJUNG BALAI,PROV. SUMATERA UTARA,"{""website"": ""---"", ""email"": ""stikessakinahhusada123@gmail.com"", ""phone"": ""085270222443 / 085270222443""}",3500000,3000000,4000000,7000000,6000000,8000000,-1,-1,-1,-1,-1
304,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,-1,Jl KH Wachid Hasyim No 65,KOTA KEDIRI,PROV. JAWA TIMUR,"{""website"": ""www.iik.ac.id"", ""email"": ""admin@iik.ac.id"", ""phone"": ""0354-773299 / 0354-771539""}",12000000,3000000,21000000,24000000,6000000,42000000,-1,-1,-1,-1,-1
305,UNIVERSITAS MUHAMMADIYAH TEGAL,-1,-,KAB. TEGAL,PROV. JAWA TENGAH,"{""website"": ""umtegal.ac.id"", ""email"": ""umtegal@gmail.com"", ""phone"": ""0283351081""}",4900000,2400000,7400000,9800000,4800000,14800000,-1,-1,-1,-1,-1
