institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
quipper-533,Akademi Manajemen Administrasi Yogyakarta,Akademi Swasta,https://campus.quipper.com/directory/akademi-manajemen-administrasi-yogyakarta,Rp2.200.000 kisaran biaya per-semester,1534,38,"{""website"": ""www.amayogyakarta.ac.id"", ""email"": ""info@amayogyakarta.ac.id"", ""phone"": ""0274-4340658""}","Akademi Manajemen Administrasi (AMA) Yogyakarta berdiri pada 8 Agustus 2000 atas inisiatif Yayasan Rajawali Langlang Global. Pencetus kampus AMA ingin berperan aktif mencerdaskan anak bangsa dengan mengadakan pendidikan tinggi untuk ahli madya. Di kampus ini, Quipperian akan mempelajari manajemen administrasi yang terbagi dalam tiga konsentrasi studi. Untuk meningkatkan kualitasnya, AMA juga bekerja sama dengan berbagai instansi, seperti rumah sakit, perusahaan obat dan perusahaan transportasi udara.",{}
quipper-534,Politeknik Kesehatan Makassar,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-kesehatan-makassar,Rp2.000.000 kisaran per semester,4144,201,"{""website"": ""www.poltekkes-mks.ac.id"", ""email"": ""info@poltekkes-mks.ac.id"", ""phone"": ""0411-869826""}","Quipperian, menjadi seorang lulusan dari tenaga kesehatan adalah hal yang sangat mulia. Jika diantara kalian memiliki impian tersebut, maka sangat tepat rasanya jika melanjutkan pendidikan di Politeknik Kesehatan Kementrian Kesehatan Makassar atau yang biasa disingkat Poltekkes Kemenkes Makassar. Poltekkes Makassar merupakan salah satu dari 38 Politeknik Kesehatan yang ada di Indonesia. Saat ini Poltekkes Makassar telah meraih akreditasi B secara institusi dan semua program studinya pun telah meraih akreditasi B.",{}
quipper-535,Politeknik Kesehatan Kemenkes Surakarta,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-kesehatan-kemenkes-surakarta,Rp5.700.000 kisaran per-semester,3652,158,"{""website"": ""www.poltekkes-solo.ac.id"", ""email"": ""poltekkes_solo@yahoo.com"", ""phone"": ""0271-856929""}","Apakah Quipperian ingin mengabdikan diri di bidang kesehatan? Kalian bisa menjadikan Politeknik Kesehatan (Poltekkes) Kemenkes Surakarta sebagai tempat melanjutkan studi. Kampus yang didirikan pada tahun 2001 ini memiliki jurusan yang langka di Indonesia lho Quipperian, di antaranya adalah fisioterapi, okupasi terapi, ortotik prostetik, terapi wicara, akupunktur dan jamu. Poltekkes Kemenkes Surakarta juga memiliki jaringan kerja sama yang luas dengan berbagai instansi kesehatan, khususnya di Jawa Tengah.",{}
quipper-536,Universitas Janabadra,Universitas Swasta,https://campus.quipper.com/directory/universitas-janabadra,Rp2.700.000-Rp7.000.000 kisaran per semester,3620,121,"{""website"": null, ""email"": ""www.janabadra.ac.id"", ""phone"": ""0274-561039""}","Halo Quipperian, yuk berkenalan dengan Universitas Janabadra. Universitas yang berkedudukan di Yogyakarta ini berdiri pada 7 Oktober 1958. Penamaan Janabadra diambil dari nama seorang pujangga Jawa lho Quipperian, yaitu  pujangga yang hidup pada abad VII yang bernama D’NANABADRA yang selanjutnya menurut lidah Indonesia untuk mempermudah ucapannya menjadi Janabadra.",{}
quipper-537,Akademi Pariwisata Tridaya,Akademi Swasta,https://campus.quipper.com/directory/akademi-pariwisata-tridaya,Rp3.500.000 kisaran per-semester,150,8,"{""website"": ""www.aptjakarta.ac.id"", ""email"": ""akpar.tridaya@yahoo.com"", ""phone"": ""021-8612017, 86600005""}","Hai Quipperian! Kali ini Quipper akan menyaajikan profil kampus keren untuk kalian yang memiliki minat pada bidang perhotelan dan pariwisata. Akademi Pariwisata Tridaya memiliki banyak keunggulan yang bisa dijadikan referensi kalian dalam memperdalam studi di bidang perhotelan lho! Selain memiliki kurikulum sesuai dengan Standar Kompetensi Kerja Nasional Indonesia dan permintaan industri, kampus ini juga bekerja sama dengan hotel bintang 4 dan 5 untuk program On The Job Training. Menariknya lagi, setelah lulus kuliah kalian tidak hanya diberikan ijazah kelulusan, tetapi juga mendapatkan sertifikasi kompetensi dari BNSP yang tentu dapat memudahkan jenjang karier kalian di bidang industri perhotelan. Keren banget ya, Quipperian!",{}
quipper-538,Akademi Keperawatan Berkala Widya Husada,Akademi Swasta,https://campus.quipper.com/directory/akademi-keperawatan-berkala-widya-husada,Rp10.000.000​ ​​​kisaran​ ​per-semester,100,20,"{""website"": ""www.akperberkala.ac.id"", ""email"": ""akper_bwh@yahoo.co.id"", ""phone"": ""021-7253261""}","Akademi Keperawatan Berkala Widya Husada Memiliki visi yaitu Menjadi Institusi pendidikan keperawatan yang berkualitas, handal dan unggul bertaraf nasional dan internasional pada tahun 2025 dalam rangka meningkatkan derajat kesehatan masyarakat. Untuk mewujudkan visi tersebut, kampus yang telah berusia 24 tahun ini terus aktif dalam mengembangkan kualitasnya, terutama dalam bidang keperawatan. Salah satunya yaitu dengan ikut serta dalam Hospital Programme yang diadakan di Normah Hospital Kuching, Malaysia. Ingin tahu info menarik lainnya dari kampus ini? Yuk kita simak profil lengkapnya berikut ini!",{}
quipper-539,Akademi Maritim Nusantara Cilacap,Akademi Swasta,https://campus.quipper.com/directory/akademi-maritim-nusantara-cilacap,Rp2.700.000​ ​​ ​kisaran​​ ​per-semester,1463,21,"{""website"": ""www.amn.ac.id"", ""email"": ""info@amn.ac.id, amncilacap@gmail.com"", ""phone"": ""\u200b0282-5070157""}","Tahukah Quipperian, cikal bakal Akademi Maritim Nusantara ini adalah Akademi Maritim Swasta (AKS) III Surakarta yang menggantikan Akademi Ilmu Maritim. Namun, kota Surakarta dipandang kurang sesuai untuk lokasi studi kemaritiman, karena bukan merupakan kota pelabuhan yang dekat dengan pantai. Akhirnya, dipilihlah Cilacap yang punya pelabuhan alam di Laut Selatan, sehingga cocok untuk dijadikan lokasi pendidikan kemaritiman. Kepindahan inilah yang kemudian menjadi titik pangkal lahirnya Akademi Maritim Nusantara (AMN) Cilacap, Quipperian. Nah, kali ini tim kami sudah mengumpulkan informasi seputar kampus AMN Cilacap, yuk simak!",{}
quipper-540,Universitas Al Asyariah Mandar,Universitas Swasta,https://campus.quipper.com/directory/universitas-al-asyariah-mandar,Rp1.500.000 kisaran per-semester,2776,68,"{""website"": ""www.unasman.ac.id"", ""email"": ""info@unasman.ac.id"", ""phone"": ""0428-21038""}","Universitas Al Asyariah Mandar (UNASMAN) didirikan tahun 2004 dan diresmikan oleh Presiden Megawati. Cikal bakal universitas ini ialah peleburan dua perguruan tinggi, STKIP dan STIP Polmas yang berdiri tahun 1975. Quipperian, ternyata universitas ini merupakan perguruan tinggi pertama di Polewali Mandar (Sulawesi Barat), lho! Tunggu apalagi, yuk simak informasi selengkapnya!",{}
quipper-541,Sekolah Tinggi Filsafat Driyarkara,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-filsafat-driyarkara,Rp6.500.000 kisaran per-semester,384,31,"{""website"": ""www.driyarkara.ac.id"", ""email"": ""info@driyarkara.ac.id"", ""phone"": ""021-4247129""}","Sekolah Tinggi Filsafat Driyarkara didirikan pada 2 Februari 1969. Nama sekolah tinggi ini diadopsi dari seorang tokoh filosof Indonesia, yaitu Prof. Dr. Nicolaus Driyarkara SJ dan pendiriannya diinisiasi oleh dua rekan beliau, yaitu Prof. Dr. Fuad Hassan dan Prof. Dr. Slamet Iman Santosa. Latar belakang pembentukan STF Driyarkara ialah keinginan para tokoh tersebut untuk mendirikan sebuah institut filsafat di Indonesia yang terbuka untuk umum, berdiri sendiri, dan merupakan pusat yang mampu menarik dosen untuk lebih mematangkan usaha pengembangan filsafat di Jakarta. Keren banget ya, Quipperian! Kampus dengan motto Ex Philosophia Claritas ini menyediakan dua program studi, yaitu Ilmu Filsafat dan Teologi. So, untuk kamu yang ingin melanjutkan studi di bidang ini, STF Driyarkara bisa menjadi salah satu referensi yang tepat, nih!",{}
quipper-542,Institut Bisnis dan Multimedia Asmi,Institut Swasta,https://campus.quipper.com/directory/institut-bisnis-dan-multimedia-asmi,Rp5.000.000 kisaran per-semester,1481,36,"{""website"": ""www.ibmasmi.ac.id"", ""email"": ""info@ibmasmi.ac.id"", ""phone"": ""021-4714941""}","Institut Bisnis dan Multimedia (IBM) Asmi merupakan penggabungan dua perguruan tinggi yaitu STADS Asmi dan STIE Kampus Ungu. Pada tahun 2025, kampus ini menargetkan pencapaian sebagai salah satu institusi pendidikan terbaik dalam pengembangan bisnis dan multimedia di Asia. Lulusan IBM Asmi diharapkan berjiwa Pancasila, terbuka dengan perkembangan ilmu pengetahuan dan produktif melayani masyarakat dengan keahliannya.",{}
quipper-543,Universitas Maritim Raja Ali Haji,Universitas Negeri,https://campus.quipper.com/directory/universitas-maritim-raja-ali-haji,Rp3.000.000 kisaran per-semester,7658,112,"{""website"": ""www.umrah.ac.id"", ""email"": ""email@umrah.ac.id"", ""phone"": ""0771-4500089""}","Universitas Maritim Raja Ali Haji atau UMRAH adalah universitas maritim pertama di Indonesia lho Quipperian. Selain itu, Umrah terletak di perbatasan antara Singapura dan Malaysia. Jadi kalau kamu tertarik pada bidang kemaritiman dan penasaran bagaimana hidup di perbatasan, kamu bisa memilih Umrah sebagai tempat menuntut ilmu.",{}
quipper-544,Perbanas Institute,Institut Swasta,https://campus.quipper.com/directory/perbanas-institute,Rp7.000.000 kisaran per-semester,,207,"{""website"": ""www.perbanas.id"", ""email"": ""contact@perbanas.id, infopmb@perbanas.id"", ""phone"": ""Kampus Jakarta, 021-5252533, 5222501-04 ext. 5104, 5108, Kampus Bekasi, 021-8224432 / 021-8224968""}",Perbanas Institute adalah salah satu lembaga pendidikan pertama yang menyelenggarakan pendidikan di bidang Keuangan-Perbankan dan Informatika yang didirikan oleh Yayasan Pendidikan Perbanas (Perhimpunan Bank Nasional) pada tahun 1969. Kampus Perbanas Institute memiliki 2 kampus yaitu di Jakarta dan Bekasi.,{}
quipper-545,UPN Veteran Yogyakarta,Universitas Negeri,https://campus.quipper.com/directory/upn-veteran-yogyakarta,Rp5.000.000 kisaran per-semester,13119,461,"{""website"": ""www.upnyk.ac.id"", ""email"": ""info@upnyk.ac.id"", ""phone"": ""0274-486733""}","For your information, UPN Veteran Yogyakarta merupakan kampus yang dibina langsung oleh Departemen Pertahanan Republik Indonesia. Maka dari itu, kampus ini memiliki julukan kampus bela negara. Tahukah Quipperian bahwa UPN Veteran Yogyakarta (UPNVY) merupakan perguruan tinggi negeri termuda di Indonesia. PTN ini baru diresmikan 2014 lalu setelah sejak 1995 mendapatkan status sebagai Perguruan Tinggi Swasta.",{}
quipper-546,Akademi Keperawatan Pemkab Kapuas,Akademi Negeri,https://campus.quipper.com/directory/akademi-keperawatan-pemkab-kapuas,Rp2.500.000 kisaran per-semester,295,35,"{""website"": ""www.akperkapuas.ac.id"", ""email"": ""akper_kapuas@yahoo.com"", ""phone"": ""0513-21734""}","Jika Quipperian mencari pendidikan lanjutan setelah lulus SMA, Akademi Keperawatan Pemkab Kapuas dapat menjadi pilihan. Pada awalnya, Akademi Keperawatan Pemkab Kapuas berasal dari Sekolah Perawat Kesehatan (SPK) Pemda Tingkat I di Kuala Kapuas. Akademi ini merupakan pendidikan lanjutan bagi Quipperian lulusan SMA jurusan IPA, IPS, bahasa, dan madrasah aliyah jurusan fisika dan biologi yang berminat menjadi ahli madya keperawatan.",{}
quipper-547,Universitas Muhammadiyah Surakarta,Universitas Swasta,https://campus.quipper.com/directory/universitas-muhammadiyah-surakarta,Rp6.000.000-Rp8.000.000 kisaran per-semester,28864,627,"{""website"": ""www.ums.ac.id"", ""email"": ""ums@ums.ac.id"", ""phone"": ""0271-717417""}",Universitas Muhammadiyah Surakarta berdiri sejak tahun 1981. Universitas Muhammadiyah Surakarta (UMS) menjadi satu-satunya perguruan tinggi Muhammadiyah yang mampu menembus persaingan global (berdasarkan data QS World University Ranking)? Hal ini dibuktikan dengan masuknya UMS menjadi salah satu dari 400 top university di Asia bersama 16 perguruan tinggi lainnya di Indonesia. Tentu Quipperian yang berhasil masuk ke UMS akan bangga dengan hal ini.,{}
quipper-548,Universitas Cokroaminoto Yogyakarta,Universitas Swasta,https://campus.quipper.com/directory/universitas-cokroaminoto-yogyakarta,Rp2.300.000 kisaran per-semester,1015,49,"{""website"": ""www.ucy.ac.id"", ""email"": ""humas@ucy.ac.id"", ""phone"": ""0274-372274""}","Quipperian, Universitas Cokroaminoto adalah perguruan tinggi swasta yang berdiri pada 1955 di Surakarta di bawah Yayasan Pendidikan Islam (YPI) Surakarta. Namun pada 1979, Universitas Cokroaminoto pindah lokasi ke Yogyakarta dengan mendirikan yayasan baru, yaitu Yayasan Perguruan Tinggi Islam Cokroaminoto Yogyakarta. Dengan lima fakultas yang berdiri saat itu, Universitas Cokroaminoto berkembang dan berkomitmen untuk mencetak lulusan kader bangsa yang patriotik, mandiri dan kompeten pada bidang masing-masing.",{}
quipper-549,Universitas Muhammadiyah Metro,Universitas Swasta,https://campus.quipper.com/directory/universitas-muhammadiyah-metro,Rp5.000.000 kisaran per semester,4461,196,"{""website"": ""www.ummetro.ac.id"", ""email"": ""info@ummetro.ac.id"", ""phone"": ""0725-42445, 42454""}","Berdiri sejak tahun 1967, Universitas Muhammadiyah Metro (UM Metro) merupakan gabungan dari empat sekolah tinggi di bawah naungan organisasi Muhammadiyah. Pada tahun 2017, UM Metro masuk 100 Universitas Terbaik versi Webometrics dan 4ICU kategori perguruan tinggi negeri dan swasta. UM Metro juga menduduki peringkat terbaik kedua versi Webometrics dan 4ICU untuk kategori perguruan tinggi swasta di Wilayah Kopertis 3.",{}
quipper-550,STIE Tri Dharma Widya,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stie-tri-dharma-widya,Mulai Rp3.250.000 kisaran per-semester,285,37,"{""website"": ""www.stietdw.ac.id"", ""email"": ""info@stietdw.ac.id / info@mm.stietdw.ac.id"", ""phone"": ""021-3912078""}","Menjadi lembaga pendidikan tinggi ekonomi dan bisnis terkemuka di Indonesia pada tahun 2021 adalah visi dari STIE Tri Dharma Widya. Untuk mewujudkan visi tersebut, kampus yang berada di pusat kota Jakarta ini terus melakukan pengembangan pada sistem pembelajarannya lho, Quipperian. Salah satunya yaitu dengan mengaplikasikan sistem pembelajaran E-Learning. Tak hanya dari sistem bembelajarannya saja lho, kampus ini juga mengembangkan fasilitas yang dapat menunjang pembelajaran, seperti fasilitas E-Library yang tentunya dapat memudahkan para mahasiswa untuk mengakses buku atau materi yang diperlukan dalam perkuliahan. Keren, ya!",{}
quipper-551,Akademi Analis Kesehatan Borneo Lestari Banjarbaru,Akademi Swasta,https://campus.quipper.com/directory/akademi-analis-kesehatan-borneo-lestari-banjarbaru,Rp4.000.000 per semester,204,10,"{""website"": ""www.aakborneolestari.ac.id"", ""email"": ""aakborles@gmail.com"", ""phone"": ""0511-4781787""}","Bisa menjadi bagian dari tenaga ahli kesehatan, tentu hal yang mulia. Pasti diantara Quipperian semua banyak yang ingin memikul tugas mulia tersebut. Akademi Analis Kesehatan Borneo Lestari Banjarbaru bisa dijadikan pilihan yang tepat. Sejak berdiri pada 25 Mei 2009, AAK Borneo Lestari diminati tidak hanya dari regional Kalimantan Selatan, namun juga dari wilayah Kalimantan lainnya. Tidak sedikit tenaga kesehatan handal telah lahir dari akademi ini.",{}
quipper-552,Sekolah Tinggi Ilmu Bahasa Asing IEC Jakarta,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-bahasa-asing-iec-jakarta,Rp7.000.000 kisaran per semester,200,18,"{""website"": ""www.stibaiecjakarta.ac.id"", ""email"": ""stibaiecjakarta@yahoo.com"", ""phone"": ""021-8518685, 85916942""}","Quipperian, pasti di antara kalian ada yang suka sekali dengan bahasa Inggris. Saat ini, bahasa Inggris memang sudah umum digunakan masyarakat. Teman-teman yang tertarik mempelajari sastra inggris atau bahasa Inggris, Sekolah Tinggi Ilmu Bahasa Asing IEC ini mungkin bisa jadi pilihan kalian, Quipperian.",{}
quipper-553,Institut Sains dan Teknologi Akprind,Institut Swasta,https://campus.quipper.com/directory/institut-sains-dan-teknologi-akprind,Rp3.800.000 kisaran per-semester,4174,121,"{""website"": ""www.akprind.ac.id"", ""email"": ""info@akprind.ac.id"", ""phone"": ""0274-563029""}","Institut Sains dan Teknologi Akprind (IST AKPRIND) merupakan salah satu perguruan tinggi swasta yang berada di Yogyakarta. Dalam sejarahnya, IST AKPRIND didirikan pada awalnya sebagai Akademi Perindustrian dan Akademi Teknologi Industri dengan SK Yayasan pada tanggal 7 Mei 1970. Kemudian pada tanggal 7 Mei 1986 berubah menjadi Institut Teknologi AKPRIND. Pada tanggal 12 Mei 1987 kampus ini berubah nama menjadi Institut Sains & Teknologi AKPRIND sampai sekarang.",{}
quipper-554,Sekolah Tinggi Ilmu Ekonomi Ahmad Dahlan Jakarta,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-ahmad-dahlan-jakarta,Rp5.000.000 kisaran per semester,3109,96,"{""website"": ""www.stiead.ac.id"", ""email"": ""ibmstiead@gmail.com"", ""phone"": ""021-7430930""}","Sekolah Tinggi Ilmu Ekonomi Ahmad Dahlan Jakarta merupakan pengembangan dari Akademi Keuangan dan Perbankan Muhammadiyah (AKPM). Pada tahun 1998, AKPM mengembangkan diri menjadi STIE Ahmad Dahlan Jakarta. STIE Ahmad Dahlan menyadari pentingnya ilmu keuangan untuk menjawab tantangan zaman yang semakin maju.",{}
quipper-555,Universitas Surakarta,Universitas Swasta,https://campus.quipper.com/directory/universitas-surakarta,Rp2.500.000 kisaran per-semester,5243,193,"{""website"": ""www.unsa.ac.id"", ""email"": ""info@unsa.ac.id"", ""phone"": ""0271-825117""}","Universitas Surakarta (UNSA) memiliki julukan yang unik yaitu Kampus Bumi Bengawan, dikarenakan kampus ini berada di seberang Sungai Bengawan Solo. Pada awal berdirinya di tahun 1995, UNSA merupakan sebuah Sekolah Tinggi Ilmu Administrasi (STIA) Solo yang bernaung di bawah pengelolaan Yayasan Perguruan Tinggi Surakarta (YPTS). Lalu pada tahun 1998, dilakukan pengembangan STIA yang kemudian beralih bentuk menjadi Universitas Surakarta yang dikenal hingga saat ini.",{}
quipper-556,SAE Indonesia,Akademi Swasta,https://campus.quipper.com/directory/sae-indonesia,Rp25.000.000 kisaran per-semester,200,30,"{""website"": ""https://indonesia.sae.edu/id/"", ""email"": ""jakarta@sae.edu"", ""phone"": ""021-7890145, 08771234 6567""}","SAE merupakan lembaga terkemuka di dunia dalam industri pendidikan media kreatif, Quipperian. Didirikan sejak tahun 1976, kini SAE telah memiliki lebih dari 50 kampus yang tersebar di 27 negara, lho! Di Indonesia, SAE menawarkan program Diploma atau Sarjana Terapan Seni yang terakreditasi BAN-PT dengan pilihan studi Animasi, Audio, Film, dan Bisnis Musik. Menariknya lagi, di SAE tersedia program Double-Degree dimana kamu bisa mendapatkan gelar sarjana dari Middlesex University London tanpa harus pergi kuliah ke Inggris. Tersedia juga program Pathway ke Australia atau New Zealand, dimana kamu bisa mendapatkan gelar sarjana kurang dari 3 tahun Quipperian! Yuk kita simak profil lengkapnya berikut ini!",{}
quipper-557,Universitas Borneo Tarakan,Universitas Negeri,https://campus.quipper.com/directory/universitas-borneo-tarakan,Rp1.300.000 kisaran per semester,5140,217,"{""website"": ""www.borneo.ac.id"", ""email"": ""ubt@borneo.ac.id"", ""phone"": ""0551-2052558""}","Beberapa dari kamu mungkin masih belum akrab dengan universitas yang satu ini. Tapi jangan salah, Quipperian, universitas yang terletak di provinsi termuda di Indonesia ini patut kamu pertimbangkan sebagai universitas pilihanmu. Berdasarkan data peringkat kampus oleh Webometrics, Universitas Borneo Tarakan berada di peringkat 130 untuk tingkat nasional dan peringkat 8.645 untuk tingkat dunia, loh!",{}
quipper-558,Universitas Katolik Widya Mandira,Universitas Swasta,https://campus.quipper.com/directory/universitas-katolik-widya-mandira,Rp4.200.000 kisaran per semester,8197,216,"{""website"": ""www.unwira.ac.id"", ""email"": ""info@unwira.ac.id"", ""phone"": ""0380-833395""}",Tahukah Quipperian bahwa kata widya mandira yang diambil sebagai nama Universitas Katolik Widya Mandira (Unwira) ternyata memiliki arti menara ilmu pengetahuan? Unwira lahir dari keprihatinan akan terbatasnya pendidikan tinggi untuk masyarakat katolik dan kecilnya jumlah lulusan sekolah menengah di Nusa Tenggara Timur. Unwira berdiri pada tahun 1982 dan berada di bawah Yayasan Pendidikan Katolik Arnoldus.,{}
quipper-559,Universitas Jabal Ghafur,Universitas Swasta,https://campus.quipper.com/directory/universitas-jabal-ghafur,Rp5.000.000 kisaran per-semester,3431,238,"{""website"": ""www.unigha.ac.id"", ""email"": ""unigha@unigha.ac.id"", ""phone"": ""065-324610""}","Terletak di Jalan Gle Gapui Aceh, universitas yang didirikan pada 1982 ini dinaungi oleh Yayasan Kampus Jabal Ghafur. Konon, pendiri Universitas Jabal Ghafur adalah seorang putra asli Aceh bernama Nurdin Abdurrahman (almarhum) yang menjadi rektor pertama di universitas ini. Tahun demi tahun Universitas Jabal Ghafur terus berbenah untuk mempersiapkan generasi muda yang berakhlak mulia dan bertanggung jawab. Kampus ini bisa menjadi pilihan Quipperian yang ingin berkuliah di Negeri Serambi Mekkah.",{}
quipper-560,Lembaga Pendidikan dan Pengembangan Profesi Indonesia (LP3I),Politeknik Swasta,https://campus.quipper.com/directory/lembaga-pendidikan-dan-pengembangan-profesi-indonesia-lp3i,Rp8.000.000 kisaran per semester,10745,514,"{""website"": ""www.plj.ac.id"", ""email"": ""direktorat@plj.ac.id"", ""phone"": ""021-31904598, 0815 1475 6666""}","Lembaga Pendidikan dan Pengembangan Profesi Indonesia atau yang lebih dikenal dengan LP3I merupakan pendidikan tinggi vokasi bagi mahasiswa yang ingin cepat tepat kerja dengan desain kurikulum selaras dengan standard kompetensi dunia kerja dan industri. Selain itu, kampus ini juga dilengkapi dengan sertifikasi kompetensi standar nasional dan internasional. Tidak hanya itu, pengajarannya pun didukung dengan dosen praktisi dan kompeten di bidangnya dengan penekanan pada kemampuan keterampilan kerja (Hard skill), Soft skill sesuai dunia kerja serta menanamkan jiwa wirausaha, sehingga mahasiswanya dapat bekerja atau berkarya sebelum diwisuda. Keren kan, Quipperian!",{}
quipper-561,University of Melbourne (Australia),Universitas Negeri,https://campus.quipper.com/directory/university-of-melbourne-australia,"A$21,376-A$91,072 per tahun atau sekitar Rp213.760.000-Rp910.072.000 (angkatan 2019)",,,"{""website"": ""www.unimelb.edu.au"", ""email"": ""ia-Undergrad@unimelb.edu.au"", ""phone"": ""+61 3 9035 5511""}","University of Melbourne, kampus yang terletak di Victoria, Australia ini memang sudah eksis banget di mata para calon mahasiswa, baik domestik maupun internasional, lho!",{}
quipper-562,Universitas Bhayangkara Jakarta Raya,Universitas Swasta,https://campus.quipper.com/directory/universitas-bhayangkara-jakarta-raya,Rp5.000.000 kisaran per-semester,7780,242,"{""website"": ""www.ubharajaya.ac.id"", ""email"": ""info@ubharajaya.ac.id"", ""phone"": ""021-7267655; 021-7231948""}","Universitas Bhayangkara Jakarta Raya (UBHARA JAYA) adalah universitas yang berada di bawah Yayasan Brata Bhakti. Serunya berkuliah di UBHARA JAYA adalah Quipperian bisa berkecimpung langsung di masyarakat karena PTS ini memiliki lembaga pengabdian masyarakatnya sendiri. Selain itu, UBHARA JAYA juga cukup rutin menggelar seminar baik yang berskala nasional maupun internasional, lho.",{}
quipper-563,Universitas Negeri Khairun,Universitas Swasta,https://campus.quipper.com/directory/universitas-negeri-khairun,Rp500.000-Rp2.400.000 kisaran per semester,1120,115,"{""website"": ""unkhair.ac.id"", ""email"": ""admin@unkhair.ac.id"", ""phone"": ""0921-3110901, 0921-3110903""}","Tahukah Quipperian, Universitas Khairun (Unkhair) dulu berstatus sebagai perguruan tinggi swasta (PTS) lho! Tapi, semenjak pemekaran Provinsi Maluku Utara pada tahun 1998, Unkhair harus berubah menjadi perguruan tinggi negeri (PTN) sebagai salah satu syarat pembentukan provinsi. Akhirnya, pada tahun 2004, Unkhair resmi menyandang status PTN di bawah naungan Kementerian Pendidikan dan Kebudayaan.",{}
quipper-564,Universitas Islam Negeri Raden Intan Lampung,Institut Negeri,https://campus.quipper.com/directory/institut-agama-islam-negeri-raden-intan-lampung,Rp2.000.000 kisaran per-semester,5003,208,"{""website"": ""www.radenintan.ac.id"", ""email"": ""uin@radenintan.ac.id"", ""phone"": ""0721-780887""}","Hai, Quipperian! Tahukah kalian, Universitas Islam Negeri (UIN) Raden Intan Lampung adalah perguruan tinggi agama Islam tertua dan terbesar di Lampung. Berdiri sejak tahun 1961, perguruan tinggi ini awalnya hanya memiliki dua fakultas yaitu Fakultas Tarbiyah dan Fakultas Syariah. Namun, kini UIN Raden Intan Lampung telah memiliki lima fakultas yang berada di satu lingkungan kampus. Yuk, kita ikuti profil selengkapnya!",{}
quipper-565,Politeknik Teknologi Kimia Industri,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-teknologi-kimia-industri,Rp1.500.000 kisaran per-semester,,,"{""website"": ""www.ptki.ac.id"", ""email"": null, ""phone"": ""061-7867810""}","Hai Quipperian! Apakah kamu tertarik untuk bekerja di sektor industri di masa depan nanti? Jika tertarik, Perguruan Teknologi Kimia Industri (PTKI) Medan bisa jadi pilihanmu, lho. PTKI merupakan salah satu Perguruan Tinggi Milik Pemerintah di bawah naungan Kementerian Perindustrian Republik Indonesia dan berdiri sejak tahun 1986. Jejak rekamnya bukanlah rekaan, karena sejak awal berdiri, kampus ini telah menamatkan hampir enam ribu lulusan. Pun para alumninya telah tersebar dan bergelut di sektor industri tanah air.",{}
quipper-566,Universitas Riau Kepulauan,Universitas Swasta,https://campus.quipper.com/directory/universitas-riau-kepulauan,Rp3.750.000 kisaran per semester,4878,180,"{""website"": ""www.unrika.ac.id"", ""email"": ""info@unrika.ac.id"", ""phone"": ""0778-392752""}","Tahukah Quipperian, bahwa Universitas Riau Kepulauan atau sering disebut Unrika ini merupakan perguruan tinggi swasta ternama yang ada di Provinsi Kepulauan Riau. Universitas yang berdiri tahun 2006 ini merupakan gabungan dari STIE Batam, STT Batam dan STKIP Batam. Unrika hingga saat ini memiliki 5 Fakultas dan 14 program studi.",{}
quipper-567,Universitas Islam Negeri Pangeran Antasari Banjarmasin,Universitas Negeri,https://campus.quipper.com/directory/universitas-islam-negeri-pangeran-antasari-banjarmasin,Rp2.500.000 kisaran per semester,4383,269,"{""website"": ""www.uin-antasari.ac.id"", ""email"": ""info@uin-antasari.ac.id"", ""phone"": ""0511-3252829 eks. 108/122""}","Quipperian, tahukah kamu bahwa Kalimantan Selatan merupakan provinsi dengan angka penduduk Muslim yang tinggi, sehingga perlu adanya pendidikan tinggi yang mampu mewadahi generasi muda berjiwa Islami. Universitas Islam Negeri Pangeran Antasari Banjarmasin hadir menjadi salah satu Lembaga pendidikan tinggi negeri yang menyelenggarakan pendidikan di bidang islam. Cerita sedikit perihal sejarah, dulunya kampus ini bernama IAIN Antasari yang dibentuk pada tahun 1964. Lalu pada 3 April 2017, nama tersebut diganti menjadi UIN Antasari.",{}
