pddikti_institution_code,institution_name,address,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
2039,AKADEMI KEBIDANAN UMI BAGAN BATU,KABUPATEN NIAS SELATAN,SUMATERA UTARA,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2040,SEKOLAH TINGGI ILMU ADMINISTRASI PELITA NUSANTARA,"Jalan Nasional Simpang Peut - Jeuram KM 6 Desa Cot Kuta, KABUPATEN NAGAN RAYA",ACEH,"{""website"": ""stiapen.ac.id"", ""email"": ""stiapen@gmail.com"", ""phone"": ""081362828604""}",2500000,2500000,2500000,5000000,5000000,5000000,SWASTA,-,-1,-1,-
2041,STMIK PAMITRAN,"Jalan Kertabumi No 12-B, KABUPATEN KARAWANG",JAWA BARAT,"{""website"": ""https://stmikpamitran.ac.id"", ""email"": ""stmikkarawang2017@gmail.com"", ""phone"": ""082210985343 / 082121444219""}",4200000,4200000,4200000,8400000,8400000,8400000,SWASTA,-,-1,-1,-
2042,SEKOLAH TINGGI ILMU-ILMU SOSIALTUAL,"Jalan Soekarno Hatta Ohoijang, KABUPATEN MALUKU TENGGARA",MALUKU,"{""website"": ""http//:stistual.ac.id"", ""email"": ""stismutiara@yahoo.com"", ""phone"": ""0916- 21661 / 0916- 21661""}",2175000,1950000,2400000,4350000,3900000,4800000,SWASTA,-,-1,-1,-
2043,INSTITUT MEDIA DIGITAL EMTEK,"Jalan Daan Mogot No.11 10 1  RT.5/RW.5  Kedoya Utara  Kebon Jeruk, KOTA JAKARTA BARAT",D.K.I. JAKARTA,"{""website"": ""https://emtekedu.ac.id/"", ""email"": ""uaa@emtekedu.ac.id"", ""phone"": ""02156976833""}",9365000,2280000,16450000,18730000,4560000,32900000,SWASTA,-,-1,-1,-
2044,UNIVERSITAS PERINTIS INDONESIA,KOTA PADANG,SUMATERA BARAT,"{""website"": ""upertis.ac.id"", ""email"": ""universitas@upertis.ac.id"", ""phone"": ""481992 / 481962""}",16750000,1000000,32500000,33500000,2000000,65000000,SWASTA,-,-1,-1,-
2045,SEKOLAH TINGGI TEKNOLOGI IMMANUEL,"Jalan Gatot Subroto No 325, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""https://www.stti-medan.ac.id/"", ""email"": ""infosttimmanuel@gmail.com"", ""phone"": ""0812 2845 8151 / 4154154""}",3000000,3000000,3000000,6000000,6000000,6000000,SWASTA,-,-1,-1,-
2046,SEKOLAH TINGGI ILMU KESEHATAN BOGOR HUSADA,"Jalan KH Sholeh Iskandar No 4 Kedung Badak Bogor, KOTA BOGOR",JAWA BARAT,"{""website"": ""www.sbh.ac.id"", ""email"": ""stikes.boda@gmail.com"", ""phone"": ""0251 8576152""}",10000000,10000000,10000000,20000000,20000000,20000000,SWASTA,-,-1,-1,-
2047,POLITEKNIK GORONTALO,"Jl. Sapta Marga  Kecamatan Botupingge  Kabupaten Bone Bolango  Gorontalo, KABUPATEN BONE BOLANGO",GORONTALO,"{""website"": ""http://www.poligon.ac.id"", ""email"": ""info@poligon.ac.id"", ""phone"": ""826906 / 826906""}",2200000,2100000,2300000,4400000,4200000,4600000,SWASTA,-,-1,-1,-
2048,SEKOLAH TINGGI OLAHRAGA DAN KESEHATAN BINA GUNA,"Jalan Aluminium No 77 Tanjung Mulia, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""www.stok-binaguna.ac.id"", ""email"": ""stokbinaguna79@gmail.com"", ""phone"": ""061-6615718 / 061-6615718""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2049,SEKOLAH TINGGI ILMU KESEHATAN HARAPAN IBU JAMBI,"Jalan Tarmizi Kadir No 71 Kel. Pakuan Baru Kec. Jambi Selatan Thehok Jambi, KOTA JAMBI",JAMBI,"{""website"": ""www.stikes-hi.ac.id"", ""email"": ""surat@stikes-hi.ac.id"", ""phone"": ""7552270 / 7552710""}",7475000,2950000,12000000,14950000,5900000,24000000,SWASTA,-,-1,-1,-
2050,STKIP YPUP MAKASSAR,"Jalan Andi Tonro No 17, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""https://stkip.ypup.ac.id"", ""email"": ""info@stkip.ypup.ac.id"", ""phone"": ""0411-854-974 / 0411-830-5020""}",3150000,2300000,4000000,6300000,4600000,8000000,SWASTA,-,-1,-1,-
2051,AKADEMI AKUNTANSI EFFENDI HARAHAP,"JL. KH Ahmad Dahlan No. 23 Semarang, KOTA SEMARANG",JAWA TENGAH,"{""website"": ""www.aaesemarang.ac.id"", ""email"": ""aae_semarang@yahoo.co.id"", ""phone"": ""8411892 / 8413637""}",5400000,5400000,5400000,10800000,10800000,10800000,SWASTA,-,-1,-1,-
2052,UNIVERSITAS TIGA SERANGKAI,KOTA SURAKARTA,JAWA TENGAH,"{""website"": ""www.tsu.ac.id"", ""email"": ""lpm@tsu.ac.id"", ""phone"": ""0271-716500 / 0271-716500""}",3260000,300000,6220000,6520000,600000,12440000,SWASTA,-,-1,-1,-
2053,STIKES MARENDENG MAJENE,"Jalan Kartini No 2, KABUPATEN MAJENE",SULAWESI BARAT,"{""website"": ""www.stikmar.ac.id"", ""email"": ""kampus@stikmar.ac.id"", ""phone"": ""042221331 / 042221331""}",3200000,2400000,4000000,6400000,4800000,8000000,SWASTA,-,-1,-1,-
2054,UNIVERSITAS ISLAM DARUL `ULUM,"Jalan Airlangga No 3  Sukodadi Lamongan, KABUPATEN LAMONGAN",JAWA TIMUR,"{""website"": ""www.unisda.ac.id."", ""email"": ""humas@unisda.ac.id"", ""phone"": ""0322-390497 / 0322-390929""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2055,INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA JAMBI,KOTA JAMBI,JAMBI,"{""website"": ""itsnujambi.ac.id"", ""email"": ""itsnujambi@gmail.com"", ""phone"": """"}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
2056,POLITEKNIK TRIGUNA TASIKMALAYA,"Jl. Raya IndhiangNo. 7 Tasikmalaya, KOTA TASIKMALAYA",JAWA BARAT,"{""website"": ""www.poltektriguna.ac.id"", ""email"": ""trigunatasik@poltektriguna.ac.id"", ""phone"": ""323232-332021 / 323232""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2057,POLITEKNIK GANESHA GURU,"Jalan Pura Segara Penimbangan No.10XX, KABUPATEN BULELENG",BALI,"{""website"": ""www.poltekganesha.ac.id"", ""email"": ""info@poltekganesha.ac.id"", ""phone"": ""3437103 / 3437103""}",3125000,2950000,3300000,6250000,5900000,6600000,SWASTA,-,-1,-1,-
2058,SEKOLAH TINGGI FILSAFAT THEOLOGI JAKARTA,"Jalan Proklamasi No 27, KOTA JAKARTA PUSAT",D.K.I. JAKARTA,"{""website"": ""www.stftjakarta.ac.id"", ""email"": ""info@stftjakarta.ac.id"", ""phone"": ""3904237 / 3153781""}",9420000,240000,18600000,18840000,480000,37200000,SWASTA,-,-1,-1,-
2059,SEKOLAH TINGGI ILMU KESEHATAN NGUDI WALUYO,"Jalan Gedong Songo Candirejo Ungaran, KABUPATEN SEMARANG",JAWA TENGAH,"{""website"": ""www.nwu.ac.id"", ""email"": ""stikes@nwu.ac.id"", ""phone"": ""024 - 6925408 / 024 - 6925408""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2060,STIKES YAHYA BIMA,"Jln. Lintas Sumbawa Desa Talabiu Kec.Woha Kab.Bima, KABUPATEN BIMA",NUSA TENGGARA BARAT,"{""website"": ""stikesyahyabima.ac.id"", ""email"": ""yahyastikes@gmail.com"", ""phone"": ""037481688 / 037481074""}",3750000,2500000,5000000,7500000,5000000,10000000,SWASTA,-,-1,-1,-
2061,UNIVERSITAS ABULYATAMA,"Jl Blang Bintang Lama Km 8 5 Lampoh Keude  Aceh Besar  Aceh, KABUPATEN ACEH BESAR",ACEH,"{""website"": ""abulyatama.ac.id"", ""email"": ""sekertariat@abulyatama.ac.id"", ""phone"": ""34488 / 34488""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2062,UNIVERSITAS MBOJO BIMA,KOTA BIMA,NUSA TENGGARA BARAT,"{""website"": ""unmbo.ac.id"", ""email"": ""univ.mbojobima@gmail.com"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2063,UNIVERSITAS SAPTA MANDIRI,KABUPATEN BALANGAN,KALIMANTAN SELATAN,"{""website"": ""univsm.ac.id"", ""email"": ""biro.adtsi@univsm.ac.id"", ""phone"": ""087776877462 / 2095962""}",2700000,2700000,2700000,5400000,5400000,5400000,SWASTA,-,-1,-1,-
2064,AKADEMI PARIWISATA WIDYA DHARMA,"Jl. Raden Imba Kusuma Ratu  Langkapura, KOTA BANDAR LAMPUNG",LAMPUNG,"{""website"": ""-"", ""email"": ""-"", ""phone"": ""0711 410104 / 0711 410104""}",4000000,4000000,4000000,8000000,8000000,8000000,SWASTA,-,-1,-1,-
2065,AKADEMI ADMINISTRASI RUMAH SAKIT MATARAM,"Jl. Kali Brantas No.24-25  Karang  Sukun, KOTA MATARAM",NUSA TENGGARA BARAT,"{""website"": ""aarsmataram.ac.id"", ""email"": ""aars.mataram@gmail.com"", ""phone"": ""7842547""}",5000000,5000000,5000000,10000000,10000000,10000000,SWASTA,-,-1,-1,-
2066,STIKES PERSADA HUSADA INDONESIA,"Gd. Jatiwaringin Junction  Jl. Jatiwaringin Raya No. 24 Kav. 4-7  Cipinang Melayu, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,"{""website"": ""www.stikesphi.ac.id"", ""email"": ""info@stikesphi.ac.id"", ""phone"": ""021-22813336 / 021-22813336""}",4200000,2400000,6000000,8400000,4800000,12000000,SWASTA,-,-1,-1,-
2067,STKIP MUHAMMADIYAH SUNGAI PENUH,"Jalan Imam Bonjol, KABUPATEN SUNGAI PENUH",JAMBI,"{""website"": ""stkipmsungaipenuh.ac.id"", ""email"": ""stkip.msungaipenuh@yahoo.co.id"", ""phone"": ""0748 23013 / 0748 23013""}",1850000,1200000,2500000,3700000,2400000,5000000,SWASTA,-,-1,-1,-
2068,UNIVERSITAS STIKUBANK,"Jalan Tri Lomba Juang No 1, KOTA SEMARANG",JAWA TENGAH,"{""website"": ""www.unisbank.ac.id"", ""email"": ""sekretariat.univ@edu.unisbank.ac.id"", ""phone"": ""0248414970 / 0248441738""}",4150000,800000,7500000,8300000,1600000,15000000,SWASTA,-,-1,-1,-
2069,AKADEMI MANAJEMEN KOMPUTER DAN INFORMATIKA KETAPANG,"Jalan AIP KS Tubun No 03, KABUPATEN KETAPANG",KALIMANTAN BARAT,"{""website"": ""www.amki-yainco.ac.id"", ""email"": ""kampus@amki-yainco.ac.id"", ""phone"": ""0534 33090""}",2700000,2400000,3000000,5400000,4800000,6000000,SWASTA,-,-1,-1,-
2070,INSTITUT DESAIN DAN BISNIS BALI,"Kota Denpasar, KOTA DENPASAR",BALI,"{""website"": ""www.idbbali.ac.id"", ""email"": ""info@idbbali.ac.id"", ""phone"": ""0361-8955648""}",6375000,2750000,10000000,12750000,5500000,20000000,SWASTA,-,-1,-1,-
2071,SEKOLAH TINGGI TEKNIK LINGKUNGAN MATARAM,"Jalan Bung Karno No 60 Pesonggoran, KOTA MATARAM",NUSA TENGGARA BARAT,"{""website"": ""aklsttlmataram@wordpress.com"", ""email"": ""sttl.mataram@yahoo.co.id"", ""phone"": ""7509700 / 626874""}",3900000,3900000,3900000,7800000,7800000,7800000,SWASTA,-,-1,-1,-
2072,SEKOLAH TINGGI ILMU KESEHATAN BULELENG,"Jl. Raya Air Sanih Km. 11 Bungkulan - Singaraja Bali, KABUPATEN BULELENG",BALI,"{""website"": ""www.stikesbuleleng.ac.id"", ""email"": ""stikesbuleleng@gmail.com"", ""phone"": ""0362 3435034 / 0362 3435033""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2073,STISIPOL CANDRADIMUKA,"Jalan Swadaya Sekip Ujung 20 Ilir Ii, KOTA PALEMBANG",SUMATERA SELATAN,"{""website"": ""stisipolcandradimuka.ac.id"", ""email"": ""campus@stisipolcandradimuka.ac.id"", ""phone"": ""811542 / 811542""}",5912500,1925000,9900000,11825000,3850000,19800000,SWASTA,-,-1,-1,-
2074,STKIP PANGERAN ANTASARI,KOTA MEDAN,SUMATERA UTARA,"{""website"": ""stkippangeranantasari.ac.id"", ""email"": ""contact@stkippangeranantasari.ac.id"", ""phone"": """"}",1850000,1200000,2500000,3700000,2400000,5000000,SWASTA,-,-1,-1,-
2075,UNIVERSITAS MAYASARI BAKTI,KOTA TASIKMALAYA,JAWA BARAT,"{""website"": ""https://mayasaribakti.ac.id/"", ""email"": ""info@mayasaribakti.ac.id"", ""phone"": ""02652316076""}",3287500,225000,6350000,6575000,450000,12700000,SWASTA,-,-1,-1,-
2076,UNIVERSITAS OKMIN PAPUA,KABUPATEN PEGUNUNGAN BINTANG,PAPUA,"{""website"": ""uop.ac.id"", ""email"": ""rektor.uop@gmail.com"", ""phone"": ""0822-2744-8884""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2077,INSTITUT  SAINS DAN TEKNOLOGI NAHDLATUL ULAMA BALI,"Jl. Pura Demak Barat No.31  Pemecutan Klod, KOTA DENPASAR",BALI,"{""website"": ""https://istnuba.ac.id/"", ""email"": ""info@istnuba.ac.id"", ""phone"": ""08123765015""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2078,INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA LAMPUNG,KOTA BANDAR LAMPUNG,LAMPUNG,"{""website"": ""itsnulampung.ac.id"", ""email"": ""admin@itsnulampung.ac.id"", ""phone"": ""082289930331""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
2079,AKADEMI SEKRETARI DAN MANAJEMEN INSULINDO,"Jalan Ir. Juanda no.240 Bekasi, KABUPATEN BEKASI",JAWA BARAT,"{""website"": ""asminsulindo.ac.id"", ""email"": ""asmibekasi02@gmail.com"", ""phone"": ""021-8802297 / 021-8802297""}",2500000,2500000,2500000,5000000,5000000,5000000,SWASTA,-,-1,-1,-
2080,AKADEMI KEBIDANAN DARUL HUSADA,"Jln. Lingkar No.3Sigli, KABUPATEN PIDIE",ACEH,"{""website"": ""www.darulhusada.ac.id"", ""email"": ""darulhusada@yahoo.co.id"", ""phone"": ""0653 - 22550 / 0653 - 22550""}",2500000,2500000,2500000,5000000,5000000,5000000,SWASTA,-,-1,-1,-
2081,STIKES GANESHA HUSADA KEDIRI,"Kediri, KABUPATEN KEDIRI",JAWA TIMUR,"{""website"": ""www.stikesganeshahusada.ac.id"", ""email"": ""admin@stikesganeshahusada.ac.id"", ""phone"": ""0354689951 / 0354-689951""}",12250000,6500000,18000000,24500000,13000000,36000000,SWASTA,-,-1,-1,-
2082,AKADEMI TEKNOLOGI DAN BISNIS BAITURRAHMAN SRAGEN,KABUPATEN SRAGEN,JAWA TENGAH,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2083,UNIVERSITAS PGRI PONTIANAK,KOTA PONTIANAK,KALIMANTAN BARAT,"{""website"": ""Https://upgripnk.ac.id"", ""email"": ""rektorat@upgripnk.ac.id"", ""phone"": ""748219""}",3280000,2560000,4000000,6560000,5120000,8000000,SWASTA,-,-1,-1,-
2084,UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN TIMUR,"Jl. KH. Harun Nafsi  Kel. Rapak Dalam  Samarinda, KOTA SAMARINDA",KALIMANTAN TIMUR,"{""website"": ""unukaltim.ac.id"", ""email"": ""admin@unukaltim.ac.id"", ""phone"": ""0541 4104842 / 0541 4104842""}",4240000,2400000,6080000,8480000,4800000,12160000,SWASTA,-,-1,-1,-
2085,POLITEKNIK ILMU PELAYARAN BALIKPAPAN,"Jl. Damai No. 101. Kec. Balikpapan Timur, KOTA BALIKPAPAN",KALIMANTAN TIMUR,"{""website"": ""pipbalikpapan.id"", ""email"": ""akademikpipbpn@gmail.com"", ""phone"": ""870-6509 / 870-6509""}",3062500,1125000,5000000,6125000,2250000,10000000,SWASTA,-,-1,-1,-
2086,AKADEMI OLAHRAGA PRESTASI NASIONAL,"Jl. Dr. Kasih No.1 Arteri Kebon Jeruk, KOTA JAKARTA BARAT",D.K.I. JAKARTA,"{""website"": ""akornas.ac.id"", ""email"": ""akornas2016@yahoo.com"", ""phone"": ""021-22861574 / 021-22861574""}",4250000,2500000,6000000,8500000,5000000,12000000,SWASTA,-,-1,-1,-
2087,SEKOLAH TINGGI ILMU KESEHATAN PANRITA HUSADA BULUKUMBA,"Jl. Bakti Adiguna Bulukumba, KABUPATEN BULUKUMBA",SULAWESI SELATAN,"{""website"": ""www.stikespanritahusada.ac.id"", ""email"": ""stikespanritahusadabulukumba@yahoo.co.id"", ""phone"": ""041384422 / 041384422""}",2875000,2500000,3250000,5750000,5000000,6500000,SWASTA,-,-1,-1,-
2088,POLITEKNIK AISYIYAH PONTIANAK,KOTA PONTIANAK,KALIMANTAN BARAT,"{""website"": ""www.polita.ac.id"", ""email"": ""aisyiyah.ptk@polita.ac.id"", ""phone"": ""6655112 / 6655115""}",8425000,2400000,14450000,16850000,4800000,28900000,SWASTA,-,-1,-1,-
2089,AMIK PANCA BHAKTI,"Jalan Sultan Abdurrahman No 8, KOTA PONTIANAK",KALIMANTAN BARAT,"{""website"": """", ""email"": ""amikompontianak@gmail.com"", ""phone"": ""0561-761115""}",1400000,1400000,1400000,2800000,2800000,2800000,SWASTA,-,-1,-1,-
2090,AKADEMI SEKRETARI DAN MANAJEMEN TUNAS HARAPAN,"Jalan Pahlawan No 142, KOTA BOGOR",JAWA BARAT,"{""website"": ""-"", ""email"": ""-"", ""phone"": ""0251-372-039 / 0251-372-039""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2091,POLITEKNIK MUARA DUA,"Jalan Raya Ranau No 300, KABUPATEN OGAN KOMERING ULU SELATAN",SUMATERA SELATAN,"{""website"": """", ""email"": ""rdwipa@gmail.com"", ""phone"": ""0735-591223""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2092,INSTITUT TEKNOLOGI DAN BISNIS TUBAN,KABUPATEN TUBAN,JAWA TIMUR,"{""website"": ""https://itbtuban.ac.id/"", ""email"": ""humas@itbtuban.ac.id"", ""phone"": ""+6281249230953""}",2500000,2500000,2500000,5000000,5000000,5000000,SWASTA,-,-1,-1,-
2093,AKADEMI KEBIDANAN TAHIRAH AL BAETI BULUKUMBA,"Jalan Abdul Aziz No 70 Kasuara Kabupaten Bulukumba, KABUPATEN BULUKUMBA",SULAWESI SELATAN,"{""website"": ""www.aktabe.ac.id"", ""email"": ""aktabe@gmail.com"", ""phone"": ""0413-84859""}",2500000,2500000,2500000,5000000,5000000,5000000,SWASTA,-,-1,-1,-
2094,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER KALIREJO LAMPUNG,KABUPATEN LAMPUNG TENGAH,LAMPUNG,"{""website"": ""stmikkalirejo.ac.id"", ""email"": ""stmik.xrejo@gmail.com"", ""phone"": ""0729 7343120 / 0729 734120""}",3000000,3000000,3000000,6000000,6000000,6000000,SWASTA,-,-1,-1,-
2095,UNIVERSITAS BINANIAGA INDONESIA,"Jalan Pajajaran No 100 Bogor, KOTA BOGOR",JAWA BARAT,"{""website"": ""http://unbin.ac.id/"", ""email"": ""unbintv@gmail.com"", ""phone"": ""0251-8360688 / 02518354558""}",3137500,350000,5925000,6275000,700000,11850000,SWASTA,-,-1,-1,-
2096,AKADEMI AKUNTANSI BANDUNG,"Jalan Merdeka No 33, KOTA BANDUNG",JAWA BARAT,"{""website"": ""www.a2b.ac.id"", ""email"": ""info@a2b.ac.id"", ""phone"": ""022-4215678 / 022-4238300""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
2097,AKADEMI ANALIS KESEHATAN MANGGALA YOGYAKARTA,"Jl Bratajaya No 25 Sokowaten Banguntapan Bantul  Yogyakarta, KABUPATEN BANTUL",D.I. YOGYAKARTA,"{""website"": ""www.aakmanggala.ac.id"", ""email"": ""aakmanggala@gmail.com"", ""phone"": ""543-532 / 543-532""}",10000000,6800000,13200000,20000000,13600000,26400000,SWASTA,-,-1,-1,-
2098,SEKOLAH TINGGI ILMU PERTANIAN SRIWIGAMA,"Jalan Demang V Demang Lebar Daun Lorok Pakjo, KOTA PALEMBANG",SUMATERA SELATAN,"{""website"": ""https://stipersriwigama.ac.id"", ""email"": ""info@stipersriwigama.ac.id"", ""phone"": ""0711-374146 / 0711-374146""}",2800000,2800000,2800000,5600000,5600000,5600000,SWASTA,-,-1,-1,-
2099,AKADEMI KEBIDANAN SANTA ELISABETH KEFAMENANU,"Jl. Eltari Km 9 Kec. Bikomi Selatan  Kab. Timor Tengah Utara NTT, KABUPATEN TIMOR TENGAH UTARA",NUSA TENGGARA TIMUR,"{""website"": ""https://akbidsteli.ac.id/"", ""email"": ""akbidstelisabethkefamenanu@yahoo.co.id"", ""phone"": ""082146456411 / ---""}",4000000,4000000,4000000,8000000,8000000,8000000,SWASTA,-,-1,-1,-
2100,AKADEMI KEBIDANAN BAKTI NUSANTARA KARANGANYAR,KABUPATEN KARANGANYAR,JAWA TENGAH,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2101,AKADEMI KOMUNITAS DHARMA BHAKTI BANGKA,"Jl. KH Agus Salim No. 10 Desa Air Ruai Kecamatan Pemali, KABUPATEN BANGKA",BANGKA BELITUNG,"{""website"": ""akdbb.kampusjurnal.com"", ""email"": ""akdbb2016@gmail.com"", ""phone"": ""085179612058""}",1175000,900000,1450000,2350000,1800000,2900000,SWASTA,-,-1,-1,-
2102,UNIVERSITAS NASIONAL KARANGTURI SEMARANG,"Jl Raden Patah No. 182-192 Semarang, KOTA SEMARANG",JAWA TENGAH,"{""website"": ""www.unkartur.ac.id"", ""email"": ""info@unkartur.ac.id"", ""phone"": ""3545882 / 3547260""}",4600000,250000,8950000,9200000,500000,17900000,SWASTA,-,-1,-1,-
2103,SEKOLAH TINGGI ILMU EKONOMI TRISAKTI,"Jalan Kyai Tapa No 20 Grogol, KOTA JAKARTA BARAT",D.K.I. JAKARTA,"{""website"": ""www.stietrisakti.ac.id"", ""email"": ""stie@stietrisakti.ac.id"", ""phone"": ""-5666717 / -5635480""}",9890000,1020000,18760000,19780000,2040000,37520000,SWASTA,-,-1,-1,-
2104,SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH SURABAYA,"Jalan Gadung No 1   SURABAYA, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""http://stikeshangtuah-sby.ac.id/"", ""email"": ""info@stikeshangtuah-sby.ac.id"", ""phone"": ""031-8411721 / 031-8411721""}",7525000,4650000,10400000,15050000,9300000,20800000,SWASTA,-,-1,-1,-
2105,AKADEMI MARITIM PEMBANGUNAN JAKARTA,"Jalan Manunggal II No 67 Ciracas, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,"{""website"": ""www.pelayaranpembangunan.sch.id"", ""email"": ""ampjkt@gmail.com"", ""phone"": ""021-8412557 / 021-8412557""}",7700000,6700000,8700000,15400000,13400000,17400000,SWASTA,-,-1,-1,-
2106,STIKES GRAHA EDUKASI,"JL. Biring Romang Baru RT. 003 RW. 006  Kel. Kapasa  Kec. Tamalanrea  Kota Makassar, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""http://stikesgrahaedukasi.ac.id"", ""email"": ""adminkampus@stikesgrahaedukasi.ac.id"", ""phone"": ""0411-5787612""}",4750000,3000000,6500000,9500000,6000000,13000000,SWASTA,-,-1,-1,-
2107,AKADEMI MANAJEMEN INFORMATIKA DAN KOMPUTER MAKASSAR,KOTA MANADO,SULAWESI UTARA,"{""website"": ""amikmdo.ac.id"", ""email"": ""univ.magnumopus@gmail.com"", ""phone"": ""0431-3315005""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2108,UNIVERSITAS SWISS GERMAN,"The Prominence Tower  Jalan Jalur Sutera Barat No. 15 Alam Sutera, KOTA TANGERANG",BANTEN,"{""website"": ""www.sgu.ac.id"", ""email"": ""academic@sgu.ac.id"", ""phone"": ""021 2977 9596/9597 / 021 2977 9598""}",25000000,25000000,25000000,50000000,50000000,50000000,SWASTA,-,-1,-1,-
2109,SEKOLAH TINGGI ILMU KESEHATAN PASAR REBO,KOTA JAKARTA TIMUR,D.K.I. JAKARTA,"{""website"": ""https://stikespasarrebo.ac.id/"", ""email"": ""info@stikespasarrebo.ac.id"", ""phone"": ""0218404242""}",14500000,14000000,15000000,29000000,28000000,30000000,SWASTA,-,-1,-1,-
2110,POLITEKNIK KESEHATAN KMC KUNINGAN,KABUPATEN KUNINGAN,JAWA BARAT,"{""website"": ""poltekeskmc.ac.id"", ""email"": ""poltekeskmc@gmail.com"", ""phone"": ""02328912433 / 02328912433""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
2111,AKADEMI FARMASI YAMASI MAKASSAR,"JL. MAPALA BLOK D 5/ No. 10 Makassar, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""yamasi.ac.id"", ""email"": ""akfaryasi.adm@gmail.com"", ""phone"": ""0411-866229 / 0411-884024""}",3500000,3500000,3500000,7000000,7000000,7000000,SWASTA,-,-1,-1,-
2112,STMIK LOMBOK,"Jl. Basuki Rahmat No. 5 Praya Lombok Tengah Nusa Tenggara Barat, KABUPATEN LOMBOK TENGAH",NUSA TENGGARA BARAT,"{""website"": ""https://www.stmiklombok.ac.id"", ""email"": ""stmiklombok@yahoo.co.id"", ""phone"": ""0370-654310 / 0370-654310""}",3600000,2400000,4800000,7200000,4800000,9600000,SWASTA,-,-1,-1,-
2113,UNIVERSITAS ISLAM MULIA YOGYAKARTA,KABUPATEN BANTUL,D.I. YOGYAKARTA,"{""website"": ""www.uim-yogya.ac.id"", ""email"": ""admin@uim-yogya.ac.id"", ""phone"": ""6498250""}",3250000,3000000,3500000,6500000,6000000,7000000,SWASTA,-,-1,-1,-
2114,SEKOLAH TINGGI BAHASA ASING TECHNOCRAT,"Jl. K.H. Abdul Wahid No. 9  Kadu Agung  Tigaraksa, KABUPATEN TANGERANG",BANTEN,"{""website"": ""www.stbatechnocrat.ac.id"", ""email"": ""stbatechnocrat2001@gmail.com"", ""phone"": ""021-59987212 / 021-59987212""}",3250000,500000,6000000,6500000,1000000,12000000,SWASTA,-,-1,-1,-
2115,UNIVERSITAS KATOLIK SANTO THOMAS,"Jalan Setia Budi Nomor 479 F Tanjung Sari, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""www.ust.ac.id"", ""email"": ""info@ust.ac.id"", ""phone"": ""061 8210161 / 061 8213269""}",20167500,335000,40000000,40335000,670000,80000000,SWASTA,-,-1,-1,-
2116,AKADEMI TEKNOLOGI GRAFIKA INDONESIA JAKARTA,"Jl Pasar Jumat  Lebak Bulus  JAKARTA SELATAN., KOTA JAKARTA SELATAN",D.K.I. JAKARTA,"{""website"": ""-"", ""email"": ""atgi1965@yahoo.com"", ""phone"": ""021-7699827  9820781 / 021-7699827""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
