faculty,prodi,quipper_institution_code
Ilmu Kebumian dan Lingkungan,Teknik Lingkungan,248
Ilmu Kebumian dan Lingkungan,Teknik Metalurgi,248
Sekolah Ilmu dan Teknologi Hayati,Biologi,249
Sekolah Ilmu dan Teknologi Hayati,Teknik Pertanian,249
Sekolah Ilmu dan Teknologi Hayati,Bioteknologi,249
Sekolah Ilmu dan Teknologi Hayati,Lainnya,249
Fakultas Teknik Mesin dan Dirgantara,Teknik Mesin,249
Fakultas Teknik Mesin dan Dirgantara,Ilmu Teknik,249
Fakultas Teknik Mesin dan Dirgantara,Teknik Penerbangan,249
Fakultas Teknik Mesin dan Dirgantara,Teknik Material,249
Fakultas Ilmu dan Teknologi Kebumian,Budidaya Perairan (Akuakultur),249
Fakultas Ilmu dan Teknologi Kebumian,Teknik Geodesi,249
Fakultas Ilmu dan Teknologi Kebumian,Teknik Geologi,249
Fakultas Ilmu dan Teknologi Kebumian,Kelautan,249
Fakultas Ilmu dan Teknologi Kebumian,Ilmu Teknik,249
Fakultas Ilmu dan Teknologi Kebumian,Teknik Geomatika,249
Fakultas Matematika dan Ilmu Pengetahuan Alam,Pendidikan Matematika,249
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,249
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,249
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,249
Fakultas Matematika dan Ilmu Pengetahuan Alam,Astronomi,249
Fakultas Matematika dan Ilmu Pengetahuan Alam,Aktuaria,249
Fakultas Matematika dan Ilmu Pengetahuan Alam,Lainnya,249
Sekolah Farmasi,Pendidikan Olahraga,249
Sekolah Farmasi,Farmasi,249
Sekolah Bisnis dan Manajemen,Manajemen,249
Sekolah Bisnis dan Manajemen,Administrasi Bisnis (Niaga),249
Sekolah Teknik Elektro dan Informatika,Ilmu Teknik,249
Sekolah Teknik Elektro dan Informatika,Teknik Informatika,249
Sekolah Teknik Elektro dan Informatika,Sistem Informasi,249
Sekolah Teknik Elektro dan Informatika,Teknik Elektro,249
Sekolah Teknik Elektro dan Informatika,Ilmu Komputer,249
Sekolah Teknik Elektro dan Informatika,Teknik Biomedis,249
Fakultas Teknik Pertambangan dan Perminyakan,Geofisika,249
Fakultas Teknik Pertambangan dan Perminyakan,Teknik Pertambangan,249
Fakultas Teknik Pertambangan dan Perminyakan,Ilmu Teknik,249
Fakultas Teknik Pertambangan dan Perminyakan,Teknik Perminyakan,249
Fakultas Teknik Pertambangan dan Perminyakan,Teknik Metalurgi,249
Fakultas Seni Rupa dan Desain,Seni Rupa,249
Fakultas Seni Rupa dan Desain,Desain,249
Fakultas Seni Rupa dan Desain,Desain Komunikasi Visual (DKV),249
Fakultas Seni Rupa dan Desain,Desain Produk,249
Fakultas Seni Rupa dan Desain,Desain Interior,249
Fakultas Seni Rupa dan Desain,Seni Kriya,249
Fakultas Teknik Sipil dan Lingkungan,Perencanaan Wilayah dan Kota,249
Fakultas Teknik Sipil dan Lingkungan,Teknik Lingkungan,249
Fakultas Teknik Sipil dan Lingkungan,Teknik Sipil,249
Fakultas Teknik Sipil dan Lingkungan,Kelautan,249
Fakultas Teknik Sipil dan Lingkungan,Budidaya Perairan (Akuakultur),249
Fakultas Teknik Sipil dan Lingkungan,Lainnya,249
Fakultas Teknologi Industri,Ilmu dan Teknologi Pangan,249
Fakultas Teknologi Industri,Teknik Industri,249
Fakultas Teknologi Industri,Teknik Kimia,249
Fakultas Teknologi Industri,Ilmu Teknik,249
Fakultas Teknologi Industri,Instrumentasi,249
"Sekolah Arsitek, Perencanaan dan Pengembangan Kebijakan",Pariwisata,249
"Sekolah Arsitek, Perencanaan dan Pengembangan Kebijakan",Arsitektur,249
"Sekolah Arsitek, Perencanaan dan Pengembangan Kebijakan",Perencanaan Wilayah dan Kota,249
"Sekolah Arsitek, Perencanaan dan Pengembangan Kebijakan",Lainnya,249
Sekolah Pascasarjana,Teknologi Nano,249
Fakultas Ekonomi,Ilmu Ekonomi,250
Fakultas Ekonomi,Manajemen,250
Fakultas Ekonomi,Akuntansi,250
Fakultas Ekonomi,Keguruan & Pendidikan,250
Fakultas Ekonomi,Administrasi Perkantoran,250
Fakultas Ekonomi,Administrasi Bisnis (Niaga),250
Fakultas Ilmu Keolahragaan,Pendidikan Olahraga,250
Fakultas Ilmu Keolahragaan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",250
Fakultas Bahasa dan Seni,Pendidikan Bahasa Indonesia,250
Fakultas Bahasa dan Seni,Pendidikan Bahasa Inggris,250
Fakultas Bahasa dan Seni,Sastra & Bahasa Asing,250
Fakultas Bahasa dan Seni,Seni Rupa,250
Fakultas Bahasa dan Seni,Tari,250
Fakultas Bahasa dan Seni,Musik,250
Fakultas Bahasa dan Seni,Sastra Indonesia,250
Fakultas Bahasa dan Seni,Sastra Inggris,250
Fakultas Ilmu Sosial,Keguruan & Pendidikan,250
Fakultas Ilmu Sosial,Geografi,250
Fakultas Ilmu Sosial,Antropologi,250
Fakultas Ilmu Sosial,Sejarah,250
Fakultas Ilmu Sosial,Pendidikan Geografi,250
Fakultas Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,250
Fakultas Ilmu Pendidikan,Manajemen Pendidikan,250
Fakultas Ilmu Pendidikan,Administrasi Pendidikan,250
Fakultas Ilmu Pendidikan,Teknologi Pendidikan,250
Fakultas Ilmu Pendidikan,Bimbingan dan Konseling,250
Fakultas Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),250
Fakultas Ilmu Pendidikan,Pendidikan Luar Sekolah,250
Fakultas Teknik,Teknik Sipil,250
Fakultas Teknik,Teknik Mesin,250
Fakultas Teknik,Teknik Elektro,250
Fakultas Teknik,Keguruan & Pendidikan,250
Fakultas Teknik,Rias dan Busana,250
Fakultas Teknik,Gizi,250
Fakultas Teknik,Teknik Informatika,250
Fakultas Teknik,Konstruksi,250
Fakultas Teknik,Teknik Otomotif,250
Fakultas Teknik,Tata Boga,250
Fakultas Matematika dan Ilmu Pengetahuan Alam,Pendidikan Matematika,250
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,250
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,250
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,250
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,250
Fakultas Matematika dan Ilmu Pengetahuan Alam,Keguruan & Pendidikan,250
Fakultas Matematika dan Ilmu Pengetahuan Alam,Ilmu Komputer,250
Program Pascasarjana,Teknologi Pendidikan,250
Program Pascasarjana,Manajemen Pendidikan,250
Program Pascasarjana,Administrasi Pendidikan,250
Program Pascasarjana,Keguruan & Pendidikan,250
Program Pascasarjana,Kimia,250
Program Pascasarjana,Pendidikan Matematika,250
Program Pascasarjana,Fisika,250
Program Pascasarjana,Biologi,250
Program Pascasarjana,Pendidikan Olahraga,250
Program Pascasarjana,Pendidikan Bahasa Indonesia,250
Program Pascasarjana,Ilmu Ekonomi,250
Program Pascasarjana,Sastra & Bahasa Asing,250
Program Pascasarjana,Pendidikan Bahasa Inggris,250
Program Pascasarjana,Antropologi,250
Program Pascasarjana,Akuntansi,250
Sarjana,Teknik Informatika,251
Sarjana,Sistem Informasi,251
Diploma,Manajemen Informatika,251
Diploma,Komputerisasi Akuntansi,251
Fakultas Ilmu Budaya,Sastra & Bahasa Daerah,252
Fakultas Ilmu Budaya,Arkeologi,252
Fakultas Ilmu Budaya,Antropologi,252
Fakultas Ilmu Budaya,Sastra Arab,252
Fakultas Ilmu Budaya,Sastra & Bahasa Asing,252
Fakultas Ilmu Budaya,Sastra Indonesia,252
Fakultas Ilmu Budaya,Sastra Inggris,252
Fakultas Ilmu Budaya,Sejarah,252
Fakultas Ilmu Budaya,Pariwisata,252
Fakultas Ilmu Budaya,Sastra Korea,252
Fakultas Ilmu Budaya,Sastra Jepang,252
Fakultas Ilmu Budaya,Sastra Jawa,252
Fakultas Teknik,Fisika,252
Fakultas Teknik,Arsitektur,252
Fakultas Teknik,Teknik Geodesi,252
Fakultas Teknik,Teknik Geologi,252
Fakultas Teknik,Ilmu Teknik,252
Fakultas Teknik,Teknik Elektro,252
Fakultas Teknik,Teknik Industri,252
Fakultas Teknik,Teknik Kimia,252
Fakultas Teknik,Teknik Mesin,252
Fakultas Teknik,Teknik Sipil,252
Fakultas Teknik,Perencanaan Wilayah dan Kota,252
Fakultas Teknik,Teknik Geomatika,252
Fakultas Teknik,Teknik Informatika,252
Fakultas Teknik,Teknik Nuklir,252
Fakultas Farmasi,Farmasi,252
Fakultas Hukum,Ilmu Hukum,252
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Administrasi,252
Fakultas Ilmu Sosial dan Ilmu Politik,Manajemen,252
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,252
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,252
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,252
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,252
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Politik,252
Fakultas Ilmu Sosial dan Ilmu Politik,Kesejahteraan Sosial,252
Fakultas Filsafat,Filsafat,252
Fakultas Psikologi,Psikologi,252
Fakultas Kedokteran Gigi,Pendidikan Dokter Gigi,252
"Fakultas Kedokteran, Kesehatan Masyarakat dan Keperawatan",Ilmu Keperawatan,252
"Fakultas Kedokteran, Kesehatan Masyarakat dan Keperawatan",Gizi,252
"Fakultas Kedokteran, Kesehatan Masyarakat dan Keperawatan",Kesehatan Masyarakat,252
"Fakultas Kedokteran, Kesehatan Masyarakat dan Keperawatan",Pendidikan Dokter,252
"Fakultas Kedokteran, Kesehatan Masyarakat dan Keperawatan",Radiologi,252
Fakultas Kedokteran Hewan,Kedokteran Hewan,252
Fakultas Pertanian,Kelautan,252
Fakultas Pertanian,Agroteknologi,252
Fakultas Pertanian,Ilmu dan Teknologi Pangan,252
Fakultas Pertanian,Agribisnis,252
Fakultas Pertanian,Ilmu Tanah,252
Fakultas Pertanian,Penyuluhan dan Komunikasi Pertanian,252
Fakultas Pertanian,Teknik Pertanian,252
Fakultas Pertanian,Budidaya Perairan (Akuakultur),252
Fakultas Pertanian,Perikanan,252
Fakultas Pertanian,Lainnya,252
Fakultas Pertanian,Proteksi Tanaman,252
Fakultas Pertanian,Manajemen Agribisnis,252
Fakultas Pertanian,Teknologi Hasil Perikanan,252
Fakultas Teknologi Pertanian,Ilmu dan Teknologi Pangan,252
Fakultas Teknologi Pertanian,Teknik Pertanian,252
Fakultas Teknologi Pertanian,Agribisnis,252
Fakultas Teknologi Pertanian,Ilmu Teknik,252
Fakultas Peternakan,Peternakan,252
Fakultas Biologi,Biologi,252
Fakultas Matematika dan Ilmu Pengetahuan Alam,Ilmu Komputer,252
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,252
Fakultas Matematika dan Ilmu Pengetahuan Alam,Geofisika,252
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,252
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,252
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,252
Fakultas Matematika dan Ilmu Pengetahuan Alam,Aktuaria,252
Fakultas Matematika dan Ilmu Pengetahuan Alam,Instrumentasi,252
Sekolah Vokasi,Kedokteran Hewan,252
Sekolah Vokasi,Manajemen,252
Sekolah Vokasi,Akuntansi,252
Sekolah Vokasi,Ilmu Ekonomi,252
Sekolah Vokasi,Teknik Sipil,252
Sekolah Vokasi,Teknik Mesin,252
Sekolah Vokasi,Teknik Elektro,252
Sekolah Vokasi,Pariwisata,252
Sekolah Vokasi,Sastra & Bahasa Asing,252
Sekolah Vokasi,Kebidanan,252
Sekolah Vokasi,Agroteknologi,252
Sekolah Vokasi,Sistem Informasi,252
Sekolah Vokasi,Ilmu Komputer,252
Sekolah Vokasi,Kehutanan,252
Sekolah Vokasi,Sastra Korea,252
Sekolah Vokasi,Kearsipan,252
Sekolah Vokasi,Sastra Inggris,252
Sekolah Vokasi,Instrumentasi,252
Sekolah Vokasi,Rekam Medis,252
Sekolah Vokasi,Teknik Geomatika,252
Sekolah Vokasi,Sastra Jepang,252
Sekolah Vokasi,Lainnya,252
Fakultas Kehutanan,Kehutanan,252
Fakultas Geografi,Geografi,252
Fakultas Ekonomika dan Bisnis,Manajemen,252
Fakultas Ekonomika dan Bisnis,Ilmu Ekonomi,252
Fakultas Ekonomika dan Bisnis,Akuntansi,252
Fakultas Ekonomika dan Bisnis,Ekonomi Pembangunan,252
Sekolah Pascasarjana,Ilmu Pemerintahan,252
Sekolah Pascasarjana,Teknik Lingkungan,252
Sekolah Pascasarjana,Pariwisata,252
Sekolah Pascasarjana,Seni Rupa,252
Sekolah Pascasarjana,Bioteknologi,252
Sekolah Pascasarjana,Lainnya,252
Sekolah Pascasarjana,Ilmu Lingkungan,252
Perikanan dan Kebaharian,Teknologi Penangkapan Ikan,254
Perikanan dan Kebaharian,Teknologi Budidaya Ikan,254
Teknik Komputer dan Komunikasi,Sistem Informasi,254
Kesehatan,Keperawatan,254
Fakultas Ekonomi,Akuntansi,255
Fakultas Ekonomi,Ilmu Ekonomi,255
Fakultas Ekonomi,Manajemen,255
Fakultas Ekonomi,Ekonomi Pembangunan,255
Fakultas Ilmu Pendidikan,Psikologi,255
Fakultas Ilmu Pendidikan,Keguruan & Pendidikan,255
Fakultas Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,255
Fakultas Ilmu Pendidikan,Teknologi Pendidikan,255
Fakultas Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),255
Fakultas Ilmu Pendidikan,Bimbingan dan Konseling,255
Fakultas Ilmu Pendidikan,Pendidikan Luar Sekolah,255
Fakultas Ilmu Sosial,Ilmu Politik,255
Fakultas Ilmu Sosial,Sejarah,255
Fakultas Ilmu Sosial,Antropologi,255
Fakultas Ilmu Sosial,Sosiologi,255
Fakultas Ilmu Sosial,Geografi,255
Fakultas Ilmu Sosial,Keguruan & Pendidikan,255
Fakultas Ilmu Sosial,Lainnya,255
Fakultas Ilmu Sosial,Pendidikan Geografi,255
Fakultas Teknik,Rias dan Busana,255
Fakultas Teknik,Teknik Sipil,255
Fakultas Teknik,Teknik Mesin,255
Fakultas Teknik,Teknik Kimia,255
Fakultas Teknik,Teknik Elektro,255
Fakultas Teknik,Konstruksi,255
Fakultas Teknik,Arsitektur,255
Fakultas Teknik,Teknik Informatika,255
Fakultas Teknik,Keguruan & Pendidikan,255
Fakultas Teknik,Teknik Otomotif,255
Fakultas Teknik,Tata Boga,255
Fakultas Hukum,Ilmu Hukum,255
Fakultas Ilmu Keolahragaan,Kesehatan Masyarakat,255
Fakultas Ilmu Keolahragaan,Pendidikan Olahraga,255
Fakultas Ilmu Keolahragaan,Gizi,255
Fakultas Ilmu Keolahragaan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",255
Fakultas Bahasa dan Seni,Pendidikan Bahasa Indonesia,255
Fakultas Bahasa dan Seni,Pendidikan Bahasa Inggris,255
Fakultas Bahasa dan Seni,Sastra Inggris,255
Fakultas Bahasa dan Seni,Sastra Indonesia,255
Fakultas Bahasa dan Seni,Sastra & Bahasa Daerah,255
Fakultas Bahasa dan Seni,Sastra & Bahasa Asing,255
Fakultas Bahasa dan Seni,Sastra Arab,255
Fakultas Bahasa dan Seni,Seni Rupa,255
Fakultas Bahasa dan Seni,Teater & Drama,255
Fakultas Bahasa dan Seni,Tari,255
Fakultas Bahasa dan Seni,Desain Komunikasi Visual (DKV),255
Fakultas Bahasa dan Seni,Musik,255
Fakultas Bahasa dan Seni,Sastra Jepang,255
Fakultas Bahasa dan Seni,Sastra Jawa,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Pendidikan Matematika,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Teknik Informatika,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Farmasi,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Teknik Lingkungan,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Sistem Informasi,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Keguruan & Pendidikan,255
Fakultas Matematika dan Ilmu Pengetahuan Alam,Ilmu Lingkungan,255
Program Pascasarjana,Ilmu Ekonomi,255
Program Pascasarjana,Keguruan & Pendidikan,255
Program Pascasarjana,Pendidikan Bahasa Indonesia,255
Program Pascasarjana,Pendidikan Bahasa Inggris,255
Program Pascasarjana,Pendidikan Anak Usia Dini (PAUD),255
Program Pascasarjana,Pendidikan Matematika,255
Program Pascasarjana,Teknologi Pendidikan,255
Program Pascasarjana,Pendidikan Olahraga,255
Program Pascasarjana,Manajemen Pendidikan,255
Program Pascasarjana,Geografi,255
Program Pascasarjana,Bimbingan dan Konseling,255
Program Pascasarjana,Kesehatan Masyarakat,255
Program Pascasarjana,Kimia,255
Program Pascasarjana,Fisika,255
Program Pascasarjana,Ilmu Hukum,255
Program Pascasarjana,Pendidikan Geografi,255
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,256
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,256
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,256
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,256
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,256
Fakultas Keguruan dan Ilmu Pendidikan,Teknologi Pendidikan,256
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),256
Fakultas Ekonomi,Akuntansi,256
Fakultas Ekonomi,Manajemen,256
Fakultas Ekonomi,Ekonomi Syariah,256
Fakultas Ekonomi,Pariwisata,256
Fakultas Ekonomi,Ekonomi Pembangunan,256
"Fakultas Hukum, Ilmu Sosial dan Ilmu Politik",Sosiologi,256
"Fakultas Hukum, Ilmu Sosial dan Ilmu Politik",Ilmu Administrasi,256
"Fakultas Hukum, Ilmu Sosial dan Ilmu Politik",Ilmu Hukum,256
"Fakultas Hukum, Ilmu Sosial dan Ilmu Politik",Ilmu Komunikasi,256
"Fakultas Hukum, Ilmu Sosial dan Ilmu Politik",Ilmu Pemerintahan,256
"Fakultas Hukum, Ilmu Sosial dan Ilmu Politik",Ilmu Perpustakaan,256
"Fakultas Hukum, Ilmu Sosial dan Ilmu Politik",Sastra Inggris,256
"Fakultas Hukum, Ilmu Sosial dan Ilmu Politik",Administrasi Bisnis (Niaga),256
"Fakultas Hukum, Ilmu Sosial dan Ilmu Politik",Administrasi Negara (Publik),256
"Fakultas Hukum, Ilmu Sosial dan Ilmu Politik",Perpajakan,256
"Fakultas Hukum, Ilmu Sosial dan Ilmu Politik",Kearsipan,256
Fakultas Sains dan Teknologi,Perencanaan Wilayah dan Kota,256
Fakultas Sains dan Teknologi,Matematika,256
Fakultas Sains dan Teknologi,Statistika,256
Fakultas Sains dan Teknologi,Biologi,256
Fakultas Sains dan Teknologi,Agribisnis,256
Fakultas Sains dan Teknologi,Ilmu dan Teknologi Pangan,256
Fakultas Sains dan Teknologi,Teknik Lingkungan,256
Fakultas Sains dan Teknologi,Sistem Informasi,256
Pascasarjana,Perikanan,256
Pascasarjana,Manajemen,256
Pascasarjana,Pendidikan Matematika,256
Pascasarjana,Keguruan & Pendidikan,256
Pascasarjana,Pendidikan Bahasa Inggris,256
Pascasarjana,Administrasi Negara (Publik),256
Pascasarjana,Pendidikan Guru Sekolah Dasar,256
Fakultas Teknologi Pertanian,Teknik Pertanian,257
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,257
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,257
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,257
Fakultas Keguruan dan Ilmu Pendidikan,Kimia,257
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,257
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,257
Fakultas Perikanan dan Ilmu Kelautan,Budidaya Perairan (Akuakultur),257
Fakultas Perikanan dan Ilmu Kelautan,Perikanan,257
Fakultas Perikanan dan Ilmu Kelautan,Kelautan,257
Fakultas Perikanan dan Ilmu Kelautan,Manajemen Sumber Daya Perairan,257
Fakultas Teknik Pertambangan dan Perminyakan,Teknik Geologi,257
Fakultas Teknik Pertambangan dan Perminyakan,Teknik Pertambangan,257
Fakultas Teknik Pertambangan dan Perminyakan,Teknik Perminyakan,257
Fakultas Pertanian,Agroteknologi,257
Fakultas Pertanian,Ilmu Tanah,257
Fakultas Pertanian,Agribisnis,257
Fakultas Pertanian,Lainnya,257
Fakultas Teknik,Teknik Elektro,257
Fakultas Teknik,Teknik Sipil,257
Fakultas Teknik,Teknik Informatika,257
Fakultas Teknik,Teknik Komputer,257
Fakultas Kedokteran,Pendidikan Dokter,257
Fakultas Kehutanan,Kehutanan,257
Fakultas Ekonomi dan Bisnis,Akuntansi,257
Fakultas Ekonomi dan Bisnis,Manajemen,257
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,257
Fakultas Peternakan,Peternakan,257
Fakultas Peternakan,Ilmu Lingkungan,257
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,257
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,257
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,257
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,257
Fakultas Sastra dan Budaya,Sastra Inggris,257
Fakultas Sastra dan Budaya,Antropologi,257
Fakultas Sastra dan Budaya,Sastra Indonesia,257
Fakultas Teknologi Industri dan Rekayasa Sistem,Fisika,259
Fakultas Teknologi Industri dan Rekayasa Sistem,Teknik Mesin,259
Fakultas Teknologi Industri dan Rekayasa Sistem,Teknik Industri,259
Fakultas Teknologi Industri dan Rekayasa Sistem,Teknik Kimia,259
Fakultas Teknologi Industri dan Rekayasa Sistem,Teknik Metalurgi,259
Fakultas Teknologi Kelautan,Ilmu Teknik,259
Fakultas Teknologi Kelautan,Kelautan,259
Fakultas Teknologi Kelautan,Teknik Perkapalan,259
Fakultas Desain Kreatif dan Bisnis Digital,Manajemen,259
Fakultas Desain Kreatif dan Bisnis Digital,Bisnis,259
Fakultas Desain Kreatif dan Bisnis Digital,Desain Interior,259
Fakultas Desain Kreatif dan Bisnis Digital,Desain Komunikasi Visual (DKV),259
Fakultas Desain Kreatif dan Bisnis Digital,Desain Produk,259
Fakultas Teknologi Elektro dan Informatika Cerdas,Teknik Elektro,259
Fakultas Teknologi Elektro dan Informatika Cerdas,Ilmu Komputer,259
Fakultas Teknologi Elektro dan Informatika Cerdas,Ilmu Teknik,259
Fakultas Teknologi Elektro dan Informatika Cerdas,Sistem Informasi,259
Fakultas Teknologi Elektro dan Informatika Cerdas,Teknik Informatika,259
Fakultas Teknologi Elektro dan Informatika Cerdas,Teknik Biomedis,259
Fakultas Vokasi,Teknik Sipil,259
Fakultas Vokasi,Konstruksi,259
Fakultas Vokasi,Teknik Mesin,259
Fakultas Vokasi,Teknik Industri,259
Fakultas Vokasi,Teknik Elektro,259
Fakultas Vokasi,Teknik Kimia,259
Fakultas Vokasi,Statistika,259
Fakultas Vokasi,Teknik Manufaktur,259
Fakultas Vokasi,Instrumentasi,259
Fakultas Vokasi,Teknologi Rekayasa Otomasi,259
Fakultas Teknologi Informasi,Teknik Informatika,259
Fakultas Teknologi Informasi,Sistem Informasi,259
"Fakultas Teknik Sipil, Perencanaan, dan Kebumian",Teknik Lingkungan,259
"Fakultas Teknik Sipil, Perencanaan, dan Kebumian",Geofisika,259
"Fakultas Teknik Sipil, Perencanaan, dan Kebumian",Ilmu Teknik,259
"Fakultas Teknik Sipil, Perencanaan, dan Kebumian",Arsitektur,259
"Fakultas Teknik Sipil, Perencanaan, dan Kebumian",Teknik Sipil,259
"Fakultas Teknik Sipil, Perencanaan, dan Kebumian",Teknik Geomatika,259
"Fakultas Teknik Sipil, Perencanaan, dan Kebumian",Perencanaan Wilayah dan Kota,259
Fakultas Sains dan Analitika Data,Fisika,259
Fakultas Sains dan Analitika Data,Kimia,259
Fakultas Sains dan Analitika Data,Biologi,259
Fakultas Sains dan Analitika Data,Statistika,259
Fakultas Sains dan Analitika Data,Matematika,259
Fakultas Sains dan Analitika Data,Aktuaria,259
Fakultas Syariah,Ilmu Hukum,260
Fakultas Syariah,Ekonomi Syariah,260
Fakultas Ekonomi dan Bisnis Islam,Manajemen,260
Fakultas Ekonomi dan Bisnis Islam,Akuntansi,260
Fakultas Ekonomi dan Bisnis Islam,Perbankan,260
Fakultas Ekonomi dan Bisnis Islam,Manajemen Keuangan,260
Fakultas Ushuluddin dan Dakwah,Ilmu Agama Islam,260
Fakultas Ushuluddin dan Dakwah,Psikologi,260
Fakultas Ushuluddin dan Dakwah,Filsafat,260
Fakultas Ushuluddin dan Dakwah,Ilmu Komunikasi,260
Fakultas Ushuluddin dan Dakwah,Bimbingan dan Konseling,260
Fakultas Ushuluddin dan Dakwah,Lainnya,260
Fakultas Ilmu Tarbiyah dan Keguruan,Ilmu Agama Islam,260
Fakultas Ilmu Tarbiyah dan Keguruan,Sastra Arab,260
Fakultas Ilmu Tarbiyah dan Keguruan,Keguruan & Pendidikan,260
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Guru Sekolah Dasar,260
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Anak Usia Dini (PAUD),260
Fakultas Ilmu Tarbiyah dan Keguruan,Manajemen Pendidikan,260
Fakultas Ilmu Tarbiyah dan Keguruan,Sastra Inggris,260
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Bahasa Inggris,260
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Bahasa Indonesia,260
Jurusan Agribisnis,Agribisnis,261
Jurusan Teknik Mesin,Teknik Mesin,261
Jurusan Teknik Mesin,Teknik Mesin Pertanian,261
Jurusan Manajemen Informatika,Manajemen Informatika,261
Jurusan Manajemen Informatika,Teknik Multimedia,261
Jurusan Manajemen Informatika,Akuntansi Keuangan Perusahaan,261
Fakultas Hukum,Ilmu Hukum,262
Fakultas Teknik,Kimia,262
Fakultas Teknik,Teknik Mesin,262
Fakultas Teknik,Teknik Elektro,262
Fakultas Teknik,Teknik Pertambangan,262
Fakultas Teknik,Teknik Sipil,262
Fakultas Teknik,Matematika,262
Fakultas Teknik,Fisika,262
Fakultas Ilmu Sosial dan Ilmu Politik,Sastra Inggris,262
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,262
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Politik,262
"Fakultas Pertanian, Perikanan, dan Biologi",Agroteknologi,262
"Fakultas Pertanian, Perikanan, dan Biologi",Biologi,262
"Fakultas Pertanian, Perikanan, dan Biologi",Budidaya Perairan (Akuakultur),262
"Fakultas Pertanian, Perikanan, dan Biologi",Agribisnis,262
"Fakultas Pertanian, Perikanan, dan Biologi",Kelautan,262
"Fakultas Pertanian, Perikanan, dan Biologi",Manajemen Sumber Daya Perairan,262
Fakultas Ekonomi,Ilmu Ekonomi,262
Fakultas Ekonomi,Akuntansi,262
Fakultas Ekonomi,Manajemen,262
Bahasa Asing,Sastra & Bahasa Asing,263
Bahasa Asing,Sastra Inggris,263
Bahasa Asing,Sastra Jepang,263
Photography,Fotografi,264
Artistic Makeup,Rias dan Busana,264
