faculty,prodi,institution_code
FAKULTAS TARBIYAH DAN KEGURUAN,BIOLOGI,quipper-564
FAKULTAS TARBIYAH DAN KEGURUAN,MANAJEMEN PENDIDIKAN,quipper-564
FAKULTAS TARBIYAH DAN KEGURUAN,PENDIDIKAN ANAK USIA DINI,quipper-564
FAKULTAS TARBIYAH DAN KEGURUAN,BIMBINGAN DAN KONSELING,quipper-564
FAKULTAS TARBIYAH DAN KEGURUAN,SASTRA ARAB,quipper-564
FAKULTAS DAKWAH DAN ILMU KOMUNIKASI,ILMU KOMUNIKASI,quipper-564
FAKULTAS DAKWAH DAN ILMU KOMUNIKASI,MANAJEMEN,quipper-564
FAKULTAS DAKWAH DAN ILMU KOMUNIKASI,BIMBINGAN DAN KONSELING,quipper-564
FAKULTAS EKONOMI DAN BISNIS ISLAM,AKUNTANSI,quipper-564
FAKULTAS EKONOMI DAN BISNIS ISLAM,EKONOMI SYARIAH,quipper-564
FAKULTAS EKONOMI DAN BISNIS ISLAM,PERBANKAN SYARIAH,quipper-564
FAKULTAS USHULUDDIN,FILSAFAT,quipper-564
FAKULTAS USHULUDDIN,ILMU AGAMA ISLAM,quipper-564
FAKULTAS USHULUDDIN,PSIKOLOGI,quipper-564
FAKULTAS USHULUDDIN,SOSIOLOGI,quipper-564
KIMIA,TEKNIK KIMIA,quipper-565
KIMIA,ILMU TEKNIK,quipper-565
KIMIA,AGRIBISNIS,quipper-565
FAKULTAS EKONOMI,MANAJEMEN,quipper-566
FAKULTAS EKONOMI,AKUNTANSI,quipper-566
FAKULTAS HUKUM,ILMU HUKUM,quipper-566
FAKULTAS ILMU SOSIAL ILMU POLITIK,ILMU PEMERINTAHAN,quipper-566
FAKULTAS KEGURUAN,KEGURUAN & PENDIDIKAN,quipper-566
FAKULTAS KEGURUAN,PENDIDIKAN BAHASA INGGRIS,quipper-566
FAKULTAS KEGURUAN,PENDIDIKAN MATEMATIKA,quipper-566
FAKULTAS KEGURUAN,BIOLOGI,quipper-566
FAKULTAS KEGURUAN,SEJARAH,quipper-566
FAKULTAS KEGURUAN,BIMBINGAN DAN KONSELING,quipper-566
FAKULTAS TEKNIK,TEKNIK INDUSTRI,quipper-566
FAKULTAS TEKNIK,TEKNIK SIPIL,quipper-566
FAKULTAS TEKNIK,TEKNIK MESIN,quipper-566
FAKULTAS TEKNIK,TEKNIK ELEKTRO,quipper-566
FAKULTAS TEKNIK,ARSITEKTUR,quipper-566
FAKULTAS USHULUDDIN DAN HUMANIORA,ILMU AGAMA ISLAM,quipper-567
FAKULTAS USHULUDDIN DAN HUMANIORA,PSIKOLOGI,quipper-567
FAKULTAS USHULUDDIN DAN HUMANIORA,FILSAFAT,quipper-567
FAKULTAS DAKWAH DAN KOMUNIKASI,ILMU KOMUNIKASI,quipper-567
FAKULTAS DAKWAH DAN KOMUNIKASI,BIMBINGAN DAN KONSELING,quipper-567
FAKULTAS DAKWAH DAN KOMUNIKASI,MANAJEMEN,quipper-567
FAKULTAS SYARIAH,ILMU HUKUM,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,ILMU AGAMA ISLAM,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,PENDIDIKAN BAHASA INGGRIS,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,PENDIDIKAN MATEMATIKA,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,MANAJEMEN PENDIDIKAN,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,PENDIDIKAN ANAK USIA DINI,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,BIOLOGI,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,KIMIA,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,FISIKA,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,BIMBINGAN DAN KONSELING,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,SASTRA ARAB,quipper-567
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,ILMU PERPUSTAKAAN,quipper-567
PROGRAM PASCASARJANA,ILMU AGAMA ISLAM,quipper-567
PROGRAM PASCASARJANA,ILMU HUKUM,quipper-567
PROGRAM PASCASARJANA,EKONOMI SYARIAH,quipper-567
PROGRAM PASCASARJANA,SASTRA ARAB,quipper-567
PROGRAM PASCASARJANA,KEGURUAN & PENDIDIKAN,quipper-567
PROGRAM PASCASARJANA,MANAJEMEN PENDIDIKAN,quipper-567
FAKULTAS EKONOMI DAN BISNIS ISLAM,EKONOMI SYARIAH,quipper-567
FAKULTAS EKONOMI DAN BISNIS ISLAM,PERBANKAN SYARIAH,quipper-567
ILMU TEKNIK,TEKNIK SIPIL,quipper-568
ILMU TEKNIK,TEKNIK MESIN,quipper-568
ILMU TEKNIK,TEKNIK INDUSTRI,quipper-568
ILMU TEKNIK,TEKNIK INFORMATIKA,quipper-568
ILMU TEKNIK,SISTEM INFORMASI,quipper-568
ILMU TEKNIK,TEKNIK ELEKTRO,quipper-568
FAKULTAS PERIKANAN,PERIKANAN,quipper-569
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,AKUNTANSI,quipper-569
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,quipper-569
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INGGRIS,quipper-569
FAKULTAS EKONOMI,AKUNTANSI,quipper-569
FAKULTAS HUKUM,ILMU HUKUM,quipper-569
FAKULTAS PERTANIAN,AGRIBISNIS,quipper-569
KEPERAWATAN,ILMU KEPERAWATAN,quipper-570
SISTEM INFORMASI,SISTEM INFORMASI,quipper-571
INFORMATIKA,TEKNIK INFORMATIKA,quipper-571
KEPERAWATAN,ILMU KEPERAWATAN,quipper-572
ILMU KESEHATAN,ILMU KEPERAWATAN,quipper-573
ILMU KESEHATAN,KEBIDANAN,quipper-573
ILMU KESEHATAN,GIZI,quipper-573
ILMU KESEHATAN,FISIOTERAPI,quipper-573
MANAJEMEN ADMINISTRASI,MANAJEMEN,quipper-574
SEKRETARIS,ILMU ADMINISTRASI,quipper-574
FAKULTAS PENDIDIKAN OLAHRAGA DAN KESEHATAN,PENDIDIKAN OLAHRAGA,quipper-575
FAKULTAS MATEMATIKA DAN IPA,FISIKA,quipper-575
FAKULTAS MATEMATIKA DAN IPA,PENDIDIKAN MATEMATIKA,quipper-575
FAKULTAS MATEMATIKA DAN IPA,BIOLOGI,quipper-575
FAKULTAS MATEMATIKA DAN IPA,KIMIA,quipper-575
FAKULTAS ILMU PENDIDIKAN,ADMINISTRASI PENDIDIKAN,quipper-575
FAKULTAS ILMU PENDIDIKAN,TEKNOLOGI PENDIDIKAN,quipper-575
FAKULTAS ILMU PENDIDIKAN,BIMBINGAN DAN KONSELING,quipper-575
FAKULTAS ILMU PENDIDIKAN,LAINNYA,quipper-575
FAKULTAS PENDIDIKAN BAHASA DAN SENI,PENDIDIKAN BAHASA INGGRIS,quipper-575
FAKULTAS ILMU SOSIAL,ILMU KOMUNIKASI,quipper-576
FAKULTAS ILMU SOSIAL,ILMU PERPUSTAKAAN,quipper-576
FAKULTAS ILMU SOSIAL,SEJARAH,quipper-576
FAKULTAS ILMU KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,quipper-576
FAKULTAS SYARIAH DAN HUKUM,ILMU HUKUM,quipper-576
FAKULTAS ILMU TARBIYAH DAN KEGURUAN,SASTRA ARAB,quipper-576
FAKULTAS ILMU TARBIYAH DAN KEGURUAN,ILMU AGAMA ISLAM,quipper-576
FAKULTAS ILMU TARBIYAH DAN KEGURUAN,KEGURUAN & PENDIDIKAN,quipper-576
FAKULTAS ILMU TARBIYAH DAN KEGURUAN,BIOLOGI,quipper-576
FAKULTAS ILMU TARBIYAH DAN KEGURUAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-576
FAKULTAS ILMU TARBIYAH DAN KEGURUAN,BIMBINGAN DAN KONSELING,quipper-576
FAKULTAS ILMU TARBIYAH DAN KEGURUAN,PENDIDIKAN BAHASA INGGRIS,quipper-576
FAKULTAS ILMU TARBIYAH DAN KEGURUAN,PENDIDIKAN ANAK USIA DINI,quipper-576
FAKULTAS ILMU TARBIYAH DAN KEGURUAN,PENDIDIKAN MATEMATIKA,quipper-576
FAKULTAS ILMU TARBIYAH DAN KEGURUAN,MANAJEMEN PENDIDIKAN,quipper-576
FAKULTAS DAKWAH DAN KOMUNIKASI,ILMU KOMUNIKASI,quipper-576
FAKULTAS DAKWAH DAN KOMUNIKASI,ILMU AGAMA ISLAM,quipper-576
FAKULTAS DAKWAH DAN KOMUNIKASI,BIMBINGAN DAN KONSELING,quipper-576
FAKULTAS DAKWAH DAN KOMUNIKASI,MANAJEMEN,quipper-576
FAKULTAS SAINS DAN TEKNOLOGI,MATEMATIKA,quipper-576
FAKULTAS SAINS DAN TEKNOLOGI,BIOLOGI,quipper-576
FAKULTAS SAINS DAN TEKNOLOGI,FISIKA,quipper-576
FAKULTAS SAINS DAN TEKNOLOGI,ILMU KOMPUTER,quipper-576
FAKULTAS SAINS DAN TEKNOLOGI,SISTEM INFORMASI,quipper-576
FAKULTAS EKONOMI DAN BISNIS ISLAM,AKUNTANSI,quipper-576
FAKULTAS EKONOMI DAN BISNIS ISLAM,MANAJEMEN,quipper-576
FAKULTAS EKONOMI DAN BISNIS ISLAM,EKONOMI SYARIAH,quipper-576
FAKULTAS EKONOMI DAN BISNIS ISLAM,PERBANKAN SYARIAH,quipper-576
FAKULTAS USHULUDDIN DAN STUDI ISLAM,ILMU AGAMA ISLAM,quipper-576
FAKULTAS USHULUDDIN DAN STUDI ISLAM,FILSAFAT,quipper-576
PARIWISATA,TRAVEL,quipper-577
PARIWISATA,PARIWISATA,quipper-577
PARIWISATA,PERHOTELAN,quipper-577
PARIWISATA,SEKOLAH KEDINASAN,quipper-577
PARIWISATA,TATA BOGA,quipper-577
PARIWISATA,ILMU ADMINISTRASI,quipper-577
PARIWISATA,MANAJEMEN,quipper-577
ILMU MANAJEMEN,MANAJEMEN,quipper-578
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU PEMERINTAHAN,quipper-579
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,HUBUNGAN INTERNASIONAL,quipper-579
FAKULTAS PERTANIAN,AGRIBISNIS,quipper-579
FAKULTAS PERTANIAN,AGROTEKNOLOGI,quipper-579
FAKULTAS EKONOMI,AKUNTANSI,quipper-579
FAKULTAS EKONOMI,MANAJEMEN,quipper-579
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,ILMU TEKNIK,quipper-579
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,TEKNIK SIPIL,quipper-579
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,ARSITEKTUR,quipper-579
FAKULTAS HUKUM,ILMU HUKUM,quipper-579
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK INFORMATIKA,quipper-579
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK INDUSTRI,quipper-579
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK ELEKTRO,quipper-579
FAKULTAS AGAMA ISLAM,KEGURUAN & PENDIDIKAN,quipper-579
FAKULTAS AGAMA ISLAM,ILMU AGAMA ISLAM,quipper-579
MANAJEMEN INDUSTRI PARIWISATA DAN PERHOTELAN,TRAVEL,quipper-579
MANAJEMEN INDUSTRI PARIWISATA DAN PERHOTELAN,PARIWISATA,quipper-579
MANAJEMEN INDUSTRI PARIWISATA DAN PERHOTELAN,PERHOTELAN,quipper-579
TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,quipper-580
MEKATRONIKA,TEKNIK MESIN,quipper-580
TEKNIK ELEKTRONIKA INDUSTRI,TEKNIK ELEKTRO,quipper-580
AKUNTANSI,AKUNTANSI,quipper-580
FAKULTAS HUKUM,ILMU HUKUM,quipper-581
FAKULTAS TEKNIK,TEKNIK SIPIL,quipper-581
FAKULTAS PERTANIAN,AGROTEKNOLOGI,quipper-581
FAKULTAS PERTANIAN,AGRIBISNIS,quipper-581
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,quipper-581
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,quipper-581
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INGGRIS,quipper-581
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INDONESIA,quipper-581
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,BIOLOGI,quipper-581
FAKULTAS EKONOMI,AKUNTANSI,quipper-581
FAKULTAS KEDOKTERAN GIGI,PENDIDIKAN DOKTER GIGI,quipper-581
FAKULTAS HUKUM,ILMU HUKUM,quipper-582
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,KELAUTAN,quipper-582
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,BUDIDAYA PERAIRAN,quipper-582
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,PERIKANAN,quipper-582
FAKULTAS ILMU BUDAYA,SASTRA & BAHASA ASING,quipper-582
FAKULTAS ILMU BUDAYA,SASTRA INDONESIA,quipper-582
FAKULTAS ILMU BUDAYA,SASTRA INGGRIS,quipper-582
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK KIMIA,quipper-582
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK ELEKTRO,quipper-582
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK MESIN,quipper-582
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK INDUSTRI,quipper-582
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,KONSTRUKSI,quipper-582
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,TEKNIK SIPIL,quipper-582
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,ARSITEKTUR,quipper-582
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,PERENCANAAN WILAYAH DAN KOTA,quipper-582
FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,KEGURUAN & PENDIDIKAN,quipper-582
FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,PENDIDIKAN BAHASA INDONESIA,quipper-582
FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,PENDIDIKAN BAHASA INGGRIS,quipper-582
FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,PENDIDIKAN MATEMATIKA,quipper-582
FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,BIOLOGI,quipper-582
FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-582
FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,ILMU KOMPUTER,quipper-582
FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,TEKNIK INFORMATIKA,quipper-582
FAKULTAS EKONOMI,ILMU EKONOMI,quipper-582
FAKULTAS EKONOMI,AKUNTANSI,quipper-582
FAKULTAS EKONOMI,MANAJEMEN,quipper-582
ANALISIS KIMIA,KIMIA,quipper-583
ANALISIS KIMIA,TEKNIK KIMIA,quipper-583
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,TEKNIK SIPIL,quipper-584
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,ARSITEKTUR,quipper-584
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,DESAAIN PRODUK,quipper-584
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,TEKNIK LINGKUNGAN,quipper-584
FAKULTAS TEKNIK ELEKTRO DAN TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,quipper-584
FAKULTAS TEKNIK ELEKTRO DAN TEKNIK INFORMATIKA,SISTEM INFORMASI,quipper-584
FAKULTAS TEKNIK ELEKTRO DAN TEKNIK INFORMATIKA,TEKNIK ELEKTRO,quipper-584
FAKULTAS TEKNOLOGI MINERAL DAN KELAUTAN,TEKNIK PERTAMBANGAN,quipper-584
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK MESIN,quipper-584
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK INDUSTRI,quipper-584
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK KIMIA,quipper-584
"FAKULTAS EKONOMI, BISNIS DAN ILMU SOSIAL",AKUNTANSI,quipper-586
"FAKULTAS EKONOMI, BISNIS DAN ILMU SOSIAL",MANAJEMEN,quipper-586
"FAKULTAS EKONOMI, BISNIS DAN ILMU SOSIAL",PARIWISATA,quipper-586
"FAKULTAS EKONOMI, BISNIS DAN ILMU SOSIAL",STATISTIKA,quipper-586
"FAKULTAS SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS",SISTEM INFORMASI,quipper-586
"FAKULTAS SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS",TEKNIK INFORMATIKA,quipper-586
"FAKULTAS SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS",ILMU KOMPUTER,quipper-586
"FAKULTAS SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS",FISIKA,quipper-586
"FAKULTAS SENI, DESAIN DAN HUMANIORA",DESAIN,quipper-586
"FAKULTAS SENI, DESAIN DAN HUMANIORA",ARSITEKTUR,quipper-586
FAKULTAS PSIKOLOGI,PSIKOLOGI,quipper-587
FAKULTAS SYARIAH DAN HUKUM,ILMU HUKUM,quipper-587
FAKULTAS SYARIAH DAN HUKUM,EKONOMI SYARIAH,quipper-587
FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK ELEKTRO,quipper-587
FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA,quipper-587
FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK INDUSTRI,quipper-587
FAKULTAS SAINS DAN TEKNOLOGI,SISTEM INFORMASI,quipper-587
FAKULTAS SAINS DAN TEKNOLOGI,MATEMATIKA,quipper-587
FAKULTAS EKONOMI DAN ILMU SOSIAL,AKUNTANSI,quipper-587
FAKULTAS EKONOMI DAN ILMU SOSIAL,MANAJEMEN,quipper-587
FAKULTAS EKONOMI DAN ILMU SOSIAL,ADMINISTRASI NEGARA,quipper-587
FAKULTAS USHULUDDIN,ILMU AGAMA ISLAM,quipper-587
FAKULTAS PERTANIAN DAN PETERNAKAN,PETERNAKAN,quipper-587
FAKULTAS PERTANIAN DAN PETERNAKAN,AGROTEKNOLOGI,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,PENDIDIKAN MATEMATIKA,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,PENDIDIKAN BAHASA INGGRIS,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,PENDIDIKAN BAHASA INDONESIA,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,GEOGRAFI,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,PENDIDIKAN ANAK USIA DINI,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,KIMIA,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,ILMU EKONOMI,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,ILMU AGAMA ISLAM,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,KEGURUAN & PENDIDIKAN,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,MANAJEMEN PENDIDIKAN,quipper-587
FAKULTAS TARBIYAH DAN KEGURUAN,PENDIDIKAN GEOGRAFI,quipper-587
FAKULTAS DAKWAH DAN KOMUNIKASI,ILMU KOMUNIKASI,quipper-587
FAKULTAS ILMU-ILMU SOSIAL DAN HUMANIORA,PSIKOLOGI,quipper-588
FAKULTAS ILMU-ILMU SOSIAL DAN HUMANIORA,MANAJEMEN,quipper-588
FAKULTAS ILMU-ILMU SOSIAL DAN HUMANIORA,ILMU HUKUM,quipper-588
FAKULTAS ILMU-ILMU SOSIAL DAN HUMANIORA,HUBUNGAN INTERNASIONAL,quipper-588
FAKULTAS ILMU KESEHATAN DAN FARMASI,FARMASI,quipper-588
FAKULTAS ILMU KESEHATAN DAN FARMASI,ILMU KEPERAWATAN,quipper-588
FAKULTAS ILMU KESEHATAN DAN FARMASI,KESEHATAN MASYARAKAT,quipper-588
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INGGRIS,quipper-588
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN OLAHRAGA,quipper-588
FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA,quipper-588
FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK MESIN,quipper-588
FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK SIPIL,quipper-588
JURUSAN SENI RUPA DAN DESAIN,SENI RUPA MURNI,quipper-589
JURUSAN SENI RUPA DAN DESAIN,KRIYA SENI,quipper-589
JURUSAN SENI RUPA DAN DESAIN,DESAIN KOMUNIKASI VISUAL,quipper-589
JURUSAN SENI RUPA DAN DESAIN,DESAIN INTERIOR,quipper-589
JURUSAN SENI PERTUJUKAN,TARI,quipper-589
JURUSAN SENI PERTUJUKAN,MUSIK,quipper-589
JURUSAN SENI PERTUJUKAN,TEATER & DRAMA,quipper-589
FAKULTAS SASTRA,SASTRA INGGRIS,quipper-590
FAKULTAS EKONOMI,MANAJEMEN,quipper-590
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU ADMINISTRASI,quipper-590
FAKULTAS PERTANIAN,AGRIBISNIS,quipper-590
FAKULTAS KEGURUAN DAN PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-590
FAKULTAS HUKUM,ILMU HUKUM,quipper-590
FAKULTAS TEKNIK,TEKNIK SIPIL,quipper-591
FAKULTAS TEKNIK,ARSITEKTUR,quipper-591
FAKULTAS PSIKOLOGI,PSIKOLOGI,quipper-591
FAKULTAS HUKUM,ILMU HUKUM,quipper-591
FAKULTAS KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,quipper-591
FAKULTAS AGAMA ISLAM,PENDIDIKAN BAHASA INGGRIS,quipper-591
FAKULTAS AGAMA ISLAM,ILMU AGAMA ISLAM,quipper-591
FAKULTAS AGAMA ISLAM,BIOLOGI,quipper-591
FAKULTAS AGAMA ISLAM,PERBANKAN,quipper-591
FAKULTAS AGAMA ISLAM,PENDIDIKAN MATEMATIKA,quipper-591
FAKULTAS EKONOMI,AKUNTANSI,quipper-591
FAKULTAS EKONOMI,MANAJEMEN,quipper-591
TEKNIK ELEKTRO,SISTEM INFORMASI,quipper-592
TEKNIK ELEKTRO,ILMU TEKNIK,quipper-592
TEKNIK ELEKTRO,TEKNIK INFORMATIKA,quipper-592
TEKNIK ELEKTRO,TEKNIK ELEKTRO,quipper-592
AKUNTANSI,AKUNTANSI,quipper-592
AKUNTANSI,LAINNYA,quipper-592
TEKNIK SIPIL,TEKNIK SIPIL,quipper-592
TEKNIK SIPIL,KONSTRUKSI,quipper-592
ADMINISTRASI BISNIS,BISNIS,quipper-592
ADMINISTRASI BISNIS,MANAJEMEN,quipper-592
ADMINISTRASI BISNIS,MANAJEMEN PEMASARAN,quipper-592
ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,quipper-592
TEKNIK MESIN,TEKNIK MESIN,quipper-592
TEKNIK MESIN,ILMU TEKNIK,quipper-592
ILMU EKONOMI,MANAJEMEN,quipper-593
ILMU EKONOMI,AKUNTANSI,quipper-593
FAKULTAS KEDOKTERAN,PENDIDIKAN DOKTER,quipper-594
FAKULTAS KEDOKTERAN,ILMU KEPERAWATAN,quipper-594
FAKULTAS KEDOKTERAN,KEBIDANAN,quipper-594
FAKULTAS KEDOKTERAN,PSIKOLOGI,quipper-594
FAKULTAS KEDOKTERAN,FARMASI,quipper-594
FAKULTAS TEKNIK,TEKNIK LINGKUNGAN,quipper-594
FAKULTAS TEKNIK,TEKNIK MESIN,quipper-594
FAKULTAS TEKNIK,TEKNIK INDUSTRI,quipper-594
FAKULTAS TEKNIK,TEKNIK SIPIL,quipper-594
FAKULTAS KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,quipper-594
FAKULTAS HUKUM,ILMU HUKUM,quipper-594
FAKULTAS EKONOMI,MANAJEMEN,quipper-594
FAKULTAS EKONOMI,AKUNTANSI,quipper-594
AKADEMI ANALIS FARMASI DAN MAKANAN,FARMASI,quipper-594
KESEHATAN,ILMU KEPERAWATAN,quipper-595
KESEHATAN,KEBIDANAN,quipper-595
GIZI,GIZI,quipper-596
KEPERAWATAN,ILMU KEPERAWATAN,quipper-596
KESEHATAN LINGKUNGAN,KESEHATAN LINGKUNGAN,quipper-596
KEBIDANAN,KEBIDANAN,quipper-596
KEPERAWATAN GIGI,ILMU KEPERAWATAN,quipper-596
ANALIS KESEHATAN,ANALIS KESEHATAN,quipper-596
FAKULTAS PERTANIAN,AGROTEKNOLOGI,quipper-597
FAKULTAS HUKUM,ILMU HUKUM,quipper-597
FAKULTAS EKONOMI,AKUNTANSI,quipper-597
FAKULTAS EKONOMI,MANAJEMEN,quipper-597
FAKULTAS PERIKANAN,PERIKANAN,quipper-597
FAKULTAS PERIKANAN,BUDIDAYA PERAIRAN,quipper-597
FAKULTAS ILMU KESEHATAN,KESEHATAN MASYARAKAT,quipper-597
FAKULTAS ILMU KESEHATAN,ILMU KEPERAWATAN,quipper-597
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INGGRIS,quipper-597
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,quipper-597
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INDONESIA,quipper-597
FAKULTAS BATIK,LAINNYA,quipper-597
FAKULTAS BATIK,DESAIN,quipper-597
FAKULTAS BATIK,RIAS DAN BUSANA,quipper-597
FAKULTAS FARMASI,FARMASI,quipper-598
FAKULTAS HUKUM,ILMU HUKUM,quipper-598
FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,MANAJEMEN,quipper-598
FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,AKUNTANSI,quipper-598
FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,ADMINISTRASI BISNIS,quipper-598
FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,ILMU KOMUNIKASI,quipper-598
FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,BISNIS DIGITAL,quipper-598
FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,ILMU PEMERINTAHAN & POLITIK,quipper-598
FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,HUBUNGAN INTERNASIONAL,quipper-598
FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,ADMINISTRASI PUBLIK,quipper-598
FAKULTAS TEKNIK DAN INFORMATIKA,TEKNIK MESIN,quipper-598
FAKULTAS TEKNIK DAN INFORMATIKA,TEKNIK SIPIL,quipper-598
FAKULTAS TEKNIK DAN INFORMATIKA,TEKNIK ELEKTRO,quipper-598
FAKULTAS TEKNIK DAN INFORMATIKA,TEKNIK INFORMATIKA,quipper-598
KRIPTOGRAFI,MANAJEMEN PERSANDIAN,quipper-599
KRIPTOGRAFI,TEKNIK PERSANDIAN,quipper-599
KEAMANAN SIBER,REKAYASA KEAMANAN SIBER,quipper-599
ILMU EKONOMI,MANAJEMEN,quipper-600
