institution_code,institution_name,body_type,link,student_amount,lecturer_amount,contact,description,unknown_field,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee
quipper-550,STIE TRI DHARMA WIDYA,SWASTA,https://campus.quipper.com/directory/stie-tri-dharma-widya,285.0,37.0,"{""website"": ""www.stietdw.ac.id"", ""email"": ""info@stietdw.ac.id / info@mm.stietdw.ac.id"", ""phone"": ""021-3912078""}","Menjadi lembaga pendidikan tinggi ekonomi dan bisnis terkemuka di Indonesia pada tahun 2021 adalah visi dari STIE Tri Dharma Widya. Untuk mewujudkan visi tersebut, kampus yang berada di pusat kota Jakarta ini terus melakukan pengembangan pada sistem pembelajarannya lho, Quipperian. Salah satunya yaitu dengan mengaplikasikan sistem pembelajaran E-Learning. Tak hanya dari sistem bembelajarannya saja lho, kampus ini juga mengembangkan fasilitas yang dapat menunjang pembelajaran, seperti fasilitas E-Library yang tentunya dapat memudahkan para mahasiswa untuk mengakses buku atau materi yang diperlukan dalam perkuliahan. Keren, ya!",{},3250000.0,3250000.0,3250000.0,6500000.0,6500000.0,6500000.0
quipper-551,AKADEMI ANALIS KESEHATAN BORNEO LESTARI BANJARBARU,SWASTA,https://campus.quipper.com/directory/akademi-analis-kesehatan-borneo-lestari-banjarbaru,204.0,10.0,"{""website"": ""www.aakborneolestari.ac.id"", ""email"": ""aakborles@gmail.com"", ""phone"": ""0511-4781787""}","Bisa menjadi bagian dari tenaga ahli kesehatan, tentu hal yang mulia. Pasti diantara Quipperian semua banyak yang ingin memikul tugas mulia tersebut. Akademi Analis Kesehatan Borneo Lestari Banjarbaru bisa dijadikan pilihan yang tepat. Sejak berdiri pada 25 Mei 2009, AAK Borneo Lestari diminati tidak hanya dari regional Kalimantan Selatan, namun juga dari wilayah Kalimantan lainnya. Tidak sedikit tenaga kesehatan handal telah lahir dari akademi ini.",{},4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
quipper-552,SEKOLAH TINGGI ILMU BAHASA ASING IEC JAKARTA,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-bahasa-asing-iec-jakarta,200.0,18.0,"{""website"": ""www.stibaiecjakarta.ac.id"", ""email"": ""stibaiecjakarta@yahoo.com"", ""phone"": ""021-8518685, 85916942""}","Quipperian, pasti di antara kalian ada yang suka sekali dengan bahasa Inggris. Saat ini, bahasa Inggris memang sudah umum digunakan masyarakat. Teman-teman yang tertarik mempelajari sastra inggris atau bahasa Inggris, Sekolah Tinggi Ilmu Bahasa Asing IEC ini mungkin bisa jadi pilihan kalian, Quipperian.",{},7000000.0,7000000.0,7000000.0,14000000.0,14000000.0,14000000.0
quipper-553,INSTITUT SAINS DAN TEKNOLOGI AKPRIND,SWASTA,https://campus.quipper.com/directory/institut-sains-dan-teknologi-akprind,4174.0,121.0,"{""website"": ""www.akprind.ac.id"", ""email"": ""info@akprind.ac.id"", ""phone"": ""0274-563029""}","Institut Sains dan Teknologi Akprind  merupakan salah satu perguruan tinggi swasta yang berada di Yogyakarta. Dalam sejarahnya, IST AKPRIND didirikan pada awalnya sebagai Akademi Perindustrian dan Akademi Teknologi Industri dengan SK Yayasan pada tanggal 7 Mei 1970. Kemudian pada tanggal 7 Mei 1986 berubah menjadi Institut Teknologi AKPRIND. Pada tanggal 12 Mei 1987 kampus ini berubah nama menjadi Institut Sains & Teknologi AKPRIND sampai sekarang.",{},3800000.0,3800000.0,3800000.0,7600000.0,7600000.0,7600000.0
quipper-554,SEKOLAH TINGGI ILMU EKONOMI AHMAD DAHLAN JAKARTA,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-ahmad-dahlan-jakarta,3109.0,96.0,"{""website"": ""www.stiead.ac.id"", ""email"": ""ibmstiead@gmail.com"", ""phone"": ""021-7430930""}","Sekolah Tinggi Ilmu Ekonomi Ahmad Dahlan Jakarta merupakan pengembangan dari Akademi Keuangan dan Perbankan Muhammadiyah . Pada tahun 1998, AKPM mengembangkan diri menjadi STIE Ahmad Dahlan Jakarta. STIE Ahmad Dahlan menyadari pentingnya ilmu keuangan untuk menjawab tantangan zaman yang semakin maju.",{},5000000.0,5000000.0,5000000.0,10000000.0,10000000.0,10000000.0
quipper-555,UNIVERSITAS SURAKARTA,SWASTA,https://campus.quipper.com/directory/universitas-surakarta,5243.0,193.0,"{""website"": ""www.unsa.ac.id"", ""email"": ""info@unsa.ac.id"", ""phone"": ""0271-825117""}","Universitas Surakarta  memiliki julukan yang unik yaitu Kampus Bumi Bengawan, dikarenakan kampus ini berada di seberang Sungai Bengawan Solo. Pada awal berdirinya di tahun 1995, UNSA merupakan sebuah Sekolah Tinggi Ilmu Administrasi  Solo yang bernaung di bawah pengelolaan Yayasan Perguruan Tinggi Surakarta . Lalu pada tahun 1998, dilakukan pengembangan STIA yang kemudian beralih bentuk menjadi Universitas Surakarta yang dikenal hingga saat ini.",{},2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0
quipper-556,SAE INDONESIA,SWASTA,https://campus.quipper.com/directory/sae-indonesia,200.0,30.0,"{""website"": ""https://indonesia.sae.edu/id/"", ""email"": ""jakarta@sae.edu"", ""phone"": ""021-7890145, 08771234 6567""}","SAE merupakan lembaga terkemuka di dunia dalam industri pendidikan media kreatif, Quipperian. Didirikan sejak tahun 1976, kini SAE telah memiliki lebih dari 50 kampus yang tersebar di 27 negara, lho! Di Indonesia, SAE menawarkan program Diploma atau Sarjana Terapan Seni yang terakreditasi BAN-PT dengan pilihan studi Animasi, Audio, Film, dan Bisnis Musik. Menariknya lagi, di SAE tersedia program Double-Degree dimana kamu bisa mendapatkan gelar sarjana dari Middlesex University London tanpa harus pergi kuliah ke Inggris. Tersedia juga program Pathway ke Australia atau New Zealand, dimana kamu bisa mendapatkan gelar sarjana kurang dari 3 tahun Quipperian! Yuk kita simak profil lengkapnya berikut ini!",{},25000000.0,25000000.0,25000000.0,50000000.0,50000000.0,50000000.0
quipper-558,UNIVERSITAS KATOLIK WIDYA MANDIRA,SWASTA,https://campus.quipper.com/directory/universitas-katolik-widya-mandira,8197.0,216.0,"{""website"": ""www.unwira.ac.id"", ""email"": ""info@unwira.ac.id"", ""phone"": ""0380-833395""}",Tahukah Quipperian bahwa kata widya mandira yang diambil sebagai nama Universitas Katolik Widya Mandira  ternyata memiliki arti menara ilmu pengetahuan? Unwira lahir dari keprihatinan akan terbatasnya pendidikan tinggi untuk masyarakat katolik dan kecilnya jumlah lulusan sekolah menengah di Nusa Tenggara Timur. Unwira berdiri pada tahun 1982 dan berada di bawah Yayasan Pendidikan Katolik Arnoldus.,{},4200000.0,4200000.0,4200000.0,8400000.0,8400000.0,8400000.0
quipper-559,UNIVERSITAS JABAL GHAFUR,SWASTA,https://campus.quipper.com/directory/universitas-jabal-ghafur,3431.0,238.0,"{""website"": ""www.unigha.ac.id"", ""email"": ""unigha@unigha.ac.id"", ""phone"": ""065-324610""}","Terletak di Jalan Gle Gapui Aceh, universitas yang didirikan pada 1982 ini dinaungi oleh Yayasan Kampus Jabal Ghafur. Konon, pendiri Universitas Jabal Ghafur adalah seorang putra asli Aceh bernama Nurdin Abdurrahman  yang menjadi rektor pertama di universitas ini. Tahun demi tahun Universitas Jabal Ghafur terus berbenah untuk mempersiapkan generasi muda yang berakhlak mulia dan bertanggung jawab. Kampus ini bisa menjadi pilihan Quipperian yang ingin berkuliah di Negeri Serambi Mekkah.",{},5000000.0,5000000.0,5000000.0,10000000.0,10000000.0,10000000.0
quipper-560,LEMBAGA PENDIDIKAN DAN PENGEMBANGAN PROFESI INDONESIA,SWASTA,https://campus.quipper.com/directory/lembaga-pendidikan-dan-pengembangan-profesi-indonesia-lp3i,10745.0,514.0,"{""website"": ""www.plj.ac.id"", ""email"": ""direktorat@plj.ac.id"", ""phone"": ""021-31904598, 0815 1475 6666""}","Lembaga Pendidikan dan Pengembangan Profesi Indonesia atau yang lebih dikenal dengan LP3I merupakan pendidikan tinggi vokasi bagi mahasiswa yang ingin cepat tepat kerja dengan desain kurikulum selaras dengan standard kompetensi dunia kerja dan industri. Selain itu, kampus ini juga dilengkapi dengan sertifikasi kompetensi standar nasional dan internasional. Tidak hanya itu, pengajarannya pun didukung dengan dosen praktisi dan kompeten di bidangnya dengan penekanan pada kemampuan keterampilan kerja , Soft skill sesuai dunia kerja serta menanamkan jiwa wirausaha, sehingga mahasiswanya dapat bekerja atau berkarya sebelum diwisuda. Keren kan, Quipperian!",{},8000000.0,8000000.0,8000000.0,16000000.0,16000000.0,16000000.0
quipper-562,UNIVERSITAS BHAYANGKARA JAKARTA RAYA,SWASTA,https://campus.quipper.com/directory/universitas-bhayangkara-jakarta-raya,7780.0,242.0,"{""website"": ""www.ubharajaya.ac.id"", ""email"": ""info@ubharajaya.ac.id"", ""phone"": ""021-7267655; 021-7231948""}","Universitas Bhayangkara Jakarta Raya  adalah universitas yang berada di bawah Yayasan Brata Bhakti. Serunya berkuliah di UBHARA JAYA adalah Quipperian bisa berkecimpung langsung di masyarakat karena PTS ini memiliki lembaga pengabdian masyarakatnya sendiri. Selain itu, UBHARA JAYA juga cukup rutin menggelar seminar baik yang berskala nasional maupun internasional, lho.",{},5000000.0,5000000.0,5000000.0,10000000.0,10000000.0,10000000.0
quipper-563,UNIVERSITAS NEGERI KHAIRUN,SWASTA,https://campus.quipper.com/directory/universitas-negeri-khairun,1120.0,115.0,"{""website"": ""unkhair.ac.id"", ""email"": ""admin@unkhair.ac.id"", ""phone"": ""0921-3110901, 0921-3110903""}","Tahukah Quipperian, Universitas Khairun  dulu berstatus sebagai perguruan tinggi swasta  lho! Tapi, semenjak pemekaran Provinsi Maluku Utara pada tahun 1998, Unkhair harus berubah menjadi perguruan tinggi negeri  sebagai salah satu syarat pembentukan provinsi. Akhirnya, pada tahun 2004, Unkhair resmi menyandang status PTN di bawah naungan Kementerian Pendidikan dan Kebudayaan.",{},1450000.0,500000.0,2400000.0,2900000.0,1000000.0,4800000.0
quipper-566,UNIVERSITAS RIAU KEPULAUAN,SWASTA,https://campus.quipper.com/directory/universitas-riau-kepulauan,4878.0,180.0,"{""website"": ""www.unrika.ac.id"", ""email"": ""info@unrika.ac.id"", ""phone"": ""0778-392752""}","Tahukah Quipperian, bahwa Universitas Riau Kepulauan atau sering disebut Unrika ini merupakan perguruan tinggi swasta ternama yang ada di Provinsi Kepulauan Riau. Universitas yang berdiri tahun 2006 ini merupakan gabungan dari STIE Batam, STT Batam dan STKIP Batam. Unrika hingga saat ini memiliki 5 Fakultas dan 14 program studi.",{},3750000.0,3750000.0,3750000.0,7500000.0,7500000.0,7500000.0
quipper-568,SEKOLAH TINGGI TEKNIK HARAPAN,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-teknik-harapan,2306.0,177.0,"{""website"": ""www.stth-medan.ac.id"", ""email"": ""biro@stth-medan.ac.id"", ""phone"": ""061-7366804""}","Akademi Teknik Harapan telah terdaftar di Departemen Pendidikan dan Kebudayaan Republik Indonesia sejak 1981. Sejalan dengan meningkatnya kebutuhan akan tenaga teknik yang profesional, maka pada 1989 Akademi Teknik Harapan  dikembangkan menjadi Sekolah Tinggi Teknik Harapan  Medan, Quipperian. Sebagai sekolah tinggi teknik swasta, STTH Medan berusaha meningkatkan kualitas pembelajaran dengan memenuhi berbagai fasilitas yang dibutuhkan mahasiswanya, salah satunya dengan menjadi sekolah tinggi yang mempunyai fasilitas laboratorium terlengkap di Medan.",{},6000000.0,6000000.0,6000000.0,12000000.0,12000000.0,12000000.0
quipper-569,UNIVERSITAS GUNUNG RINJANI,SWASTA,https://campus.quipper.com/directory/universitas-gunung-rinjani,1503.0,65.0,"{""website"": ""www.univgunungrinjani.ac.id"", ""email"": ""univgunungrinjani@yahoo.co.id"", ""phone"": ""0376-631620 atau 631621""}","Quipperian pasti sudah tidak asing dengan nama gunung berapi kedua tertinggi di Indonesia. Ya, Gunung Rinjani. Ternyata di sekitar gunung tersebut, ada sebuah kampus bernama Universitas Gunung Rinjani. Kampus ini sudah berdiri sejak 1996 dan memiliki lima fakultas. Kampus ini juga telah diakui dan diakreditasi oleh Pemerintah. Quipperian bisa menimba ilmu sekaligus sesekali menikmati indahnya alam Indonesia dengan mendaki ke Gunung Rinjani. Menarik!",{},1250000.0,1250000.0,1250000.0,2500000.0,2500000.0,2500000.0
quipper-571,SEKOLAH TINGGI TEKNOLOGI TERPADU NURUL FIKRI,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-teknologi-terpadu-nurul-fikri,372.0,43.0,"{""website"": ""www.nurulfikri.ac.id"", ""email"": ""info@nurulfikri.ac.id"", ""phone"": ""021-7863191""}","Tahukah Quipperian bahwa Sekolah Tinggi Teknologi Terpadu Nurul Fikri  merupakan perguruan tinggi yang memadukan keilmuan praktis di bidang teknologi informasi dengan pengembangan kepribadian islami? Pada tahun 2012, STT-NF resmi berdiri berdasarkan SK Menteri Pendidikan dan Kebudayaan Nomor 269/E/O/2012. Setelah berjalan dua tahun, tepatnya pada 2014, program studi yang dikelola STT-NF yaitu Sistem Informasi dan Informatika berhasil mendapatkan Akreditasi BAN-PT, berdasarkan SK Nomor 483/SK/BAN-PT/Akred/S/XII/2014 dan 468/SK/BAN-PT/Akred/S/XII/2014. Dan pada bulan September 2016 lalu, STT-NF telah meluluskan 37 orang mahasiswa angkatan pertama tahun 2012 yang seluruh alumninya telah terserap oleh pasar kerja. Cek info lengkapnya yuk!",{},6500000.0,6500000.0,6500000.0,13000000.0,13000000.0,13000000.0
quipper-573,SEKOLAH TINGGI ILMU KESEHATAN BAITURRAHIM JAMBI,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-baiturrahim-jambi,1013.0,88.0,"{""website"": ""www.stikba.ac.id"", ""email"": ""info@stikba.ac.id"", ""phone"": ""0741-33030""}","Tahun 1993 merupakan cikal-bakal pendirian Sekolah Tinggi Ilmu Kesehatan Baiturrahim  Jambi. Kampus yang sebelumnya bernama Akademi Keperawatan Baiturrahim ini menargetkan pencetakan lulusan di bidang kesehatan yang profesional, kompeten serta memiliki kualitas iman dan taqwa. Berbagai program studi ditawarkan seperti S1 Keperawatan dan Profesi Ners, S1 Gizi, D3 Keperawatan, D3 Kebidanan dan D3 Fisioterapi. Proses pembejaran di STIKBA diselenggarakan dengan pendampingan para ahli serta sarana dan prasarana berstandar nasional. Kampus ini cocok untuk Quipperian yang ingin menimba ilmu di bidang kesehatan.",{},2750000.0,2750000.0,2750000.0,5500000.0,5500000.0,5500000.0
quipper-574,AKADEMI SEKRETARI DAN MANAJEMEN ARIYANTI,SWASTA,https://campus.quipper.com/directory/akademi-sekretari-dan-manajemen-ariyanti,750.0,60.0,"{""website"": ""www.asm.ariyanti.ac.id"", ""email"": ""asmariyanti@ariyanti.ac.id"", ""phone"": ""022-6021781, 08122094430""}","Di era globalisasi seperti sekarang, perputaran sektor ekonomi bergerak dengan sangat cepat. Tiap perusahaan pasti melakukan pengembangan di berbagai divisi, terutama Sumber Daya Manusia. Untuk mendapatkan SDM yang berkualitas, tentu perusahaan sangat selektif dalam memilih dan merekrut para staf dan karyawannya. Nah, untuk menjawab tantangan tersebut, Akademi Sekretari dan Manajemen Ariyanti hadir sebagai lembaga pendidikan yang dapat mencetak SDM kreatif dan berkualitas yang memiliki peluang besar untuk direkrut sebagai pegawai dan juga siap kerja. Hal ini dibuktikan dengan banyaknya alumni Akademi Sekretari dan Manajemen Ariyanti yang sukses berkarier di berbagai bidang hingga mencapai posisi strategis di dalam sebuah perusahaan. Beberapa posisi strategis tersebut antara lain: Financial Controller Arion Swiss-Belhotel Bandung, General Manager Pramestha Resort Town, dan masih banyak lagi profesi keren lainnya. So, kamu gak perlu ragu lagi untuk menjadikan Akademi Sekretari dan Manajemen sebagai referensi studi kamu ya, Quipperian!",{},7000000.0,7000000.0,7000000.0,14000000.0,14000000.0,14000000.0
quipper-575,IKIP MATARAM,SWASTA,https://campus.quipper.com/directory/ikip-mataram,6564.0,314.0,"{""website"": ""www.ikipmataram.ac.id"", ""email"": ""rektorat@ikipmataram.ac.id"", ""phone"": ""0370-632082""}","Quipperian, IKIP Mataram sudah berdiri sejak tahun 1967. Kampus yang berlokasi di Mataram ini sudah memiliki sepuluh program studi strata 1 yang semuanya terakreditasi B, loh! Nah, Bagi Quipperian yang tertarik menimba ilmu di Mataram, IKIP Mataram siap menjadi tempat belajar yang berkualitas dengan 314 dosen bergelar master dan doktor.",{},1500000.0,1500000.0,1500000.0,3000000.0,3000000.0,3000000.0
quipper-578,SEKOLAH TINGGI ILMU MANAJEMEN INDONESIA  MEULABOH,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-manajemen-indonesia-stimi-meulaboh,-1.0,-1.0,"{""website"": ""www.stimimeulaboh.ac.id"", ""email"": ""stimi.meulaboh@yahoo.com"", ""phone"": ""0655-7551574""}","Quipperian, sekolah tinggi yang satu ini telah resmi berdiri sejak 2 Februari 2001. Dalam perkembangannya ruang kuliah dan fasilitas yang awalnya masih berstatus sewa, kini telah mandiri. STIMI membangun gedung tiga lantai untuk keperluan kuliah dan kantor. Saat ini, kampus ini memiliki dua program studi, yaitu ekonomi manajeman dan manajemen keuangan dan perbankan.",{},3600000.0,3600000.0,3600000.0,7200000.0,7200000.0,7200000.0
quipper-579,UNIVERSITAS SATYAGAMA,SWASTA,https://campus.quipper.com/directory/universitas-satyagama,4593.0,143.0,"{""website"": ""www.satyagama.ac.id"", ""email"": ""info@satyagama.ac.id"", ""phone"": ""021-5452377""}","Tahukah Quipperian bahwa seluruh program studi yang ada di Universitas Satyagama telah terakreditasi oleh Badan Akreditasi Nasional Perguruan Tinggi ? Oleh karena itu, lulusan Universitas Satyagama dapat dipercaya dan diterima, serta dapat berkarya dengan baik di Instansi Pemerintah, swasta, maupun sebagai wiraswasta yang mandiri.",{},3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
quipper-580,POLITEKNIK ACEH,SWASTA,https://campus.quipper.com/directory/politeknik-aceh,290.0,51.0,"{""website"": ""www.politeknikaceh.ac.id"", ""email"": ""info@politeknikaceh.ac.id"", ""phone"": ""0651-31857""}","Quipperian, Politeknik Aceh merupakan salah satu perguruan tinggi vokasi di Banda Aceh yang dibangun dari hasil kerja sama antara Pemerintah Kota Banda Aceh, Pemerintah Aceh, PT. Chevron Pacific Indonesia, BRR dan USAID setelah bencana tsunami pada tahun 2004. Sementara itu, peresmian Gedung Politeknik Aceh baru dilakukan pada tanggal 23 Februari 2009 oleh Presiden Republik Indonesia, Susilo Bambang Yudhoyono. Saat ini Politeknik Aceh telah meraih predikat Akreditasi Institusi B dari BAN-PT.",{},5500000.0,5500000.0,5500000.0,11000000.0,11000000.0,11000000.0
quipper-581,UNIVERSITAS MAHASARASWATI DENPASAR,SWASTA,https://campus.quipper.com/directory/universitas-mahasaraswati-denpasar,9118.0,312.0,"{""website"": ""www.unmas.ac.id"", ""email"": ""info@unmas.ac.id"", ""phone"": ""0361-227019""}","Universitas Mahasaraswati  Denpasar merupakan Perguruan Tinggi Swasta yang dikelola oleh Yayasan Perguruan Rakyat Saraswati Denpasar. Unmas berdiri pada tahun 1963 dengan nama IKIP Saraswati kemudian berubah menjadi Universitas Mahasaraswati Denpasar. Pada 2015, Unmas mendapat peringkat ke-44 versi Klasifikasi dan Pemeringkatan Perguruan Tinggi Indonesia 2015 oleh Kementerian Riset, Teknologi dan Pendidikan Tinggi RI, dengan mengungguli dua universitas negeri di Bali. Nah tidak salah jika kampus ini menjadi pilihan Quipperian kan?",{},4300000.0,4300000.0,4300000.0,8600000.0,8600000.0,8600000.0
quipper-582,UNIVERSITAS BUNG HATTA,SWASTA,https://campus.quipper.com/directory/universitas-bung-hatta,6319.0,257.0,"{""website"": ""www.bunghatta.ac.id"", ""email"": ""rektorat@bunghatta.ac.id atau humas@bunghatta.ac.id"", ""phone"": ""0751-7051678 atau 7052096""}","Universitas Bung Hatta  berdiri sejak tahun 1981. Kampus ini memiliki 24 program studi yang diakreditasi oleh Badan Akreditasi Nasional. Berdasarkan rilis Kementerian Ristekdikti tahun 2017, UBH masuk 71 besar universitas Non-Politeknik di Indonesia. Quipperian yang berdomisili di Sumatera Barat dan sekitarnya bisa menjadikan kampus ini sebagai pilihan tempat menimba ilmu.",{},5600000.0,5600000.0,5600000.0,11200000.0,11200000.0,11200000.0
quipper-583,AKADEMI KIMIA ANALISIS CARAKA NUSANTARA,SWASTA,https://campus.quipper.com/directory/akademi-kimia-analisis-caraka-nusantara,-1.0,-1.0,"{""website"": ""www.akacn.ac.id"", ""email"": ""info@akacn.ac.id / akacaraka@yahoo.co.id"", ""phone"": ""021-8710001, 08131733 1429""}","Tahukah Quipperian, Indonesia saat ini memiliki ribuan industri seperti makanan, minuman, obat-obatan, minyak dan gas, dan lain sebagainya? Untuk mendukung keamanan dan menjaga mutu serta kualitas produk yang akan dipasarkan, seorang analis kimia menjadi ujung tombak untuk menguji kualitas dari produk-produk tersebut. AKA Caraka Nusantara yang memiliki fokus program studi Analisis Kimia ini dapat menjadi tempat yang cocok bagi kalian yang ingin menjadi seorang Kimia Analis. Berdasarkan data dari AKA Caraka Nusantara, lebih dari 95% lulusannya telah bekerja sesuai dengan bidang keahliannya, bahkan telah mencapai karier sebagai pimpinan dan pemilik perusahaan. Luar biasa ya, Quipperian!",{},7400000.0,7400000.0,7400000.0,14800000.0,14800000.0,14800000.0
quipper-584,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,SWASTA,https://campus.quipper.com/directory/institut-teknologi-adhi-tama-surabaya,7493.0,165.0,"{""website"": ""www.itats.ac.id"", ""email"": ""itats@itats.ac.id"", ""phone"": ""08123098651""}","Institut Teknologi Adhi Tama Surabaya  merupakan perguruan tinggi teknik terlengkap dan berkualitas di Jawa Timur. Saat pertama berdiri di tahun 1963,  perguruan tinggi ini dikenal dengan nama Akademik Teknik Surabaya  yang kemudian pada tahun 1984 berganti menjadi Institut Teknologi Adhi Tama Surabaya .",{},7300000.0,7300000.0,7300000.0,14600000.0,14600000.0,14600000.0
quipper-585,AKADEMI PARIWISATA DAN PERHOTELAN GANESHA MALANG,SWASTA,https://campus.quipper.com/directory/akademi-pariwisata-dan-perhotelan-ganesha-malang,572.0,21.0,"{""website"": ""www.apartel-ganesha.ac.id"", ""email"": ""info@apartel-ganesha.ac.id"", ""phone"": ""0341-473905""}","Quipperian pasti tahu kan kalau pariwisata di daerah Kota Batu, Malang, sekarang ini sedang berkembang pesat? Semakin berkembangnya sektor pariwisata, maka kebutuhan akan tenaga profesional di bidang pariwisata juga ikut meningkat. Untuk mencukupi kebutuhan tersebut, maka pada tahun 2005 didirikanlah Akademi Pariwisata dan Perhotelan Ganesha. Di kampus ini kamu akan dibentuk menjadi tenaga profesional yang siap bekerja, Quipperian.",{},3500000.0,3500000.0,3500000.0,7000000.0,7000000.0,7000000.0
quipper-586,MATANA UNIVERSITY,SWASTA,https://campus.quipper.com/directory/matana-university,744.0,57.0,"{""website"": ""www.matanauniversity.ac.id"", ""email"": ""info@matanauniversity.ac.id"", ""phone"": ""021-29232999""}","Halo Quipperian! Buat kamu yang masih bingung memilih kampus mana yang akan kamu jadikan tempat studi nanti, Matana University bisa dijadikan referensi yang pas, nih! Selain program studi yang ditawarkan banyak dan juga berkualitas, kamu juga akan mendapatkan keuntungan lainnya, lho! Berbagai keuntungan tersebut di antaranya adalah: berbagai macam program beasiswa yang disediakan oleh kampus, fasilitas penunjang belajar yang sangat lengkap, adanya sertifikasi profesi sesuai konsentrasi pada program studi yang kamu pilih, hingga kerja sama Matana University dengan berbagai macam perusahaan yang pastinya akan berpengaruh kepada jenjang karier kamu nanti, Quipperian! Nah, mau tahu info lengkap dari kampus keren ini? Simak profilnya berikut ini, yuk!",{},11000000.0,11000000.0,11000000.0,22000000.0,22000000.0,22000000.0
quipper-588,UNIVERSITAS MUHAMMADIYAH KALIMANTAN TIMUR,SWASTA,https://campus.quipper.com/directory/universitas-muhammadiyah-kalimantan-timur,2000.0,120.0,"{""website"": ""www.umkt.ac.id"", ""email"": ""publikasisosmedumkt@gmail.com"", ""phone"": ""0541-748511""}","Universitas Muhammadiyah Kalimantan Timur  merupakan gabungan dari STIKES Muhammadiyah Samarinda dan STIE Muhammadiyah Samarinda. Kampus ini sering mengadakan kerja sama internasional lho Quipperian, seperti kolaborasi Fakultas Kesehatan dengan Chulalongkorn University Thailand, serta double degree program antara UMKT bersama Kingston University dan beberapa kampus lain di luar negeri. Di sini Quipperian bisa memilih 16 program studi yang terdapat di empat fakultas. Apa saja pilihannya? Yuk, kita simak!",{},3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
quipper-590,UNIVERSITAS ABDURACHMAN SALEH,SWASTA,https://campus.quipper.com/directory/universitas-abdurachman-saleh,3483.0,88.0,"{""website"": ""www.unars.ac.id"", ""email"": ""admin@unars.ac.id"", ""phone"": ""0338-671191""}","Buat Quipperian yang masih bingung melanjutkan ke mana setelah lulus bangku SMA, kampus yang satu ini bisa jadi alternatif pilihan. Berlokasi di Jalan PB Sudirman, Situbondo, Universitas Abdurachman Saleh cocok buat kalian yang tinggal di kawasan Jawa Timur, khususnya Situbondo. Kampus yang lebih dikenal dengan sebutan Unars ini sudah berdiri sejak tahun 1981 dan telah memiliki enam fakultas.",{},3500000.0,3500000.0,3500000.0,7000000.0,7000000.0,7000000.0
quipper-591,UNIVERSITAS MUHAMMADIYAH ACEH,SWASTA,https://campus.quipper.com/directory/universitas-muhammadiyah-aceh,5808.0,168.0,"{""website"": ""www.unmuha.ac.id"", ""email"": ""rektorat@unmuha.ac.id"", ""phone"": ""0651-31583""}","Universitas Muhammadiyah Aceh atau biasa disebut Unmuha merupakan salah satu perguruan tinggi swasta di kota Banda Aceh. Unmuha berdiri pada tanggal 11 Maret 1987, memiliki moto yaitu moralitas dan intelektualitas. Saat ini, Unmuha memiliki enam fakultas yaitu hukum, ekonomi, teknik, agama Islam, kesehatan masyarakat, dan psikologi.",{},7000000.0,7000000.0,7000000.0,14000000.0,14000000.0,14000000.0
quipper-593,SEKOLAH TINGGI ILMU EKONOMI WIDYA GAMA,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-widya-gama,2045.0,49.0,"{""website"": ""www.stiewidyagamalumajang.ac.id"", ""email"": ""info@stiewidyagamalumajang.ac.id"", ""phone"": ""0334-881924""}","Quipperian ingin kuliah sambil bekerja? Sekolah Tinggi Ilmu Ekonomi Widya Gama Lumajang atau dikenal dengan STIE Widya Gama bisa menjadi pilihannya. STIE Widya Gama membuka kelas malam yang dapat diambil para pekerja selain kuliah reguler di kelas pagi dengan sistem pendidikan yang sama. Selain penilaian prestasi, STIE Widya Gama juga mengembangkan berbagai penelitian sebagai penerapan peran perguruan tinggi ini yaitu menjadi Agent of Innovation. Ingin tahu profilnya?",{},2900000.0,2900000.0,2900000.0,5800000.0,5800000.0,5800000.0
quipper-594,UNIVERSITAS MALAHAYATI,SWASTA,https://campus.quipper.com/directory/universitas-malahayati,5556.0,301.0,"{""website"": ""www.malahayati.ac.id"", ""email"": ""info@malahayati.ac.id"", ""phone"": ""0721-271112, 0721-271114""}","Hai, Quipperian! Tahukah kamu, Universitas Malahayati  merupakan universitas swasta terdepan dan bergengsi di Lampung. Universitas yang mengambil nama pahlawan wanita asal Aceh ini telah menghasilkan banyak lulusan terbaik lho. Unmal tak hanya mengembangkan ilmu pengetahuan dari berbagai disiplin ilmu. Para mahasiswanya juga akan dibekali kedisiplinan, etika dan religi untuk membangun sumber daya manusia yang berkualitas. Sudah siap bergabung, Quipperian?",{},3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
