institution_name,institution_code,body_type,link,student_amount,lecturer_amount,contact,description,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,address,province,campus_accreditation,quipper_code,pddikti_code,rencanamu_code,banpt_code
SEKOLAH TINGGI ILMU EKONOMI BINA KARYA,1178,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stie-binakarya.ac.id"", ""email"": ""stiebinakaryatt@gmail.com"", ""phone"": ""0621-24775 / 0621-24775""}",-,2750000.0,2500000.0,3000000.0,5500000.0,5000000.0,6000000.0,"Jl Badak No 24 Tebing Tinggi, KOTA TEBING TINGGI",SUMATERA UTARA,B,-,pddikti-1261,-,banpt-3129
SEKOLAH TINGGI ILMU EKONOMI BUDI PERTIWI,1179,SWASTA,-,-1.0,-1.0,"{""website"": ""www.budipertiwi.ac.id"", ""email"": ""stie.budipertiwi@yahoo.com"", ""phone"": ""7310470 / 400317""}",-,2750000.0,2500000.0,3000000.0,5500000.0,5000000.0,6000000.0,"Jalan Surotokunto No 2 Rawagabus, KABUPATEN KARAWANG",JAWA BARAT,BAIK,-,pddikti-1554,-,banpt-1468
SEKOLAH TINGGI TEKNOLOGI PRATAMA ADI,1180,SWASTA,-,-1.0,-1.0,"{""website"": ""www.sttpratamaadi.ac.id"", ""email"": ""pratamaadi.banjaran@gmail.com"", ""phone"": ""02258990052 / 02258990052""}",-,2700000.0,2700000.0,2700000.0,5400000.0,5400000.0,5400000.0,"Jl. Gading Tutuka Residence  Desa Ciluncat, KABUPATEN BANDUNG",JAWA BARAT,BAIK,-,pddikti-1900,-,banpt-580
INSTITUT TEKNOLOGI DAN BISNIS ARUNGPALAKKA,1181,SWASTA,-,-1.0,-1.0,"{""website"": ""https://itbarungpalakka.ac.id/"", ""email"": ""itbapbone@gmail.com"", ""phone"": ""082258079671""}",-,2700000.0,2400000.0,3000000.0,5400000.0,4800000.0,6000000.0,KABUPATEN BONE,SULAWESI SELATAN,TIDAK TERAKREDITASI,-,pddikti-103,-,banpt-168
UNIVERSITAS SAPTA MANDIRI,1182,SWASTA,-,-1.0,-1.0,"{""website"": ""univsm.ac.id"", ""email"": ""biro.adtsi@univsm.ac.id"", ""phone"": ""087776877462 / 2095962""}",-,2700000.0,2700000.0,2700000.0,5400000.0,5400000.0,5400000.0,KABUPATEN BALANGAN,KALIMANTAN SELATAN,BAIK,-,pddikti-2063,-,banpt-277
UNIVERSITAS SJAKHYAKIRTI,1183,SWASTA,https://campus.quipper.com/directory/universitas-sjakhyakirti,3602.0,105.0,"{""website"": ""www.unisti.ac.id"", ""email"": ""sa@unisti.ac.id"", ""phone"": ""0711-358320""}","Universitas Sjakhyakirti merupakan perguruan tinggi tertua sekaligus pelopor pendidikan tinggi di Sumatera Selatan loh! Universitas ini didirikan pada tanggal 1 April 1953 oleh H. R.H.A. Rani. Pada tahun 1960, seluruh kegiatannya dinontaktifkan dan diserahkan ke Universitas Sriwijaya. Di tahun 1980, kembali diaktifkan dan dua tahun berikutnya menjadi sebuah universitas. Seiring perkembangan, Sjakhyakirti memiliki empat fakultas yang bisa jadi pilihan Quipperian dalam mengenyam bangku kuliah.",2700000.0,2700000.0,2700000.0,5400000.0,5400000.0,5400000.0,-,SUMATERA SELATAN,B,quipper-329,-,-,banpt-2002
UNIVERSITAS PGRI BANYUWANGI,1184,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unibabwi.ac.id"", ""email"": ""info@unibabwi.ac.id"", ""phone"": ""0333-4466937 / 0333-4466937""}",-,2700000.0,150000.0,5250000.0,5400000.0,300000.0,10500000.0,"Jalan Ikan Tongkol No. 22 Kertosari Banyuwangi, KABUPATEN BANYUWANGI",JAWA TIMUR,BAIK,-,pddikti-693,-,banpt-3051
UNIVERSITAS MUHAMMADIYAH SINJAI,1185,SWASTA,-,-1.0,-1.0,"{""website"": ""http://umsi.ac.id/"", ""email"": ""ums.sinjai@gmail.com"", ""phone"": ""0482-22954 / 0482-22954""}",-,2700000.0,900000.0,4500000.0,5400000.0,1800000.0,9000000.0,"RT/RW 001/001 Jl. Teuku Umar No.8 Kelurahan Biringngere Kec. Sinjai Utara, KABUPATEN SINJAI",SULAWESI SELATAN,BAIK SEKALI,-,pddikti-1443,-,banpt-1822
SEKOLAH TINGGI ILMU EKONOMI EKADHARMA INDONESIA,1186,SWASTA,-,-1.0,-1.0,"{""website"": ""http://ekadharma.ac.id"", ""email"": ""info@ekadharma.ac.id"", ""phone"": ""085774513424""}",-,2700000.0,2700000.0,2700000.0,5400000.0,5400000.0,5400000.0,"Jl. Ki Hajar Dewantara  Desa Sukaraya  Kec. Karangbahagia, KABUPATEN BEKASI",JAWA BARAT,BAIK,-,pddikti-2390,-,banpt-2129
INSTITUT PENDIDIKAN TAPANULI SELATAN,1187,SWASTA,-,-1.0,-1.0,"{""website"": ""iptapsel.ac.id"", ""email"": ""iptapsel@gmail.com"", ""phone"": ""081326284232""}",-,2686500.0,1835000.0,3538000.0,5373000.0,3670000.0,7076000.0,"Jalan Sutan Muhammad Arif Kel. Batang Ayumi Jae - Padangsidimpuan, KOTA PADANG SIDEMPUAN",SUMATERA UTARA,B,-,pddikti-1067,-,banpt-1740
UNIVERSITAS KATOLIK WEETEBULA,1188,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": ""081237963139""}",-,2685000.0,2560000.0,2810000.0,5370000.0,5120000.0,5620000.0,KABUPATEN SUMBA BARAT DAYA,NUSA TENGGARA TIMUR,BAIK SEKALI,-,pddikti-138,-,banpt-632
STKIP ABDI WACANA WAMENA,1189,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stkipabdi_wmx.org"", ""email"": ""stkipabdi@yahoo.com"", ""phone"": ""082238392071 / 0969-34114""}",-,2675000.0,2600000.0,2750000.0,5350000.0,5200000.0,5500000.0,"Jalan Yos Sudarso, KABUPATEN JAYAWIJAYA",PAPUA,BAIK,-,pddikti-1313,-,banpt-1671
SEKOLAH TINGGI ILMU PEMERINTAHAN ABDI NEGARA,1190,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stipan.ac.id"", ""email"": ""admin@stipan.ac.id"", ""phone"": ""021-7867696 / 021-786 7696""}",-,2675000.0,350000.0,5000000.0,5350000.0,700000.0,10000000.0,"Jl. Lenteng Agung No. 37A  Jagakarsa  Jakarta Selatan, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,BAIK,-,pddikti-425,-,banpt-2496
SEKOLAH TINGGI ILMU EKONOMI JAYAKUSUMA,1191,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stiejayakusuma.ac.id"", ""email"": ""jayakusuma@stiejayakusuma.ac.id"", ""phone"": ""3840874 / 3459737""}",-,2675000.0,350000.0,5000000.0,5350000.0,700000.0,10000000.0,"Delta Building Blok A32-36 Jl Suryo Pranoto No 1-9 harmoni Jakarta Pusat 10160, KOTA JAKARTA PUSAT",D.K.I. JAKARTA,BAIK,-,pddikti-1094,-,banpt-1449
UNIVERSITAS PANCASAKTI TEGAL,1192,SWASTA,https://rencanamu.id/cari-kampus/universitas-pancasakti,4726.0,4726.0,"{""website"": ""www.upstegal.ac.id"", ""email"": ""info@upstegal.ac.id"", ""phone"": ""0283-351082 / 0283-351267""}",-,2650000.0,800000.0,4500000.0,5300000.0,1600000.0,9000000.0,"Jl. Halmahera KM. 1 Kota Tegal, KOTA TEGAL",JAWA TENGAH,UNGGUL,-,pddikti-1741,rencanamu-233,banpt-1518
UNIVERSITAS GRAHA KARYA MUARA BULIAN,1193,SWASTA,-,-1.0,-1.0,"{""website"": ""www.ugkmb.ac.id"", ""email"": ""universitasgrahakarya@gmail.com"", ""phone"": """"}",-,2650000.0,2650000.0,2650000.0,5300000.0,5300000.0,5300000.0,KABUPATEN BATANG HARI,JAMBI,BAIK,-,pddikti-2401,-,banpt-592
UNIVERSITAS MAHKOTA TRICOM UNGGUL,1194,SWASTA,-,-1.0,-1.0,"{""website"": ""http://www.mtu.ac.id/"", ""email"": ""universitasmtu@mtu.ac.id"", ""phone"": ""061-80086201""}",-,2650000.0,300000.0,5000000.0,5300000.0,600000.0,10000000.0,"Jl. Pematang Pasir No. 27 Kel. Tj. Mulia Hilir Kec. Medan Deli, KOTA MEDAN",SUMATERA UTARA,TERAKREDITASI,-,pddikti-1968,-,banpt-53
UNIVERSITAS PGRI KALIMANTAN,1195,SWASTA,-,-1.0,-1.0,"{""website"": ""www.upk.ac.id"", ""email"": ""kampus@upk.ac.id"", ""phone"": ""0821-5407-6883""}",-,2637500.0,2625000.0,2650000.0,5275000.0,5250000.0,5300000.0,KOTA BANJARMASIN,KALIMANTAN SELATAN,B,-,pddikti-206,-,banpt-1158
UNIVERSITAS PIGNATELLI TRIPUTRA,1196,SWASTA,-,-1.0,-1.0,"{""website"": ""www.upitra.ac.id"", ""email"": ""info@upitra.ac.id"", ""phone"": ""0271-715333""}",-,2625000.0,200000.0,5050000.0,5250000.0,400000.0,10100000.0,"Jl. Duwet No. 1  Karangasem  Laweyan, KOTA SURAKARTA",JAWA TENGAH,BAIK,-,pddikti-557,-,banpt-2262
SEKOLAH TINGGI MANAJEMEN INFORMATIKA KOMPUTER UYELINDO KUPANG,1197,SWASTA,-,-1.0,-1.0,"{""website"": ""http://uyelindo.ac.id"", ""email"": ""suyelindo@gmail.com"", ""phone"": ""0380-8430672  855450 / 0380-8554502""}",-,2625000.0,1050000.0,4200000.0,5250000.0,2100000.0,8400000.0,"Jl Perintis Kemerdekaan I Kayu Putih  kupang-NTT, KOTA KUPANG",NUSA TENGGARA TIMUR,B,-,pddikti-808,-,banpt-1875
SEKOLAH TINGGI ILMU ADMINISTRASI ADABIAH,1198,SWASTA,-,-1.0,-1.0,"{""website"": ""stiaadabiah.ac.id"", ""email"": ""adabiah.stia@gmail.com"", ""phone"": ""0751-33204""}",-,2625000.0,1250000.0,4000000.0,5250000.0,2500000.0,8000000.0,"Jalan Perintis Kemerdekaan No. 15, KOTA PADANG",SUMATERA BARAT,BAIK,-,pddikti-2614,-,banpt-2269
UNIVERSITAS DUMOGA KOTAMOBAGU,1199,SWASTA,-,-1.0,-1.0,"{""website"": ""www.udk.ac.id"", ""email"": ""admin-udk@udk.ac.id"", ""phone"": ""0434-21-831 / 0434-21-831""}",-,2625000.0,2500000.0,2750000.0,5250000.0,5000000.0,5500000.0,"Jalan Ahmad Yani No 184, KOTA. KOTAMOBAGU",SULAWESI UTARA,BAIK,-,pddikti-1270,-,banpt-1027
AMIK MAPAN TANGERANG,1200,SWASTA,-,-1.0,-1.0,"{""website"": ""mapan.ac.id"", ""email"": ""sipp@amik.mapan.ac.id"", ""phone"": ""021-5514464 / 021-5517907""}",-,2625000.0,2400000.0,2850000.0,5250000.0,4800000.0,5700000.0,"Jl. Gatot Subroto No. 9 Cimone, KOTA TANGERANG",BANTEN,BAIK,-,pddikti-2554,-,banpt-1910
SEKOLAH TINGGI ILMU EKONOMI KESUMANEGARA,1201,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stieken.ac.id"", ""email"": ""info@stieken.ac.id"", ""phone"": ""0342-802330 / 0342-813788""}",-,2625000.0,1650000.0,3600000.0,5250000.0,3300000.0,7200000.0,"Jalan Mastrip No 59, KOTA BLITAR",JAWA TIMUR,BAIK,-,pddikti-1191,-,banpt-1768
UNIVERSITAS AL HIKMAH JEPARA,1202,SWASTA,-,-1.0,-1.0,"{""website"": ""www.uajpr.ac.id"", ""email"": ""uaj.jepara@gmail.com"", ""phone"": ""02914256657 / 02914256657""}",-,2622500.0,145000.0,5100000.0,5245000.0,290000.0,10200000.0,KABUPATEN JEPARA,JAWA TENGAH,BAIK,-,pddikti-626,-,banpt-1336
UNIVERSITAS AL-KHAIRIYAH,1203,SWASTA,-,-1.0,-1.0,"{""website"": ""unival-cilegon.ac.id"", ""email"": ""alkhairiyah.university@gmail.com"", ""phone"": ""0254-7877057""}",-,2617500.0,535000.0,4700000.0,5235000.0,1070000.0,9400000.0,KOTA CILEGON,BANTEN,BAIK,-,pddikti-599,-,banpt-338
SEKOLAH TINGGI TEKNIK PATI,1204,SWASTA,-,-1.0,-1.0,"{""website"": ""www.sttp.ac.id"", ""email"": ""sttpati@sttp.ac.id"", ""phone"": ""382470 / 0295382234""}",-,2600000.0,980000.0,4220000.0,5200000.0,1960000.0,8440000.0,KABUPATEN PATI,JAWA TENGAH,BAIK,-,pddikti-1192,-,banpt-1857
UNIVERSITAS WERISAR,1205,SWASTA,-,-1.0,-1.0,"{""website"": ""unsar.ac.id"", ""email"": ""unsar47eo2022@gmail.com"", ""phone"": ""081240940380""}",-,2600000.0,2600000.0,2600000.0,5200000.0,5200000.0,5200000.0,KABUPATEN SORONG SELATAN,PAPUA BARAT,BAIK,-,pddikti-25,-,banpt-1568
UNIVERSITAS TEKNOLOGI SULAWESI,1206,SWASTA,-,-1.0,-1.0,"{""website"": ""www.utsmakassar.ac.id"", ""email"": ""info@utsmakassar.ac.id"", ""phone"": ""0411-8986427 / 0411-9896427""}",-,2600000.0,1200000.0,4000000.0,5200000.0,2400000.0,8000000.0,"Borong Bussines Centre   Jalan Borong RayaD14-16, KOTA MAKASSAR",SULAWESI SELATAN,BAIK,-,pddikti-734,-,banpt-2402
UNIVERSITAS GUNUNG KIDUL,1207,SWASTA,-,-1.0,-1.0,"{""website"": ""www.ugk.ac.id"", ""email"": ""univ_gunungkidul@yahoo.co.id ; univ_gunungkidul@ugk.ac.id"", ""phone"": ""0274-391342 / 0274-391342""}",-,2600000.0,1200000.0,4000000.0,5200000.0,2400000.0,8000000.0,"Jalan KH Agus Salim No 170 Wonosari  Gunungkidul  D.I. Yogyakarta, KABUPATEN GUNUNG KIDUL",D.I. YOGYAKARTA,BAIK,-,pddikti-1766,-,banpt-3179
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER AMIKOM SURAKARTA,1208,SWASTA,-,-1.0,-1.0,"{""website"": ""amikomsolo.ac.id"", ""email"": ""amikomsolo@amikomsolo.ac.id"", ""phone"": ""7851507 / 7851507""}",-,2580000.0,1880000.0,3280000.0,5160000.0,3760000.0,6560000.0,KOTA SURAKARTA,JAWA TENGAH,BAIK,-,pddikti-1642,-,banpt-4010
STKIP HERMON TIMIKA,1209,SWASTA,-,-1.0,-1.0,"{""website"": ""http://stkiphermontimika.ac.id"", ""email"": ""stkiphermontimika11@gmail.com"", ""phone"": ""085354359017""}",-,2580000.0,1200000.0,3960000.0,5160000.0,2400000.0,7920000.0,KABUPATEN MIMIKA,PAPUA,BAIK,-,pddikti-890,-,banpt-1951
UNIVERSITAS SAINS ISLAM AL MAWADDAH WARRAHMAH KOLAKA,1210,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-,2580000.0,160000.0,5000000.0,5160000.0,320000.0,10000000.0,KABUPATEN KOLAKA,SULAWESI TENGGARA,BAIK,-,pddikti-1804,-,banpt-1795
SEKOLAH TINGGI BAHASA ASING PRAYOGA,1211,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stba-prayoga.ac.id"", ""email"": ""info@stba-prayoga.ac.id"", ""phone"": ""085830305317 / 0751-31717""}",-,2575000.0,150000.0,5000000.0,5150000.0,300000.0,10000000.0,"Jalan Veteran No 8 Padang Sumbar, KOTA PADANG",SUMATERA BARAT,BAIK,-,pddikti-108,-,banpt-3944
STMIK ANTAR BANGSA,1212,SWASTA,-,-1.0,-1.0,"{""website"": ""antarbangsa.ac.id"", ""email"": ""info@antarbangsa.ac.id"", ""phone"": ""50986099""}",-,2550000.0,1000000.0,4100000.0,5100000.0,2000000.0,8200000.0,"Jl. Raden Fattah No. 70A  Pondok Aren, KOTA TANGERANG",BANTEN,BAIK,-,pddikti-189,-,banpt-2078
SEKOLAH TINGGI ILMU EKONOMI SURAKARTA,1213,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-surakarta,959.0,23.0,"{""website"": ""stiesurakarta.ac.id"", ""email"": ""adminpt@stiesurakarta.ac.id"", ""phone"": ""+62271717785 / 0271 724810""}","Sekolah Tinggi Ilmu Ekonomi Surakarta memiliki visi menjadi pusat pendidikan tinggi di bidang ekonomi untuk mengahasilkan lulusan yang berjiwa entrepreneur dan memiliki kompetensi di tingkat nasional pada tahun 2023. Nah, bagi Quipperian yang memiliki minat di bidang ekonomi bisa menjadikan sekolah ini pilihan untuk melanjutkan studi.",2550000.0,2000000.0,3500000.0,5100000.0,4000000.0,7000000.0,"Jl Slamet Riyadi 435-437 Makamhaji, KABUPATEN SUKOHARJO",JAWA TENGAH,B,quipper-680,pddikti-1480,-,banpt-3245
STKIP PELITA NUSANTARA BUTON,1214,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stkippelnusbuton.ac.id"", ""email"": ""stkippelnusbuton@gmail.com"", ""phone"": ""2824456 / 2824456""}",-,2550000.0,2200000.0,2900000.0,5100000.0,4400000.0,5800000.0,"Kampus Mekar: Jl. Pahlawan Km. 4 Baubau, KOTA BAUBAU",SULAWESI TENGGARA,BAIK,-,pddikti-1466,-,banpt-1295
UNIVERSITAS TEKNOLOGI MATARAM,1215,SWASTA,-,-1.0,-1.0,"{""website"": ""https://utmmataram.ac.id"", ""email"": ""utm.official2019@gmail.com"", ""phone"": ""081917216000 / 0370635007""}",-,2532000.0,324000.0,4740000.0,5064000.0,648000.0,9480000.0,"Jln. Kampus AMIKOM-ASM Mataram Kekalek Mataram, KOTA MATARAM",NUSA TENGGARA BARAT,BAIK SEKALI,-,pddikti-1937,-,banpt-1949
SEKOLAH TINGGI FILSAFAT THEOLOGIA INDONESIA TIMUR,1216,SWASTA,-,-1.0,-1.0,"{""website"": ""www.sttintimlib.ac.id"", ""email"": ""sttintimmakassar@yahoo.com"", ""phone"": ""0411-854-735 / 0411-856-989""}",-,2525000.0,400000.0,4650000.0,5050000.0,800000.0,9300000.0,"Jalan Baji Dakka No 7 Makassar, KOTA MAKASSAR",SULAWESI SELATAN,BAIK,-,pddikti-1618,-,banpt-1610
AMIK PURNAMA NIAGA,1217,SWASTA,-,-1.0,-1.0,"{""website"": ""amikpurnamaniaga.ac.id"", ""email"": ""amik.purnamaniaga@yahoo.com"", ""phone"": ""7008175  2744""}",-,2525000.0,2350000.0,2700000.0,5050000.0,4700000.0,5400000.0,"JL. Ir. H. DJUANDA NO. 256 INDRAMAYU, KABUPATEN INDRAMAYU",JAWA BARAT,BAIK,-,pddikti-1510,-,banpt-1765
INSTITUT TEKNOLOGI DAN BISNIS ADIAS,1218,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""puskom@itbadias.ac.id"", ""phone"": ""322881""}",-,2525000.0,1050000.0,4000000.0,5050000.0,2100000.0,8000000.0,"Jl Tegalmlati No. 22 Kelurahan Petarukan  Kecamatan Petarukan, KABUPATEN PEMALANG",JAWA TENGAH,BAIK,-,pddikti-1867,-,banpt-2160
APIKES IRIS,1219,SWASTA,-,-1.0,-1.0,"{""website"": ""www.apikesiris.ac.id"", ""email"": ""apikes.iris@gmail.com"", ""phone"": ""444726""}",-,2525000.0,400000.0,4650000.0,5050000.0,800000.0,9300000.0,"Jalan Gajah Mada No 23 Gunung Pangilun, KOTA PADANG",SUMATERA BARAT,BAIK,-,pddikti-1476,-,banpt-426
SEKOLAH TINGGI ILMU EKONOMI JAYA NEGARA TAMANSISWA,1220,SWASTA,-,-1.0,-1.0,"{""website"": ""stiekn.ac.id"", ""email"": ""admin-stiekn@stiekn.ac.id"", ""phone"": ""0341-491154 / 0341-498335""}",-,2525000.0,2100000.0,2950000.0,5050000.0,4200000.0,5900000.0,"Jl. Tumenggung Suryo Nomor 17, KOTA MALANG",JAWA TIMUR,BAIK,-,pddikti-1099,-,banpt-2819
UNIVERSITAS TRIBUANA KALABAHI,1221,SWASTA,-,-1.0,-1.0,"{""website"": ""www.untribkalabahi.ac.id"", ""email"": ""untribkalabahi@yahoo.co.id"", ""phone"": ""0386-2222882 / 0386-2222882""}",-,2520000.0,1500000.0,3540000.0,5040000.0,3000000.0,7080000.0,"Jl. Soekarno-Hatta   Batunirwala  Kalabahi, KABUPATEN ALOR",NUSA TENGGARA TIMUR,BAIK,-,pddikti-539,-,banpt-3741
UNIVERSITAS MERANGIN,1222,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-,2510000.0,1520000.0,3500000.0,5020000.0,3040000.0,7000000.0,KABUPATEN MERANGIN,JAMBI,BAIK SEKALI,-,pddikti-1418,-,banpt-1675
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN AL MAKSUM,1223,SWASTA,-,-1.0,-1.0,"{""website"": ""stkipalmaksum.ac.id"", ""email"": ""ops.stkipalmaksum@gmail.com"", ""phone"": ""0813-6198-1355""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jl. Sei Batang Serangan no.04. Kwala Bingai Stabat, KABUPATEN LANGKAT",SUMATERA UTARA,BAIK,-,pddikti-1516,-,banpt-2808
UNIVERSITAS MUHAMMADIYAH PURWOREJO,1224,SWASTA,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-purworejo,4367.0,4367.0,Tel: +62275 32 1494,-,2500000.0,2500000.0,20000000.0,5000000.0,5000000.0,20000000.0,"Jalan KH Ahmad Dahlan No 3, KABUPATEN PURWOREJO",JAWA TENGAH,B,-,pddikti-159,rencanamu-216,banpt-3310
SEKOLAH TINGGI ILMU EKONOMI OTTOW & GEISSLER SERUI,1225,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stieogserui.ac.id"", ""email"": ""stieogs@gmail.com"", ""phone"": ""0983-32-869 / 0983-32-869""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Hasanudin Serui, KABUPATEN YAPEN WAROPEN",PAPUA,BAIK,-,pddikti-763,-,banpt-2448
INSTITUT BISNIS MUHAMMADIYAH BEKASI,1226,SWASTA,-,-1.0,-1.0,"{""website"": ""www.ibm.ac.id"", ""email"": ""info@ibm.ac.id"", ""phone"": ""021-82693450""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jl. Sersan Aswan No. 16  Kel. Margahayu  Kec. Bekasi Timur, KOTA BEKASI",JAWA BARAT,BAIK,-,pddikti-2610,-,banpt-2068
SEKOLAH TINGGI TEKNOLOGI INFORMATIKA SONY SUGEMA,1227,SWASTA,-,-1.0,-1.0,"{""website"": ""https://sttisonysugema.ac.id/"", ""email"": ""info@sttisonysugema.ac.id"", ""phone"": ""0852-1071-0289 / 0852-1071-0289""}",-,2500000.0,1500000.0,3500000.0,5000000.0,3000000.0,7000000.0,"Jalan Husni Hamid No. 55 Rt/Rw 01/26 Kel. Nagasari Karawang Barat, KABUPATEN KARAWANG",JAWA BARAT,BAIK,-,pddikti-1177,-,banpt-911
SEKOLAH TINGGI ILMU KESEHATAN BUDI MULIA,1228,SWASTA,-,-1.0,-1.0,"{""website"": ""stikesbumuliakendari.ac.id"", ""email"": ""stikes.budimulia@yahoo.com"", ""phone"": ""0401-3126033""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jl. Saranani No. 25, KOTA KENDARI",SULAWESI TENGGARA,BAIK,-,pddikti-1549,-,banpt-1435
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN SERAM RAYA,1229,SWASTA,-,-1.0,-1.0,"{""website"": ""stkipseramraya.ac.id"", ""email"": ""stkipseramraya@gmail.com"", ""phone"": """"}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KABUPATEN SERAM BAGIAN BARAT,MALUKU,BAIK,-,pddikti-790,-,banpt-1456
SEKOLAH TINGGI ILMU EKONOMI YPHB,1230,SWASTA,-,-1.0,-1.0,"{""website"": ""https://stie-yphb.ac.id/"", ""email"": ""stieyphbaceh@yahoo.co.id"", ""phone"": ""0651-637099 / 0651-637099""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Tengku Hasan Dek No 230 Jambo Tape, KOTA BANDA ACEH",ACEH,BAIK,-,pddikti-692,-,banpt-637
STKIP ISLAM SABILAL MUHTADIN BANJARMASIN,1231,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stkipismbjm.ac.id"", ""email"": ""admin@stkipismbjm.ac.id"", ""phone"": ""05114315950""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jl. Sultan Adam Komp. Malkon Temon, KOTA BANJARMASIN",KALIMANTAN SELATAN,BAIK,-,pddikti-1360,-,banpt-970
SEKOLAH TINGGI ILMU EKONOMI AL-ANWAR,1232,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stie-alanwar.ac.id"", ""email"": ""info@stie-alanwar.ac.id"", ""phone"": ""0321-327507 / 0321-397436""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jl Raya Brangkal 70  Sooko, KABUPATEN MOJOKERTO",JAWA TIMUR,BAIK,-,pddikti-965,-,banpt-3970
UNIVERSITAS ARYASATYA DEO MURI,1233,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unadri.ac.id"", ""email"": ""unadri@gmail.com"", ""phone"": ""082144324988 / 082144324988""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jl. Amanuban RT 18 RW 04 Kelurahan Oebufu, KOTA KUPANG",NUSA TENGGARA TIMUR,BAIK,-,pddikti-1221,-,banpt-2179
STISIP SYAMSUL ULUM,1234,SWASTA,-,-1.0,-1.0,"{""website"": ""stisipsyamsululum.ac.id"", ""email"": ""stisipsyamsululum@yahoo.co.id"", ""phone"": ""0266-6249081 / 0266-243188""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Bhayangkara No 33, KOTA SUKABUMI",JAWA BARAT,BAIK,-,pddikti-1973,-,banpt-2968
SEKOLAH TINGGI ILMU EKONOMI AMA,1235,SWASTA,-,-1.0,-1.0,"{""website"": ""https://www.stieama.ac.id"", ""email"": ""admin@stieama.ac.id"", ""phone"": ""0298 321013 / 0298 321013""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Diponegoro No. 39 Salatiga, KOTA SALATIGA",JAWA TENGAH,BAIK,-,pddikti-1348,-,banpt-2161
SEKOLAH TINGGI ILMU ADMINISTRASI ISKANDAR THANI,1236,SWASTA,-,-1.0,-1.0,"{""website"": ""http://stia-iskandarthani.ac.id/"", ""email"": ""stia_iskandarthani@yahoo.com"", ""phone"": ""085362630322""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jl. Alue Naga  Gampong Tibang, KOTA BANDA ACEH",ACEH,BAIK,-,pddikti-1322,-,banpt-3408
STISIP MERDEKA MANADO,1237,SWASTA,-,-1.0,-1.0,"{""website"": ""https://stisipmerdekamanado.com/"", ""email"": ""stisip.merdeka.manado.ban.2018@gmail.com"", ""phone"": ""0431-860-122 / 0431-860-122""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Kelurahan Mahawu Kec Tuminting, KOTA MANADO",SULAWESI UTARA,BAIK,-,pddikti-1991,-,banpt-299
UNIVERSITAS AISYIYAH YOGYAKARTA,1238,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unisayogya.ac.id"", ""email"": ""info@unisayogya.ac.id"", ""phone"": ""0274-4469199 / 0274-4469204""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Ring Road Barat No. 63 Mlangi Nogotirto, KABUPATEN SLEMAN",D.I. YOGYAKARTA,UNGGUL,-,pddikti-997,-,banpt-1999
