quipper_institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
250,UNIVERSITAS NEGERI MEDAN,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-negeri-medan,Rp3.000.000 kisaran per-semester,18773.0,941.0,"{""website"": ""www.unimed.ac.id"", ""email"": ""humas@unimed.ac.id"", ""phone"": ""061-6613365""}","Universitas Negeri Medan merupakan salah satu kampus negeri unggulan yang berada di Sumatera Utara. Hal ini dibuktikan dengan beberapa prestasi yang diraih oleh Unimed, baik secara institusional maupun perwakilan mahasiswa. Pada tahun 2021, Unimed mendapatkan penghargaan anugerah Diktiristek 2021 dalam kategori Layanan Terpadu  sebagai Terbaik III dan kategori Majalah Terbaik III pada Kegiatan Anugerah Diktiristek Tahun 2021 yang diselenggarakan oleh Ditjen Diktiristek Kemendikbud RI.",{}
251,SEKOLAH TINGGI ILMU KOMPUTER POLTEK CIREBON,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-komputer-poltek-cirebon,Rp6.000.000 per semester,342.0,43.0,"{""website"": ""www.stikompoltek.ac.id"", ""email"": ""informasi@stikompoltek.ac.id"", ""phone"": ""0231-486005, 081111112636""}","Sekolah Tinggi Ilmu Komputer Poltek Cirebon  merupakan salah satu perguruan tinggi yang bergerak di bidang Teknologi Informasi  dan terletak di wilayah Cirebon, tepatnya dalam koordinasi kopertis wilayah IV. STIKOM Poltek Cirebon memiliki visi dan misi dalam mewujudkan Sekolah Tinggi sebagai pusat pendidikan unggulan berbasis Information & Communication Technology  di tingkat nasional pada tahun 2025. Kampus ini berfokus untuk mencetak tenaga profesional yang mandiri dan mampu menerapkan keilmuan ICT di dunia kerja, melaksanakan penelitian berkualitas sesuai kebutuhan dan budaya masyarakat lokal dan nasional, melaksanakan pengabdian masyarakat yang berbasis pada pengembangan ilmu dan teknologi untuk peningkatan kesejahteraan masyarakat, serta menjalin kerjasama yang baik dengan lembaga pemerintah ataupun swasta di dalam maupun luar negeri.",{}
252,UNIVERSITAS GADJAH MADA,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-gadjah-mada,Rp6.000.000 kisaran per semester,47689.0,4854.0,"{""website"": ""www.ugm.ac.id"", ""email"": ""info@ugm.ac.id"", ""phone"": ""0274-6492599""}","Selain menjadi salah satu daerah yang kaya akan budaya, Yogyakarta juga menjadi tempat yang banyak dituju oleh para pelajar di seluruh Indonesia. Universitas Gadjah Mada memang menjadi kampus yang sangat diperhitungkan kualitasnya, baik dalam skala nasional maupun internasional lho, Quipperian! Sebagai contoh, menurut pemeringkatan QS untuk Graduate Employability 2019, UGM berada pada peringkat 301-500 universitas terbaik dunia. Sementera itu, kampus ini juga masuk dalam pemeringkatan universitas terbaik versi The Times Higher Education  2020 dalam peringkat 1001+ dunia. Universitas yang dikenal sebagai kampus biru itu mempunyai 18 fakultas, satu sekolah vokasi, dan satu sekolah pascasarjana dengan jumlah program studi mencapai 265. So, buat kamu yang ingin melanjutkan pendidikan kuliah di kampus kece ini, lihat profil lengkapnya berikut ini, yuk!",{}
254,POLITEKNIK NEGERI NUSA UTARA,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-negeri-nusa-utara,Rp500.000-Rp5.000.000 per semester,821.0,80.0,"{""website"": ""www.polnustar.ac.id"", ""email"": ""info@polnustar.ac.id"", ""phone"": ""0432-24745""}","Politeknik Negeri Nusa Utara  adalah salah satu perguruan tinggi yang berada di Kabupaten Kepulauan Sangihe, Sulawesi Utara. Pembangunan kampus ini diprakarsai oleh pemerintah daerah Kabupaten Kepulauan Sangihe-Talaud, tepatnya pada masa kepemimpinan Bupati A.J.Th. Makaminang  dan Wakil Bupati Winsulangi Salindeho sebagai bagian dari komitmen untuk membangun sumberdaya manusia di kawasan Nusa Utara.",{}
255,UNIVERSITAS NEGERI SEMARANG,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-negeri-semarang,Rp500.000 - Rp8.250.000 per-semester,47932.0,1152.0,"{""website"": ""www.unnes.ac.id"", ""email"": ""humas@mail.unnes.ac.id"", ""phone"": ""024 86008700 ext 000""}","Universitas Negeri Semarang  memiliki visi menjadi universitas berwawasan konservasi dan bereputasi internasional. Visi ini mempunyai arti yaitu cara pandang dan sikap perilaku yang berorientasi pada prinsip konservasi  sumber daya alam dan nilai-nilai sosial budaya, serta memiliki citra dan nama baik dalam pergaulan internasional serta menjadi rujukan dalam kegiatan tridharma perguruan tinggi di tingkat internasional.",{}
256,UNIVERSITAS TERBUKA,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-terbuka,Rp2.200.000 kisaran per-semester,1044.0,688.0,"{""website"": ""www.ut.ac.id"", ""email"": ""hallo-ut@ut.ac.id"", ""phone"": ""021-1500024""}","Quipperian, Universitas Terbuka adalah Perguruan Tinggi Negeri ke-45 di Indonesia yang diresmikan pada tanggal 4 September 1984 berdasarkan Keputusan Presiden RI Nomor 41 Tahun 1984 Kampus ini mengusung pembelajaran non tatap muka atau melalui internet. Universitas Terbuka atau yang biasa disebut UT ini memiliki empat Fakultas, yaitu Fakultas Ekonomi, Fakultas Ilmu Sosial dan Ilmu Politik, Fakultas Matematika dan Ilmu Pengetahuan Alam, Fakultas Keguruan dan Ilmu Pendidikan  untuk jenjang Diploma dan Sarjana. Selain jenjang pendidikan tersebut, UT juga membuka jenjang Magister dan Doktor pada Program Pascasarjana.",{}
257,UNIVERSITAS PAPUA,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-papua,Rp600.000 kisaran per-semester,14696.0,494.0,"{""website"": ""www.unipa.ac.id"", ""email"": ""rektor@unipa.ac.id"", ""phone"": ""0986-211430""}","Universitas Papua  yang awalnya hadir untuk membantu pengembangan Fakultas Pertanian Universitas Cenderawasih saat ini telah berdiri sendiri dan menjadi Universitas Negeri unggulan di provinsi Papua Barat. Kampusnya pun tersebar di tiga kabupaten, loh. Kampus utama terletak di kota Manokwari yang menjadi pusat administrasi, kantor rektorat dan tempat kuliah hampir seluruh Fakultas yang tersedia di Unipa. Khusus untuk Fakultas Kedokteran, kampusnya ada di kabupaten Sorong. Nah, bagi Quipperian yang berencana mengambil program studi Perikanan dan Kelautan, nantinya kalian berkesempatan mengikuti penelitian di kampus Unipa yang letaknya di kabupaten Raja Ampat yang saat ini masih dalam kajian tim Pengembangan Fakultas Perikanan. Seru, kan?",{}
258,UNIVERSITAS MOCHAMMAD SROEDJI,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-mochammad-sroedji,Rp3.300.000 per semester,892.0,50.0,"{""website"": ""www.umsj.ac.id"", ""email"": null, ""phone"": ""085204238529""}","Universitas Mochammad Sroedji atau disingkat dengan UMSJ merupakan perguruan tinggi swasta di Jember, Jawa Timur. Kampus ini menyelenggarakan program studi bidang ekonomi, hukum, pertanian, teknik, dan sebagainya. Salah satu keunggulan UMSJ yakni apabila mahasiswa tidak lulus pada suatu mata kuliah, dapat mengulang di tahun berikutnya tanpa dikenakan biaya tambahan. Perlu Quipperian ketahui, UMSJ juga menyediakan kelas karyawan buat kamu yang ingin kuliah sambil bekerja.",{}
259,INSTITUT TEKNOLOGI SEPULUH NOVEMBER,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-teknologi-sepuluh-november,Rp5.000.000 kisaran per semester,15151.0,970.0,"{""website"": ""www.its.ac.id"", ""email"": ""humas@its.ac.id"", ""phone"": ""031-5994251-54, 5947274, 5945472""}","Quipperian pasti sudah tahu kampus Institut Teknologi Sepuluh Nopember  bukan? Ya, kampus yang berada di Kota Pahlawan Surabaya ini menjadi incaran banyak pelajar SMA tingkat akhir. Tentu tidak mengherankan, sebab ITS berhasil mendapatkan peringkat ke-6 dari 15 universitas terbaik di Indonesia menurut Kemenristekdikti yang dirilis pada tahun 2020. Nggak hanya cakupan nasional, ITS juga mendapat peringkat ke-164 versi QS Asian University Rankings, lho! Pasti menjadi kebanggaan tersendiri dong bagi kalian jika bisa masuk di salah satu universitas favorit ini!",{}
260,INSTITUT AGAMA ISLAM NEGERI SURAKARTA,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-agama-islam-negeri-surakarta,Rp3.000.000 kisaran per-semester,11366.0,225.0,"{""website"": ""www.iain-surakarta.ac.id"", ""email"": ""info@iain-surakarta.ac.id"", ""phone"": ""0271-781516""}","Quipperian, Institut Agama Islam Negeri Surakarta  ini awalnya bernama Sekolah Tinggi Agama Islam Negeri Surakarta , yang sudah berdiri sejak 30 Juni 1997. Seiring dengan perkembangannya, pada tanggal 3 Januari 2011, kampus ini bertransformasi menjadi Institut Agama Islam Negeri Surakarta .",{}
261,POLITEKNIK NEGERI SAMBAS,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-negeri-sambas,Rp2.400.000-Rp3.000.000 per semester,2004.0,109.0,"{""website"": ""www.poltesa.ac.id"", ""email"": ""info@poltesa.ac.id"", ""phone"": ""0562-6303123""}","Politeknik Negeri Sambas  mengimplementasikan sistem pembelajaran yang didominasi praktikum dan kerja praktik yang mengacu kepada Program Merdeka Belajar, sehingga lulusan dari politeknik ini sesuai dengan kebutuhan industri. Kurikulum yang diterapkan Poltesa pun disesuaikan dengan pengembangan ilmu dan teknologi serta kebutuhan pasar, sehingga memacu mahasiswa untuk lebih kreatif dan inovatif dalam menyesuaikan diri dengan industri. Agar lebih siap terjun ke dunia kerja, Poltesa turut membekali mahasiswa dengan sertifikat kompetensi hingga kesempatan mengikuti program magang dan pertukaran mahasiswa ke luar negeri lho. Semakin tertarik berkuliah di Poltesa? Cek profil lengkapnya, yuk!",{}
262,UNIVERSITAS BANGKA BELITUNG,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-bangka-belitung,Rp3.000.000 kisaran per semester,4073.0,152.0,"{""website"": ""www.ubb.ac.id"", ""email"": ""info@ubb.ac.id"", ""phone"": ""0717-422145""}","Quipperian, kehadiran Universitas Bangka Belitung  adalah cita-cita yang telah lama mengakar dalam diri masyarakat Serumpun Sebalai. Pendirian UBB merupakan hasil penyatuan dari Politeknik Manufaktur Timah , Sekolah Tinggi Ilmu Pertanian , dan Sekolah Tinggi Teknik Pahlawan 12 . Mari kita lihat profil UBB yang sudah berdiri sejak tahun 2006 ini!",{}
263,SEKOLAH TINGGI BAHASA ASING JIA,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-bahasa-asing-jia,Rp7.500.000 kisaran per-semester,700.0,30.0,"{""website"": ""www.stba-jia.ac.id"", ""email"": ""info.mail@stba-jia.ac.id"", ""phone"": ""0822 4646 2727 ""}","Di tengah perkembangan dunia bisnis yang semakin mengglobal, kemampuan untuk berkomunikasi dalam bahasa yang sama merupakan prasyarat yang tidak dapat dielakkan, Quipperian. Melalui jurusan Bahasa dan Sastra STBA JIA yang didukung oleh dosen yang didatangkan dari luar negeri, kamu memiliki kesempatan untuk mempelajari keterampilan bahasa asing serta budayanya, sekaligus melatih kemampuan berfikir analitis dan logis.  Kampus yang didirikan sejak tahun 2000 dengan SK Mendiknas 90/D/O/2000 ini, menyediakan program diploma tiga  dan strata satu , Quipperian. Semua program studi yang tersedia telah terakreditasi oleh BAN-PT  dengan peringkat Sangat Baik. Sudah jelas terjamin, bukan?",{}
264,LASALLE COLLEGE JAKARTA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/lasalle-college-jakarta,Berkisar Rp30.000.000 per termin pembayaran,-1.0,-1.0,"{""website"": ""www.lasallecollege.ac.id"", ""email"": ""infojkt@lasallecollege.ac.id"", ""phone"": ""0812 3881 8184""}","LaSalle College merupakan sekolah tinggi desain kelas internasional, yang merupakan bagian dari jaringan LCI Education yang berasal dari Kanada. Selain di Jakarta, LaSalle College juga ada di beberapa Kota besar  lainnya seperti:",{}
265,INSTITUT TEKNOLOGI PLN,INSTITUT SWASTA,https://campus.quipper.com/directory/institut-teknologi-pln,Rp9.500.000 per-semester,3713.0,150.0,"{""website"": ""www.itpln.ac.id"", ""email"": ""infopmb@itpln.ac.id"", ""phone"": ""021-5440342""}","Di tengah banyaknya kebutuhan lulusan pendidikan tinggi selevel Sarjana keteknikan serta pelatihan yang intensif di bidang energi dan ketenagalistrikan, salah satu Badan Usaha milik negara  terbesar di Indonesia, yaitu PT. PLN  menyediakan lembaga pendidikan tingkat tinggi bernama Sekolah Tinggi Teknik PLN yang kini telah bertransformasi menjadi Institut Teknologi PLN .",{}
266,LASALLE COLLEGE SURABAYA,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/lasalle-college-surabaya,Rp87.000.000 - Rp350.000.000,65.0,21.0,"{""website"": ""www.lasallecollege.ac.id"", ""email"": ""infosby@lasallecollege.ac.id"", ""phone"": ""031-5625000""}","LaSalle College adalah salah satu sekolah tinggi desain kelas internasional, yang merupakan bagian dari jaringan LCI Education yang berasal dari Kanada. Selain berada di kota Surabaya, LaSalle College juga hadir di beberapa kota besar lainnya seperti:",{}
267,STIE INDONESIA JAKARTA,LAINNYA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-indonesia-jakarta,Rp5.150.000 - Rp9.300.000 per semester,3225.0,121.0,"{""website"": ""www.stei.ac.id"", ""email"": ""info@stei.ac.id"", ""phone"": ""021-4750321""}","Sekolah Tinggi Ilmu Ekonomi Indonesia didirikan pada tahun 1969 dengan nama Akademi Akuntansi Indonesia  di bawah Yayasan Pendidikan Fatahillah Jakarta . Kemudian, pada tahun 1983, AAI berubah menjadi Sekolah Tinggi Ilmu Ekonomi Indonesia yang disingkat STEI. STEI merupakan kampus di bidang Akuntansi dan Manajemen. Sejauh ini, STEI telah berhasil mencetak banyak pengusaha dan pemimpin berstandar nasional seperti pengusaha sukses dan Ketua Majelis Permusyawaratan Rakyat  Bambang Soesatyo, Komisaris PT Pelindo 1 Irma Suryani Chaniago, dan masih banyak lagi.",{}
268,INSTITUT TEKNOLOGI TELKOM PURWOKERTO,INSTITUT SWASTA,https://campus.quipper.com/directory/institut-teknologi-telkom-purwokerto,Rp 4.500.000-Rp 6.000.000 per semester,4282.0,151.0,"{""website"": ""www.ittelkom-pwt.ac.id"", ""email"": ""pmb@ittelkom-pwt.ac.id"", ""phone"": "" 641629, 081228319222 ""}","Institut Teknologi Telkom Purwokerto  merupakan kampus telkom yang didirikan pada tahun 2002 yang dikelola oleh Yayasan Pendidikan Telkom dan di bawah naungan PT Telkom Indonesia. ITTP adalah salah satu perguruan tinggi swasta di Jawa Tengah yang memiliki fokus pada pengembangan ilmu pengetahuan yang berbasis pada teknologi informasi pada bidang Healthcare, Agro-Industry, Tourism, dan Small Medium Enterprise . ITTP telah mendapatkan akreditasi dari BAN-PT dengan peringkat “Baik Sekali” dan juga telah tersertifikasi ISO 21001-2018.",{}
269,UNIVERSITAS INTERNASIONAL SEMEN INDONESIA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-internasional-semen-indonesia,Rp6.500.000 kisaran per-semester,2197.0,97.0,"{""website"": ""www.uisi.ac.id"", ""email"": ""info@uisi.ac.id, pmb@uisi.ac.id"", ""phone"": ""Telepon\t: 031-3986482 , 0821 2186 6660""}","Universitas Internasional Semen Indonesia  merupakan universitas berbasis korporasi PT.Semen Indonesia. Dalam proses penyelenggaraan pendidikan, kampus ini menerapkan konsep Practice Based Education , yang mana pembelajaran memanfaatkan live laboratory guna meningkatkan daya akselerasi pengembangan kompetensi mahasiswa, karena para mahasiswa akan bersentuhan secara langsung dengan best practices di lapangan.",{}
270,KALBIS INSTITUTE,INSTITUT SWASTA,https://campus.quipper.com/directory/kalbis-institute,Rp18.000.000 kisaran per-semester,3000.0,150.0,"{""website"": ""www.kalbis.ac.id"", ""email"": ""info@kalbis.ac.id"", ""phone"": ""0821 2442 2078""}","Kamu tentu tahu sedikit banyak mengenai salah satu grup bisnis terbesar di Asia Tenggara, yaitu Kalbe. Nah, kampus keren yakni KALBIS Institute yang akan kita bahas ini merupakan institusi pendidikan yang berada di bawah naungan Yayasan Pendidikan Kalbe yang berafiliasi dengan Kalbe Farma.",{}
271,POLTEKKES KEMENKES JAKARTA I,POLITEKNIK NEGERI,https://campus.quipper.com/directory/poltekkes-kemenkes-jakarta-1,Rp4.000.000 kisaran per semester,819.0,77.0,"{""website"": ""www.poltekkesjakarta1.ac.id"", ""email"": ""informasi@poltekkesjakarta1.ac.id"", ""phone"": ""021-7657701, 021-75909605""}","Poltekkes Kemenkes Jakarta I didirikan pada tanggal 16 April 2001. Mulanya, politeknik ini berbentuk akademi kesehatan. Perubahan kelembagaan institusi pendidikan dari akademi kesehatan menjadi politeknik kesehatan dilaksanakan sebagai upaya untuk meningkatkan kualitas institusi pendidikan melalui pendekatan manajemen pendidikan terpadu. Saat ini, Poltekkes Kemenkes Jakarta I menyediakan 4 pilihan jurusan di bidang ilmu kesehatan, yaitu Keperawatan, Kebidanan, Keperawatan Gigi, dan Ortotik Prostetik. Ingin tahu lebih jauh tentang Poltekkes yang satu ini? Yuk, simak informasi lengkapnya dulu sebelum mendaftar!",{}
272,METHODIST COLLEGE KUALA LUMPUR,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/methodist-college-kuala-lumpur,RM 25.000 kisaran per-semester,2000.0,200.0,"{""website"": ""https://mckl.edu.my/"", ""email"": ""admission@mckl.edu.my"", ""phone"": ""+603-2300 0998""}","Selama lebih dari 36 tahun, Methodist College Kuala Lumpur , telah secara aktif menyelenggarakan pendidikan tingkat tinggi berkualitas di Malaysia. Kalau kamu berencana untuk melanjutkan studi kuliah di luar negeri, kampus ini bisa menjadi referensi yang tepat. Methodist College memiliki lokasi yang sangat strategis, di jantung kota Kuala Lumpur, sekitar 5 menit dari stasiun kereta api terbesar Malaysia - KL Sentral dan pada tahun 2021 MCKL akan melakukan launching MCKL College di Penang .",{}
273,UNIVERSITAS TELKOM,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-telkom,Rp6.000.000-Rp20.000.000 per semester,32729.0,973.0,"{""website"": ""smb.telkomuniversity.ac.id"", ""email"": ""info@telkomuniversity.ac.id"", ""phone"": ""022-7564138""}","Telkom University berdiri pada tanggal 14 Agustus 2013 berdasarkan Surat Keputusan Direktur Jenderal Pendidikan Tinggi Kemendikbud Nomor 309/E/0/2013. Telkom University adalah Perguruan Tinggi Swasta yang diselenggarakan oleh Yayasan Pendidikan Telkom, dan merupakan penggabungan dari empat Perguruan Tinggi Swasta, yaitu institut Teknologi Telkom , Institut Manajemen Telkom , Politeknik Telkom, dan Sekolah Tinggi Seni Rupa dan Desain Indonesia Telkom .",{}
274,INSTITUT TEKNOLOGI TELKOM JAKARTA,INSTITUT SWASTA,https://campus.quipper.com/directory/institut-teknologi-telkom-jakarta,Rp6.500.000 - Rp7.500.000 per semester,515.0,38.0,"{""website"": ""pmb.ittelkom-jkt.ac.id"", ""email"": ""info@ittelkom-jkt.ac.id"", ""phone"": ""0823-5069-9979""}","Institut Teknologi Telkom Jakarta  adalah perguruan tinggi swasta yang berada di bawah naungan Yayasan Pendidikan Telkom. ITTelkom Jakarta berfokus pada pendidikan tinggi berbasis ICT  yang mendukung CDE . Hal ini dapat terlihat pada berbagai macam mata kuliah pilihan yang bisa dipilih oleh mahasiswa, untuk mengintegrasikan wawasan tentang industri kreatif, ekonomi digital dan kewirausahaan, dengan bidang keilmuan ICT utamanya.",{}
275,SEKOLAH TINGGI FILSAFAT THEOLOGI JAKARTA,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-filsafat-theologi-jakarta,Rp8.100.000-Rp17.970.000 per semester  dan Rp28.750.000-Rp49.750.000 per tahun,260.0,19.0,"{""website"": ""www.stftjakarta.ac.id"", ""email"": ""info@stftjakarta.ac.id"", ""phone"": ""021-3904237""}","Sekolah Tinggi Filsafat Theologi Jakarta  adalah sekolah tinggi teologi ekumenis tertua di Indonesia dengan tradisi pembelajaran yang kuat, spiritualitas yang transformatif dan komunitas yang kreatif. Sekolah ini didirikan pada tanggal 9 Agustus 1934 di Bogor dengan nama Hoogere Theologische School  dan diasuh oleh Yayasan Lembaga Perguruan Tinggi Teologi di Indonesia .",{}
276,AKADEMI TATA BOGA BANDUNG,AKADEMI SWASTA,https://campus.quipper.com/directory/akademi-tata-boga-bandung,Rp 5.000.000 -  Rp 9.000.000 per semester,375.0,25.0,"{""website"": ""atb-bandung.ac.id"", ""email"": ""info@atb-bandung.ac.id"", ""phone"": ""022-7830286, 022-63724471, 0811-2009-186 ""}","Akademi Tata Boga Bandung merupakan pelopor kampus seni kuliner  pertama di Indonesia yang sudah berdiri sejak tahun 1996. Hingga saat ini,  ATB Bandung sudah menghasilkan banyak alumni yang tersebar di dalam maupun luar negeri. Para alumni tersebut secara garis besar banyak yang bekerja di industri perhotelan, catering, restaurant, kapal pesiar, rumah sakit, pastry bakery shop, supplier bahan makanan, maupun berwirausaha.",{}
277,G2 ACADEMY,KURSUS BERSERTIFIKASI,https://campus.quipper.com/directory/g2-academy,Menyesuaikan course,-1.0,-1.0,"{""website"": ""www.g2academy.co"", ""email"": ""cs@g2academy.co"", ""phone"": ""0821-2430-4498 ""}","G2 Academy merupakan world-class technology courses yang memiliki misi untuk terus mengembangkan dan memajukan pendidikan teknologi dengan melahirkan para ahli teknologi yang sesuai dengan kebutuhan industri saat ini. Para lulusan dari lembaga kursus ini banyak yang terserap di perusahaan berbasis teknologi kelas dunia, dan bahkan mampu mengembangkan perusahaan rintisan  secara mandiri.",{}
278,POLITEKNIK KESEHATAN KEMENKES BANDUNG,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-kesehatan-kemenkes-bandung,Rp4.500.000 - Rp9.000.000 per semester,4009.0,224.0,"{""website"": ""poltekkesbandung.ac.id"", ""email"": ""info@poltekkesbandung.ac.id"", ""phone"": ""022-4231627""}","Politeknik Kesehatan Kemenkes Bandung adalah salah satu lembaga pendidikan vokasi dan profesi kesehatan negeri yang berada di bawah Kementerian Kesehatan RI. Sejarahnya, Poltekkes Bandung merupakan penggabungan dari 12 akademi Kesehatan di Jawa Barat. Seluruh akademi kesehatan tersebut bergabung menjadi Politeknik Kesehatan Kemenkes Bandung yang saat ini lokasinya tersebar di Kota Bandung, Kota Cimahi, Kabupaten Karawang, dan Kota Bogor.",{}
279,UNIVERSITAS HANG TUAH,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-hang-tuah,Rp5.000.000 - Rp6.000.000 per semester,5376.0,327.0,"{""website"": ""hangtuah.ac.id"", ""email"": ""hangtuah@hangtuah.ac.id"", ""phone"": ""031-5945864""}","Universitas Hang Tuah  adalah perguruan tinggi yang didirikan oleh TNI AL di bawah naungan Yayasan Nala. Nama yayasan tersebut diambil dari nama seorang panglima Angkatan Laut Kerajaan Majapahit, yaitu Laksamana Nala. Kampus ini telah lebih dari 30 tahun menyelenggarakan pendidikan tinggi. Kampus yang dikenal dengan sebutan Blue Ocean Campus ini memiliki 7 fakultas dengan 20 jurusan yang terdiri dari empat jenjang pendidikan, mulai dari program diploma, sarjana, magister, dan doktor. Selain itu, ada juga program profesi pada Fakultas Kedokteran dan Fakultas Kedokteran Gigi. Yuk, cek profil lengkapnya untuk tahu informasi lebih lanjut tentang UHT!",{}
280,UNIVERSITAS AHMAD DAHLAN,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-ahmad-dahlan,Rp8.000.000 kisaran per semester,24507.0,742.0,"{""website"": ""www.uad.ac.id"", ""email"": ""info@uad.ac.id"", ""phone"": ""0274 - 563515, 511830, 379418, 371120""}","Universitas Ahmad Dahlan merupakan pengembangan dari Institut Keguruan dan Ilmu Pendidikan  Muhammadiyah Yogyakarta. Kampus ini menyelenggarakan pendidikan akademik untuk jenjang diploma, sarjana, dan pascasarjana. Saat ini, Universitas Ahmad Dahlan memiliki 11 fakultas dengan lebih dari 50 pilihan program studi yang telah terakreditasi A dan B pada umumnya.",{}
281,EDUCLAAS,AKADEMI SWASTA,https://campus.quipper.com/directory/educlaas,"-Program Sarjana = USD 12.000 selama 4 tahun
-Program Magister = USD 7.600- USD9.000 selama 2 tahun",50000.0,-1.0,"{""website"": ""www.educlaas.com/id/"", ""email"": ""ibt@educlaas.com"", ""phone"": "" 021 39524270""}","eduCLaaS adalah platform yang berfokus pada Pan-Asia Digital Learning and Talent yang bertujuan menciptakan talenta dan mendukung pertumbuhan perusahaan dengan CLaaS® untuk transformasi ekonomi digital yang inklusif. eduCLaaS menghubungkan mahasiswa, karyawan, perusahaan, pengusaha, dan institusi pendidikan tinggi untuk peningkatan keterampilan digital, induksi karir digital, dan pengembangan tenaga kerja industri digital.",{}
282,POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MALANG,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-kesehatan-kementerian-kesehatan-malang,Rp4.500.000 - Rp6.750.000 per semester,3095.0,177.0,"{""website"": ""www.poltekkes-malang.ac.id"", ""email"": ""direktorat@poltekkes-malang.ac.id"", ""phone"": ""0341-566075""}","Politeknik Kesehatan Kementerian Kesehatan Malang merupakan gabungan dari 7 akademi kesehatan yaitu Akademi Keperawatan Malang, Akademi Keperawatan Lawang, Akademi Keperawatan Blitar, Akademi Kebidanan Malang, Akademi Kebidanan Kediri, Akademi Kebidanan Jember dan Akademi Gizi Malang. Kampus ini telah berdiri sejak 2001 dan saat ini memiliki 7 gedung kampus yang tersebar di Malang, Jember, Blitar, Ponorogo, Kediri, dan Trenggalek.",{}
283,UNIVERSITAS ISLAM MAKASSAR,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-islam-makassar,Rp 1.000.000,8003.0,321.0,"{""website"": ""uim-makassar.ac.id"", ""email"": ""uimmakassar@uim-makassar.ac.id"", ""phone"": "" 588167""}","Universitas Islam Makassar  adalah salah satu Perguruan Tinggi Islam Swasta yang dibentuk oleh Yayasan Perguruan Tinggi Al-Gazali Makassar. Universitas Islam Makassar berdiri berdasarkan Surat Keputusan Mendiknas Nomor 71/O/D/2000 Tanggal 6 Juni 2000, sebagai perubahan bentuk dan pengembagan Sekolah Tinggi Ilmu Pertanian  1984 dan Sekolah Tinggi Agama Islam , merupakan penerus cita-cita, visi dan misi Akademi Dakwah Nahdlatul Ulama , Universitas Nahdlatul Ulama  dan Universitas Al-Gazali .",{}
284,UNIVERSITAS AL AZHAR INDONESIA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-al-azhar-indonesia,Rp10.000.000 kisaran per-semester,3133.0,124.0,"{""website"": ""www.uai.ac.id"", ""email"": ""pmb@uai.ac.id"", ""phone"": ""021-72792753""}","Universitas Al-Azhar Indonesia  yang berdiri tahun 2000, merupakan institusi pendidikan tinggi di bawah naungan Yayasan Pesantren Islam  Al Azhar. Perguruan tinggi ini memiliki 6 fakultas dengan 19 program studi Sarjana dan satu program studi Pascasarjana, dan telah terakreditasi sangat baik oleh Badan Akreditasi Nasional Perguruan Tinggi .",{}
